ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
506,CREEKVIEW WAY,K1T 0J7,Ward 22,4M-1426,53,TARTAN HOMES CORPORATION,Single,Gloucester,Construct a 2 storey detached dwelling with attached garage -Castleton 2009 Elev B 4 bedroom,1,221680,3024,1106841,Construction,2011-10-03
480,CREEKVIEW WAY,K1T 0J6,Ward 22,4M-1426,58,TARTAN HOMES CORPORATION,Single,Gloucester,Construct a 1 storey detached dwelling with attached garage (Model Amherst B 2009),1,172273,2144,1106842,Construction,2011-10-03
662,MELBOURNE AVE,,Ward 15,257,98,C B M CONSTRUCTION LTD.,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling with attached garages,2,385000,3500,1106843,Construction,2011-10-03
664,MELBOURNE AVE,,Ward 15,257,98,C B M CONSTRUCTION LTD.,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling with attached garages,2,385000,3500,1106843,Construction,2011-10-03
16,ROBINSON AVE,K1N 8N9,Ward 12,190,46,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling,-1,10000,-700,1106844,Demolition,2011-10-03
16,ROBINSON AVE,K1N 8N9,Ward 12,190,46,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 3 storey triplex,3,361000,4680,1106845,Construction,2011-10-03
122,FIELDROW ST,K2G 2Y9,Ward 8,419008,119,CONTRACTOR UNKNOWN,Single,Nepean,PLUMBING PERMIT ONLY - Install a Protective Plumbing Device on City Sewers in a detached dwelling,0,0,0,1106846,Construction,2011-10-03
659,GILMOUR ST,K1R 5L9,Ward 14,30671,4,1663379 ONTARIO INC O/A CAMERON CONTRACTING,Single,Old Ottawa,Exterior alterations to repair porch at the front of an existing triplex,0,8000,140,1106847,Construction,2011-10-03
56,BRUYERE ST,K1N 5C5,Ward 12,42482,8,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Interior alterations to convert a 2 storey detoxification centre into 4 townhouse units,0,336000,557,1106848,Construction,2011-10-03
58,BRUYERE ST,K1N 5C5,Ward 12,42482,8,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Interior alterations to convert a 2 storey detoxification centre into 4 townhouse units,0,336000,557,1106848,Construction,2011-10-03
60,BRUYERE ST,K1N 5C5,Ward 12,42482,8,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Interior alterations to convert a 2 storey detoxification centre into 4 townhouse units,0,336000,557,1106848,Construction,2011-10-03
62,BRUYERE ST,K1N 5C5,Ward 12,42482,8,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Interior alterations to convert a 2 storey detoxification centre into 4 townhouse units,0,336000,557,1106848,Construction,2011-10-03
603,BANK ST,K1S 3T4,Ward 17,46293,8,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit-up on the 1st floor of a 2 storey commercial building (Pet Valu),0,90000,2561,1106849,Construction,2011-10-03
265,HOLMWOOD AVE,K1S 2P8,Ward 17,37027,6,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey addition on top of and a foundation underneath of a 1 storey addition at the rear of a 2 storey detached dwelling,0,60000,700,1106850,Construction,2011-10-03
331,SILENT WOOD GRV,K0A 1L0,Ward 5,4M-1414,12,***CONTRACTOR***,Single,West Carleton,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1106851,Pool Enclosure,2011-10-03
339,WIDGEON WAY,K1T 0G1,Ward 22,4M-1385,84,MERMAID POOLS (MERIVALE),Single,Gloucester,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1106852,Pool Enclosure,2011-10-03
99,KAKULU RD,K2L 3C8,Ward 23,4M-231,,CONTRACTOR UNKNOWN,Institutional,Kanata,"Interior alterations to the 2nd floor of a 2 storey institutional building (Kanata Medical Arts Building, Units 201-202)",0,29000,624,1106853,Construction,2011-10-03
228,KIWANIS CRT,K1T 0H6,Ward 10,4M-1395,45,CLARIDGE HOMES (HUNT CLUB GATE) INC.,Single,Old Ottawa,Construct a 2 storey detached dwelling with attached garage (Model: Rosedale III 2007 'B'),1,175060,2358,1106854,Construction,2011-10-03
230,KIWANIS CRT,K1T 0H6,Ward 10,4M-1395,44,CLARIDGE HOMES (HUNT CLUB GATE) INC.,Single,Old Ottawa,Construct a 2 storey detached dwelling with attached garage (Model: Thames 2007 'B'),1,177650,2376,1106855,Construction,2011-10-03
234,KIWANIS CRT,K1T 0H6,Ward 10,4M-1395,42,CLARIDGE HOMES (HUNT CLUB GATE) INC.,Single,Old Ottawa,Construct a 2 storey detached dwelling with attached garage (Model Buckingham V 2007 'B'),1,188570,2551,1106856,Construction,2011-10-03
236,KIWANIS CRT,K1T 0H6,Ward 10,4M-1395,41,CLARIDGE HOMES (HUNT CLUB GATE) INC.,Single,Old Ottawa,Construct a 2 storey detached dwelling with attached garage (Model: Thames 2007 'C'),1,177650,2388,1106857,Construction,2011-10-03
232,KIWANIS CRT,K1T 0H6,Ward 10,4M-1395,43,CLARIDGE HOMES (HUNT CLUB GATE) INC.,Single,Old Ottawa,Construct a 2 storey detached dwelling with attached garage (Model: Buckingham IV 2007 'B'),1,170160,2249,1106858,Construction,2011-10-03
484,CREEKVIEW WAY,K1T 0J6,Ward 22,4M-1426,57,TARTAN HOMES CORPORATION,Single,Gloucester,Construct a 2 storey detached dwelling with attached garage (Model:  Oakridge A 2011),1,229878,2577,1106859,Construction,2011-10-03
257,KIWANIS CRT,K1T 0H7,Ward 10,4M-1395,17,CLARIDGE HOMES (HUNT CLUB GATE) INC.,Single,Old Ottawa,Construct a 2 storey detached dwelling with attached garage (Model Oxfordshire IV 2007 'B'),1,147620,1966,1106860,Construction,2011-10-03
1821,STONEHENGE CRES,K1B 4V4,Ward 11,M242,,CAMPANALE HOMES,Rowhouse,Gloucester,Interior alterations to finish the basement of a 2 storey rowhouse,0,7375,295,1106861,Construction,2011-10-03
301,TRAILGATE ST,K1V 0Z7,Ward 22,4M-1349,68,MACKINNON REID & ASSOC.,Single,Gloucester,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1106862,Pool Enclosure,2011-10-03
1827,STONEHENGE CRES,K1B 4V4,Ward 11,4M-242,,CAMPANALE HOMES,Rowhouse,Gloucester,Interior alterations to finish the basement of a 2 storey rowhouse,0,7425,297,1106863,Construction,2011-10-03
1825,STONEHENGE CRES,K1B 4V4,Ward 11,4M-242,,CONTRACTOR UNKNOWN,Rowhouse,Gloucester,Interior alterations in the basement of a 2 storey rowhouse,0,7700,308,1106864,Construction,2011-10-03
1823,STONEHENGE CRES,K1B 4V4,Ward 11,4M-242,,CONTRACTOR UNKNOWN,Rowhouse,Gloucester,Finish a basement of a 2 storey rowhouse,0,7700,308,1106866,Construction,2011-10-03
578,DUSTY MILLER CRES,K1V 2K2,Ward 22,1328,161,MERMAID POOLS (MERIVALE),Single,Gloucester,Enclosure of a semi inground pool in the rear yard of a detached dwelling,0,0,0,1106867,Pool Enclosure,2011-10-03
4755,WHISPERING WILLOW DR,K4B 1J1,Ward 19,50M-123,15,CONTRACTOR UNKNOWN,Detached Garage/Shed,Cumberland,Construct a detached garage at the side of a detached dwelling,0,50000,1728,1106868,Construction,2011-10-03
122,WITHROW AVE,K2G 2J7,Ward 8,375,259,***CONTRACTOR***,Single,Nepean,Construct a 2 storey detached dwelling with attached garages,1,285000,3300,1106869,Construction,2011-10-03
25,HOLLAND AVE,K1Y 4R9,Ward 15,,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations to the ground floor of a 2 storey commercial building (Erkine Dredge & Associates Architects Inc.),0,72000,4000,1106870,Construction,2011-10-03
6187,PEBBLEWOODS DR,K4P 0A1,Ward 20,4M-1267,12,***CONTRACTOR***,Single,Osgoode,Construct a deck at the rear of a 1 storey detached dwelling,0,8000,1160,1106871,Construction,2011-10-03
865,CONTOUR ST,K1W 0G6,Ward 2,,TS 4,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 storey detached dwelling with attached 2 car garage  Model: 35-03 Dellwood 2010 1B,1,145100,1930,1106872,Construction,2011-10-04
863,CONTOUR ST,K1W 0G6,Ward 2,,TS 5,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 storey detached dwelling with attached 2 car garage  Model: 35-06 2010 A 4 bed,1,162530,2179,1106873,Construction,2011-10-04
867,CONTOUR ST,K1W 0G6,Ward 2,,3 (TS3),RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 storey detached dwelling with attached 2 car garage  Model: 43-09-1 2007 A,1,206700,2810,1106874,Construction,2011-10-04
871,CONTOUR ST,K1W 0G6,Ward 2,,1 (TS),RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 storey detached dwelling with attached 2 car garage  Model: 43-07 2007 A 4 bed,1,184930,2499,1106876,Construction,2011-10-04
869,CONTOUR ST,K1W 0G6,Ward 2,,2(TS),RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 storey detached dwelling with attached 2 car garage  Model: 43-07 2007 B,1,167080,2244,1106877,Construction,2011-10-04
15,GEORGE ST,K1N 8W5,Ward 12,42482,"pt lot 1-3, 5",CONTRACTOR UNKNOWN,Retail,Old Ottawa,C,0,20000,294,1106878,Construction,2011-10-04
2288,ST. JOSEPH BLVD,K1C 1E8,Ward 2,,4,CONTRACTOR UNKNOWN,Retail,Gloucester,Interior renovations in a 2 storey retail building (Kumon),0,10000,574,1106880,Construction,2011-10-04
80,ST. CLAIRE AVE,K2G 2A6,Ward 8,4M-375,1537,FRANCIS PLUMBING LTD.,Single,Nepean,PLUMBING ONLY-Install a Protective Plumbing Device on City Sewer in a 1 storey detached dwelling,0,0,0,1106881,Construction,2011-10-04
33,DUNOON PL,K2L 2V7,Ward 23,M-309,150,CRAIG CONTRACTING FENCING & DECKING,Single,Kanata,Construct a deck at the rear of a 2 storey detached dwelling,0,10000,225,1106882,Construction,2011-10-04
6627,BLOSSOM TRAIL DR,K4P 1R5,Ward 20,4M-1238,14,***CONTRACTOR***,Single,Osgoode,Construct a 1 storey detached dwelling with attached garages,1,280000,2800,1106883,Construction,2011-10-04
6064,VALLEY FIELD CRES,K1C 5P2,Ward 2,427,154,***CONTRACTOR***,Single,Gloucester,Construct a 1 storey addition with balcony above the garage of a 2 storey detached dwelling,0,50000,318,1106884,Construction,2011-10-04
3656,REVELSTOKE DR,K1V 7C3,Ward 16,629,2,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct an addition at the rear and interior alterations to a 2 storey detached dwelling,0,31000,404,1106885,Construction,2011-10-04
7,SPRINGDALE CRES,K2H 5T7,Ward 9,485324,78,***CONTRACTOR***,Single,Nepean,Interior alterations to finish the basement in a 1 storey detached dwelling,0,15000,200,1106886,Construction,2011-10-04
1340,TERRACE RIDGE DR,K0A 1L0,Ward 5,4M-1234,14,***CONTRACTOR***,Single,West Carleton,Construct a 1 storey detached dwelling with attached 2 car garage,1,330000,3300,1106887,Construction,2011-10-04
33,JOHNWOODS ST,K2S 1B9,Ward 6,,26,MATTAMY HOMES,Demolition,Goulbourn,Demolish a 2 storey detached dwelling,-1,1000,-2099,1106888,Demolition,2011-10-04
11,WRIGHT ST,K1K 2C8,Ward 13,5R-14878,PT LOT 9,***CONTRACTOR***,Single,Old Ottawa,Interior alterations to convert a detached dwelling into a 1 storey duplex,1,25000,725,1106889,Construction,2011-10-04
2104,PRINCE CHARLES RD,K2A 3L3,Ward 7,319916,200,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations to finish the basement in a 2 storey single family dwelling,0,30000,754,1106890,Construction,2011-10-04
79,APPLEDALE DR,K2J 4W6,Ward 3,4M-1065,55,SUNROOM LIVING,Single,Nepean,Construct a 1 storey sunroom addition at the rear of a 2 storey detached dwelling,0,16000,98,1106891,Construction,2011-10-04
106,MARAVISTA DR,K2J 0K7,Ward 3,4M-1335,4,CLARIDGE HOMES (STRANDHERD) INC,Single,Nepean,Construct a 2 storey detached dwelling with attached garage (Budapest B),1,159070,2201,1106892,Construction,2011-10-04
100,MARAVISTA DR,K2J 0K7,Ward 3,4M1335,1,CLARIDGE HOMES (STRANDHERD) INC,Single,Nepean,Construct a 2 storey detached dwelling with attached garage,1,190250,2575,1106893,Construction,2011-10-04
102,MARAVISTA DR,K2J 0K7,Ward 3,4M-1335,2,CLARIDGE HOMES (STRANDHERD) INC,Single,Nepean,Construct a 2 storey detached dwelling with attached garage (Budapest A),1,159070,2201,1106894,Construction,2011-10-04
104,MARAVISTA DR,K2J 0K7,Ward 3,4M-1335,3,CLARIDGE HOMES (STRANDHERD) INC,Single,Nepean,Construct a 2 storey detached dwelling with attached garage (Stockholm C),1,188220,2546,1106895,Construction,2011-10-04
361,SADDLERIDGE DR,K1W 0B8,Ward 2,4M-1370,,***CONTRACTOR***,Single,Gloucester,Enclosure of a hot tub in the rear yard of a detached dwelling,0,0,0,1106896,Pool Enclosure,2011-10-04
361,SADDLERIDGE DR,K1W 0B8,Ward 2,4M-1370,,***CONTRACTOR***,Single,Gloucester,Construct a deck in the rear yard of a 2 storey detached dwelling,0,3000,90,1106897,Construction,2011-10-04
5676,LOYALIST ST,K0A 2W0,Ward 20,670,60,***CONTRACTOR***,Single,Osgoode,Replace deck in the rear yard of a detached dwelling,0,4000,191,1106898,Construction,2011-10-04
6754,PARKWAY RD,K4P 1E3,Ward 20,,PT LOT 6,CONTRACTOR UNKNOWN,Detached Garage/Shed,Osgoode,Construct a detached garage at the side of a 1 storey detached dwelling,0,22000,590,1106899,Construction,2011-10-04
561,ADAMSON CRES,K2S 0S7,Ward 6,4M-,120,PATTEN HOMES 2000,Single,Goulbourn,Construct a 2 storey detached dwelling with attached garage,1,335000,2300,1106900,Construction,2011-10-04
6794,BREANNA CARDILL ST,,Ward 20,4M-1337,,PEGASUS DEVELOPMENT CORPORATION,Rowhouse,Osgoode,"Construct a block of 7, 2 storey rowhouses with attached garage (Model: Magnolia)",7,840000,14112,1106901,Construction,2011-10-04
6796,BREANNA CARDILL ST,,Ward 20,4M-1337,,PEGASUS DEVELOPMENT CORPORATION,Rowhouse,Osgoode,"Construct a block of 7, 2 storey rowhouses with attached garage (Model: Magnolia)",7,840000,14112,1106901,Construction,2011-10-04
6798,BREANNA CARDILL ST,,Ward 20,4M-1337,,PEGASUS DEVELOPMENT CORPORATION,Rowhouse,Osgoode,"Construct a block of 7, 2 storey rowhouses with attached garage (Model: Magnolia)",7,840000,14112,1106901,Construction,2011-10-04
6800,BREANNA CARDILL ST,,Ward 20,4M-1337,,PEGASUS DEVELOPMENT CORPORATION,Rowhouse,Osgoode,"Construct a block of 7, 2 storey rowhouses with attached garage (Model: Magnolia)",7,840000,14112,1106901,Construction,2011-10-04
6802,BREANNA CARDILL ST,,Ward 20,4M-1337,,PEGASUS DEVELOPMENT CORPORATION,Rowhouse,Osgoode,"Construct a block of 7, 2 storey rowhouses with attached garage (Model: Magnolia)",7,840000,14112,1106901,Construction,2011-10-04
6804,BREANNA CARDILL ST,,Ward 20,4M-1337,,PEGASUS DEVELOPMENT CORPORATION,Rowhouse,Osgoode,"Construct a block of 7, 2 storey rowhouses with attached garage (Model: Magnolia)",7,840000,14112,1106901,Construction,2011-10-04
6806,BREANNA CARDILL ST,,Ward 20,4M-1337,,PEGASUS DEVELOPMENT CORPORATION,Rowhouse,Osgoode,"Construct a block of 7, 2 storey rowhouses with attached garage (Model: Magnolia)",7,840000,14112,1106901,Construction,2011-10-04
6805,BREANNA CARDILL ST,,Ward 20,4M-1337,,PEGASUS DEVELOPMENT CORPORATION,Rowhouse,Osgoode,"Construct a block of 7, 2 storey rowhouses with attached garages (Model Magnolia)",7,840000,14112,1106902,Construction,2011-10-04
6807,BREANNA CARDILL ST,,Ward 20,4M-1337,,PEGASUS DEVELOPMENT CORPORATION,Rowhouse,Osgoode,"Construct a block of 7, 2 storey rowhouses with attached garages (Model Magnolia)",7,840000,14112,1106902,Construction,2011-10-04
6809,BREANNA CARDILL ST,,Ward 20,4M-1337,,PEGASUS DEVELOPMENT CORPORATION,Rowhouse,Osgoode,"Construct a block of 7, 2 storey rowhouses with attached garages (Model Magnolia)",7,840000,14112,1106902,Construction,2011-10-04
6811,BREANNA CARDILL ST,,Ward 20,4M-1337,,PEGASUS DEVELOPMENT CORPORATION,Rowhouse,Osgoode,"Construct a block of 7, 2 storey rowhouses with attached garages (Model Magnolia)",7,840000,14112,1106902,Construction,2011-10-04
6813,BREANNA CARDILL ST,,Ward 20,4M-1337,,PEGASUS DEVELOPMENT CORPORATION,Rowhouse,Osgoode,"Construct a block of 7, 2 storey rowhouses with attached garages (Model Magnolia)",7,840000,14112,1106902,Construction,2011-10-04
6815,BREANNA CARDILL ST,,Ward 20,4M-1337,,PEGASUS DEVELOPMENT CORPORATION,Rowhouse,Osgoode,"Construct a block of 7, 2 storey rowhouses with attached garages (Model Magnolia)",7,840000,14112,1106902,Construction,2011-10-04
6817,BREANNA CARDILL ST,,Ward 20,4M-1337,,PEGASUS DEVELOPMENT CORPORATION,Rowhouse,Osgoode,"Construct a block of 7, 2 storey rowhouses with attached garages (Model Magnolia)",7,840000,14112,1106902,Construction,2011-10-04
755,BEAUPARC PRIV,K1J 0B5,Ward 11,730,PT 26,RICHCRAFT HOMES LIMITED,Apartment,Gloucester,Construct a 3 storey 22 unit condominium building (Place des Gouverneurs),22,1436883,21446,1106903,Construction,2011-10-04
94,DOROTHEA DR,K1V 7C7,Ward 16,629,43,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations on the main floor of a 1 storey detached dwelling,0,500,100,1106904,Construction,2011-10-04
71,WILDERNESS WAY,K2S 2E3,Ward 6,4M-1160,24,POOL BUILDERS OTTAWA,Single,Goulbourn,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1106905,Pool Enclosure,2011-10-05
1595,MERIVALE RD,K2G 3J4,Ward 9,,33,CONTRACTOR UNKNOWN,Office,Nepean,Interior alterations in a 1 storey  Commercial Building (Appletree Medical Clinic),0,265000,3821,1106906,Construction,2011-10-05
234,CLEMOW AVE,K1S 2B6,Ward 17,M11,57,CAMBRIDGE CONSTRUCTION,Single,Old Ottawa,Construct a 2 storey addition on a 3 storey single family dwelling,0,100000,450,1106907,Construction,2011-10-05
150,ROBERTSON RD,K2H 9S1,Ward 8,,PT LOT 35,CONTRACTOR UNKNOWN,Office,Nepean,Tenant fit-up to the main floor of a 1 storey commercial building (Appletree Medical Clinic - Unit 4),0,285833,4084,1106908,Construction,2011-10-05
3089,OLD ALMONTE RD,K0A 1L0,Ward 5,,8,CLUB PICINE,Single,West Carleton,Enclosure of an above ground pool and hot tub in the rear yard of a the detached dwelling,0,0,0,1106909,Pool Enclosure,2011-10-05
474,HAZELDEAN RD,K2L 4E5,Ward 23,,31,CONTRACTOR UNKNOWN,Retail,Kanata,Tenant fit in a 1 storey commercial building (Nails4u),0,35000,977,1106910,Construction,2011-10-05
3089,OLD ALMONTE RD,K0A 1L0,Ward 5,,PT LOT 8,***CONTRACTOR***,Single,West Carleton,Construct a deck at the rear of a detached dwelling,0,2000,240,1106911,Construction,2011-10-05
3089,OLD ALMONTE RD,K0A 1L0,Ward 5,,8,***CONTRACTOR***,Detached Garage/Shed,West Carleton,Construct a shed in the rear yard of a detached dwelling,0,3000,224,1106912,Construction,2011-10-05
2251,PAGE RD,K1C 7K5,Ward 2,,PT LOT 5,MOORE DESIGN CONSULTANTS,Single,Gloucester,Construct a 2 storey detached dwelling with attached 2 car garage,1,180000,2261,1106913,Construction,2011-10-05
194,CLUNY ST,K1G 0K2,Ward 18,567,207,***CONTRACTOR***,Detached Garage/Shed,Old Ottawa,Construct a detached garage at the rear of a 1 storey detached dwelling,0,10000,405,1106914,Construction,2011-10-05
566,SIMRAN PRIV,K2J 3T2,Ward 3,4M-1289,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Maple 2009 A,Birch 2009 B,Willow 2009 B,Willow 2009 A,Birch 2009 A,Maple 2009 B",6,578722,7816,1106915,Construction,2011-10-05
568,SIMRAN PRIV,K2J 3T2,Ward 3,4M-1289,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Maple 2009 A,Birch 2009 B,Willow 2009 B,Willow 2009 A,Birch 2009 A,Maple 2009 B",6,578722,7816,1106915,Construction,2011-10-05
570,SIMRAN PRIV,K2J 0C8,Ward 3,4M-1289,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Maple 2009 A,Birch 2009 B,Willow 2009 B,Willow 2009 A,Birch 2009 A,Maple 2009 B",6,578722,7816,1106915,Construction,2011-10-05
572,SIMRAN PRIV,K2J 0C8,Ward 3,4M-1289,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Maple 2009 A,Birch 2009 B,Willow 2009 B,Willow 2009 A,Birch 2009 A,Maple 2009 B",6,578722,7816,1106915,Construction,2011-10-05
574,SIMRAN PRIV,K2J 0C8,Ward 3,4M-1289,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Maple 2009 A,Birch 2009 B,Willow 2009 B,Willow 2009 A,Birch 2009 A,Maple 2009 B",6,578722,7816,1106915,Construction,2011-10-05
576,SIMRAN PRIV,K2J 0C8,Ward 3,4M-1289,,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Rowhouse,Nepean,"Construct a 3 Storey Rowhouse with attached garages  Models: Maple 2009 A,Birch 2009 B,Willow 2009 B,Willow 2009 A,Birch 2009 A,Maple 2009 B",6,578722,7816,1106915,Construction,2011-10-05
3089,OLD ALMONTE RD,K0A 1L0,Ward 5,,PT LOT 8,***CONTRACTOR***,Detached Garage/Shed,West Carleton,Construct a shed at the rear of a detached dwelling,0,6000,384,1106916,Construction,2011-10-05
371,MACKAY ST,K1M 2C3,Ward 13,56,14,OTTAWA GENERAL CONTRACTORS,Duplex,Old Ottawa,"Remove and replace 1 storey rear addition on 3 storey duplex including basement entry, upper unit exit stairs and lower unit rear deck.",0,22000,524,1106917,Construction,2011-10-05
6,QUEEN MARY ST,K1K 1Y2,Ward 13,318,122,CSC DEVELOPMENTS,Single,Old Ottawa,Construct a 1 storey addition at the rear of a 2 storey detached dwelling  (rebuild),0,30000,200,1106918,Construction,2011-10-05
180,BRAMBLING WAY,K2J 5V2,Ward 3,,24,TAMARACK DEVELOPMENTS CORPORATION,Single,Nepean,Construct a 2 storey single family dwelling with attached garage,1,173940,2342,1106919,Construction,2011-10-05
4347,FARMERS WAY,K0A 1K0,Ward 19,875,21,***CONTRACTOR***,Detached Garage/Shed,Gloucester,Construct a storage shed in the rear yard of a detached dwelling,0,19000,950,1106920,Construction,2011-10-05
36,BOLTON ST,K1N 5A9,Ward 12,3,1,MICHANIE CONSTRUCTION INC,Demolition,Old Ottawa,Demolish a 2 car garage at the rear of a 2 storey apartment building,0,16000,-400,1106921,Demolition,2011-10-05
188,BRAMBLING WAY,K2J 5V2,Ward 3,,20,TAMARACK DEVELOPMENTS CORPORATION,Single,Nepean,Construct a 2 storey detached dwelling with attached garage,1,259410,3563,1106922,Construction,2011-10-05
318,TOWHEE PL,K2J 5V4,Ward 3,4M-XXXX,37,TAMARACK DEVELOPMENTS CORPORATION,Single,Nepean,Construct a 2 storey detached dwelling with attached garages,1,204950,2785,1106923,Construction,2011-10-05
37,TAMBLYN CRES,K2L 3A5,Ward 23,4M-409,76,JUSTICE CONSTRUCTION LTD.,Single,Kanata,Construct a 1 storey addition at the rear of a 2 storey detached dwelling,0,40000,20,1106924,Construction,2011-10-05
6660,TOMMARY DR,K4P 1G8,Ward 20,4M-843,9,SOLART LLL CORP,Single,Osgoode,Install solar panels on the roof of a detached dwelling,0,7000,0,1106925,Construction,2011-10-05
39,IRISH ROSE CRES,K2J 4T8,Ward 3,4M-1041,21,OAKWOOD BUILDERS,Single,Nepean,Interior alterations to the basement and second floor a two storey detached dwelling,0,23000,623,1106926,Construction,2011-10-05
12,LODGE RD,K2C 3H1,Ward 22,,10,***CONTRACTOR***,Single,Nepean,Construct a 3rd floor loft addition and exterior alterations to change the pitch of the roof of a 2 storey single family dwelling,0,233555,3200,1106928,Construction,2011-10-05
52,PRITCHARD DR,K2G 1B4,Ward 9,378656,343,"ORME, KEVIN",Single,Nepean,Construct an addition at the side of a 1 storey detached dwelling,0,15000,312,1106929,Construction,2011-10-05
899,BELFAST RD,K1G 0Z4,Ward 18,725,,SITECAST CONSTRUCTION CORPORATION,Industrial,Old Ottawa,Construct a 1 storey industrial building (vehicle garage) (OC Transpo Belfast Station),0,77333,1985,1106930,Construction,2011-10-05
