ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
626,CALLA LILY TER,K4A 0V3,Ward 19,,22,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 storey detached dwelling with attached garage - Model: Berrywood 2011 C,1,126620,1666,1105932,Construction,2011-09-01
5909,GLADEWOODS PL,K1W 1G6,Ward 2,4M-858,30,MCI POOLS,Single,Gloucester,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1105933,Pool Enclosure,2011-09-01
2060,BOISFRANC CIRC,K4A 4Z6,Ward 19,4M-1212,46,MCI POOLS,Single,Cumberland,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1105934,Pool Enclosure,2011-09-01
320,SUMMER SKY ST,K4A 0V3,Ward 19,,52,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: Valleyfield 2008 A,1,176950,2385,1105935,Construction,2011-09-01
1838,EDGECOMBE ST,K1G 1M9,Ward 18,370,44,"RICHARDSON, DAVE",Detached Garage/Shed,Old Ottawa,Construct a detached garage at the side of a detached dwelling,0,12000,496,1105936,Construction,2011-09-01
373,LAURIER AVE E,K1N 8X6,Ward 12,21,,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Interior alterations to the basement of an 11 storey condominium building,0,51350,2153,1105937,Construction,2011-09-01
104,MOORHEAD DR,,Ward 5,531,38,CONTRACTOR UNKNOWN,Single,West Carleton,Construct a 1 storey detached dwelling,1,100000,817,1105938,Construction,2011-09-01
622,CALLA LILY TER,K4A 0V3,Ward 19,,20,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: Valleyfield 2008 A,1,176950,2385,1105939,Construction,2011-09-01
142,PINETRAIL CRES,K2G 5B6,Ward 8,4M-467,36,OTTAWA POOL AND PATIO LIMITED,Single,Nepean,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1105940,Pool Enclosure,2011-09-01
3671,ALDERWOOD ST,K1T 1B6,Ward 10,,PT LOT 7,LABELLE TENTS INC.,Institutional,Gloucester,TEMPORARY PERMIT: Erect a temporary tent for special event (Ottawa Serbian Festival),0,2155,1700,1105941,Construction,2011-09-01
3671,ALDERWOOD ST,K1T 1B6,Ward 10,,PT LOT 7,LABELLE TENTS,Institutional,Gloucester,TEMPORARY PERMIT:  Erect a temporary tent for special event (Serbian Festival),0,1000,2982,1105942,Construction,2011-09-01
72,HAMILTON AVE N,K1Y 1B9,Ward 15,157,,1343252 ONTARIO INC. O/A MR. ROOTER,Single,Old Ottawa,PLUMBING ONLY - Install a mainline backwater valve on the sanitary sewer in a detached dwelling,0,0,0,1105943,Construction,2011-09-01
38,SPUR AVE,K2M 2R9,Ward 23,4M-,7,FENCE MASTERS,Single,Kanata,Construct a deck at the rear of a 2 storey detached dwelling,0,5000,120,1105944,Construction,2011-09-01
59,BEAUFORT DR,K2L 2B9,Ward 23,889,,FENCE MASTERS,Single,Kanata,Construct a deck in the rear yard of a 2 storey detached dwelling,0,5800,225,1105945,Construction,2011-09-01
3386,WHITE SPRUCE ST,,Ward 20,M-261,7,***CONTRACTOR***,Single,Osgoode,Construct a 1 storey addition to the rear of a 1 storey detached dwelling,0,2500,300,1105946,Construction,2011-09-01
163,STONEWAY DR,K2G 6P5,Ward 22,4M-1100,10,CONTRACTOR UNKNOWN,Single,Nepean,Interior alterations in the basement of a 2 storey detached dwelling,0,3000,130,1105947,Construction,2011-09-01
1052,FIELDFAIR WAY,K4A 0E1,Ward 19,4M-1313,121,CLUB PISCINE,Single,Cumberland,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1105948,Pool Enclosure,2011-09-01
806,MARCH RD,,Ward 4,,pt lot 11,CONTRACTOR UNKNOWN,Retail,Kanata,Tenant fit up on all floors of a 2 storey commercial building (Ha Spa),0,75000,3161,1105949,Construction,2011-09-01
1110,CARP RD,K2S 0T2,Ward 6,4M-1089,,CONTRACTOR UNKNOWN,Retail,Goulbourn,Tenant fit-up on the main floor of a 1 storey commercial building  (Physiotherapy Office - unit C1-3/110),0,75000,1936,1105950,Construction,2011-09-01
4153,BIRCHGROVE RD,K0A 3E0,Ward 19,50R-3085,15,***CONTRACTOR***,Demolition,Cumberland,Demolish a 1 storey detached dwelling,-1,1000,-968,1105951,Demolition,2011-09-01
106,COYOTE CRES,K2S 2G4,Ward 6,4M-1259,133,POOL BUILDERS OTTAWA,Single,Goulbourn,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1105952,Pool Enclosure,2011-09-01
40,SPUR AVE,K2M 2R9,Ward 23,4M-880,6,OTTAWA GENERAL CONTRACTORS,Single,Kanata,Interior alteration to finish the basement of a 2 storey detached dwelling,0,20000,900,1105953,Construction,2011-09-01
141,CLARENCE ST,,Ward 12,43482,19 TO 21,CONTRACTOR UNKNOWN,Office,Old Ottawa,"Interior Alterations to a 5 storey commercial building to replace sprinklers, heaters and fans - [Parking Garage # 5]",0,200000,168730,1105954,Construction,2011-09-01
3080,INNES RD,K1W 1C8,Ward 2,,9,CONTRACTOR UNKNOWN,Industrial,Gloucester,Interior alterations to repair the fire alarm system in a 2 storey institutional building - [Fire Station # 54],0,21167,16039,1105955,Construction,2011-09-01
500,CHARLEMAGNE BLVD,K4A 1S2,Ward 19,50M-181,,CONTRACTOR UNKNOWN,Industrial,Cumberland,Interior alterations to a 2 storey institutional building to repair the fire alarm system - [Fire Station 53],0,22167,18192,1105956,Construction,2011-09-01
6711,TOONEY DR,K1C 6R3,Ward 2,4M-595,32,OTTAWA GENERAL CONTRACTORS,Single,Gloucester,Construct an addition (sunroom) at the rear and renovate the kitchen of a 2 storey detached dwelling,0,60000,150,1105957,Construction,2011-09-01
1700,BLAIR RD,K1B 4E6,Ward 11,,21,CONTRACTOR UNKNOWN,Industrial,Gloucester,Interior alterations to repair the fire alarm system in a 2 storey institutional building - [Fire Station # 55],0,22167,24381,1105958,Construction,2011-09-01
2936,BASELINE RD,K2H 1B3,Ward 8,,,ALTI CONSTRUCTION LTD,Other,Nepean,Interior alterations to parking garage ( Qualicum Centre Parkade),0,32100,2600,1105959,Construction,2011-09-01
100,DELANEY DR,K0A 1L0,Ward 5,4M-429,1,***CONTRACTOR***,Detached Garage/Shed,West Carleton,"Construct a detached workshop/garage accessory to the existing residential dwelling, located at the rear of a single family dwelling",0,36000,1800,1105960,Construction,2011-09-01
3139,KLONDIKE RD W,,Ward 21,,23,INVERNESS HOMES INC.,Single,Rideau,Construct a 1 storey detached dwelling with attached garages,1,350000,2725,1105961,Construction,2011-09-02
514,PRINCESS LOUISE DR,K4A 1X9,Ward 1,50M-107,80,CAMPBELL POOLS,Single,Cumberland,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1105962,Pool Enclosure,2011-09-02
33,GOLDERS GREEN LANE,K2J 5C1,Ward 3,4M-1149,132,CAMPBELL POOLS,Single,Nepean,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1105963,Pool Enclosure,2011-09-02
1894,CORKERY RD,K0A 1L0,Ward 5,4M-1414,20,***CONTRACTOR***,Single,West Carleton,Construct a 2 storey detached dwelling with attached garage,1,400000,2900,1105964,Construction,2011-09-02
325,CYR AVE,K1L 7N6,Ward 12,39,"22, 23",CONTRACTOR UNKNOWN,Detached Garage/Shed,Vanier,Construct a detached  garage in the rear yard of a 2 storey detached dwelling,0,13000,375,1105965,Construction,2011-09-02
1760,ST. LAURENT BLVD,K1G 1A2,Ward 18,,14-15,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations to a 1 storey commercial building (168 Teppanyaki),0,300000,3337,1105966,Construction,2011-09-02
322,SUMMER SKY ST,K4A 0V3,Ward 19,,53,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: Oakriver 2007 C,1,154270,2061,1105967,Construction,2011-09-02
316,SUMMER SKY ST,K4A 0V3,Ward 19,,50,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: Sandfield 2007 C 3 bdrm,1,167360,2248,1105968,Construction,2011-09-02
100,DUNBLANE WAY,K4M 0A8,Ward 21,4M-1407,1,UNIFORM URBAN DEVELOPMENTS LTD.,Single,Rideau,Construct a 1 storey detached dwelling with attached garage (Model:  The Butterfield),1,184930,2499,1105969,Construction,2011-09-02
310,SUMMER SKY ST,K4A 0V3,Ward 19,,47,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: Valleyfield 2008 B,1,175410,2363,1105970,Construction,2011-09-02
300,SUMMER SKY ST,K4A 0V3,Ward 19,,42,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: Oakriver 2007 D,1,154200,2060,1105971,Construction,2011-09-02
302,SUMMER SKY ST,K4A 0V3,Ward 19,,43,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: Ferncliffe 2011 A,1,150700,2010,1105973,Construction,2011-09-02
1675,TENTH LINE RD,K1E 3P6,Ward 1,50M-96,,CONTRACTOR UNKNOWN,Retail,Cumberland,Tenant fit-up in a 1 storey retail building (Sushi Village),0,85000,3498,1105975,Construction,2011-09-02
199,ROSEMERE AVE,K1S 1A7,Ward 17,93733,27-28,SALLY BROTHERS CONSTRUCTION & RENOVATIONS INC.,Rowhouse,Old Ottawa,Interior alterations to the basement of a 2 storey rowhouse unit,0,20000,300,1105976,Construction,2011-09-02
219,DALY AVE,K1N 6G1,Ward 12,6,21,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Interior fit up to alter a rooming house into a 6 unit 3 storey apartment building,3,129591,5183,1105977,Construction,2011-09-02
1189,CARP RD,K2S 1B9,Ward 6,,23,CONTRACTOR UNKNOWN,Retail,Goulbourn,Construct a 1 storey commercial building (Oil changers and self-serve carwash),0,408333,6633,1105978,Construction,2011-09-02
6295,FERNBANK RD,K2S 1X5,Ward 6,,23,***CONTRACTOR***,Single,Goulbourn,Construct a deck in the rear yard of a 1 storey detached dwelling,0,1950,195,1105979,Construction,2011-09-02
9,PINEPOINT DR,K2H 6B1,Ward 8,379444,179,***CONTRACTOR***,Single,Nepean,Exterior alterations to convert carport to attached garage on a 1 storey detached dwelling,0,24000,450,1105980,Construction,2011-09-02
8398,ROSEFIRE DR,K0A 2P0,Ward 20,4M-896,53,THE FIREPLACE CENTRE AND PATIO SHOP,Single,Osgoode,Install a woodstove in a 1 storey detached dwelling,0,3681,0,1105981,Construction,2011-09-02
3327,DUNROBIN RD,K0A 3M0,Ward 5,,,***CONTRACTOR***,Single,West Carleton,Interior alterations on the 1st floor of a 2 storey detached dwelling,0,10000,0,1105982,Construction,2011-09-02
540,CREEKVIEW WAY,K1T 0J9,Ward 22,4M-1426,46,TAMARACK DEVELOPMENTS CORPORATION,Single,Gloucester,Construct a 2 storey detached dwelling with attached garage ( 3611 ),1,195220,2639,1105983,Construction,2011-09-02
100,CONSTELLATION CRES,K2G 6J8,Ward 8,,,LAFARGE CANADA INC.,Retail,Nepean,TEMPORARY PERMIT : Erect a temporary tent (297 m2) for a special event (United Way All Staff BBQ Lunch),0,1000,3200,1105984,Construction,2011-09-02
2815,INNES RD,K1B 4K3,Ward 2,,,***CONTRACTOR***,Single,Gloucester,PLUMBING PERMIT ONLY - connect sanitary and sewer to the house.,0,0,0,1105985,Construction,2011-09-02
224,LYON ST N,K1R 5V9,Ward 14,2996,18,DAOUST CONSTRUCTION,Demolition,Old Ottawa,Demolish a 2 storey duplex,-2,5000,-2225,1105986,Demolition,2011-09-02
226,LYON ST N,K1R 5V9,Ward 14,2996,18,DAOUST CONSTRUCTION,Demolition,Old Ottawa,Demolish a 2 storey duplex,-2,5000,-2225,1105986,Demolition,2011-09-02
236,LYON ST N,K1R 5V9,Ward 14,2996,18,DAOUST CONSTRUCTION,Demolition,Old Ottawa,Demolish a carport,0,100,-200,1105987,Demolition,2011-09-02
1236,RIVER RD,K4M 1B4,Ward 20,,4,JAZZ SOLAR SOLUTIONS,Single,Osgoode,Install solar panels on the roof of a detached dwelling,0,22056,344,1105988,Construction,2011-09-02
3590,BIRCHTREE CRES,K4B 1N6,Ward 19,M54,31,YOUR RENO GUYS,Single,Cumberland,Interior Alterations to a 2 storey detached dwelling to remove wall separating kitchen and dining room,0,255,161,1105989,Construction,2011-09-02
156,THIRD AVE,K1S 2K1,Ward 17,44183,PT LOT 49,F.L. MARINO CONSTRUCTION,Semi - Detached,Old Ottawa,Exterior alterations to remove a 1 storey addition at the rear of a 3 storey semi-detached dwelling,0,7500,108,1105990,Construction,2011-09-02
1096,ROCKY HARBOUR CRES,K1V 1V4,Ward 22,4M-1117,97,***CONTRACTOR***,Single,Gloucester,Enclosure of a hot tub in the rear yard of a detached dwelling,0,0,0,1105991,Pool Enclosure,2011-09-02
900,CANTERBURY AVE,K1G 3A7,Ward 18,,19,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Relocate 1 portable classroom at the rear of a 2 storey institutional building and provide fire protection to adjacent portables (Adrien Clarkson Elementary School),0,3000,775,1105992,Construction,2011-09-02
1250,AGINCOURT RD,K2C 2J2,Ward 8,,28,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Relocate 2 portable classroom at the rear of a 2 storey institutional building (Agincourt Public School),0,6000,1550,1105993,Construction,2011-09-02
15,DE NIVERVILLE PRIV,K1V 7N9,Ward 10,,,CONTRACTOR UNKNOWN,Institutional,Gloucester,Relocate 1 portable classroom at the rear of a 2 storey institutional building (Elizabeth Park Public School),0,3000,775,1105994,Construction,2011-09-02
170,STONEWAY DR,K2G 6R2,Ward 22,,,CONTRACTOR UNKNOWN,Institutional,Nepean,Relocate 1 portable classroom at the rear of a 2 storey institutional building (Adrien Clarkson Elementary School),0,6000,1550,1105995,Construction,2011-09-02
3469,UPPER DWYER HILL RD,K0A 2H0,Ward 5,,7,***CONTRACTOR***,Demolition,West Carleton,Demolish a 2 storey detached dwelling,-1,1000,-2400,1105996,Demolition,2011-09-02
16,DUNHAM ST,K1J 7L6,Ward 11,591,99,***CONTRACTOR***,Detached Garage/Shed,Gloucester,Remove shed and replace with a detached garage in the rear yard of a 1 storey detached dwelling,0,15000,528,1105997,Construction,2011-09-02
444,WEST RIDGE DR,K2S 0K8,Ward 6,4M-1377,90,***CONTRACTOR***,Single,Goulbourn,Interior alteration to finish the basement in a 2 storey detached dwelling,0,6000,807,1105998,Construction,2011-09-02
37,ESTERLAWN PRIV,K2A 4B4,Ward 7,288,,***CONTRACTOR***,Rowhouse,Old Ottawa,Finish a basement in a 2 storey rowhouse,0,7260,484,1105999,Construction,2011-09-02
4534,NORTHWOODS DR,K0A 3M0,Ward 5,,18,VICEROY HOMES LTD,Single,West Carleton,Construct a 2 storey detached dwelling,1,150000,2136,1106000,Construction,2011-09-02
250,CAIRNSMORE CIRC,K2J 0G5,Ward 3,4M-1277,,***CONTRACTOR***,Single,Nepean,Construct a roof over an existing deck at the rear of a 1 storey single family dwelling,0,5000,170,1106001,Construction,2011-09-03
1238,CHEVERTON AVE,K1H 7P6,Ward 18,365,79 PT LOT 80,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a deck in the front yard of a 1 1/2 storey detached dwelling,0,5000,355,1106002,Construction,2011-09-06
93,HARROLD PL,K1Z 7N7,Ward 16,267570,163,"KELLY, DAN",Single,Old Ottawa,Construct a deck in the rear yard of a detached dwelling,0,16000,200,1106003,Construction,2011-09-06
425,ARNCLIFFE AVE,K2W 0B8,Ward 4,,,RICHCRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Carlisle 2010 Mid,Dufferin 2010 Std,Caledonia 2010 A,Caledonia 2010 A,Highland I 2008,20-32 Woodland 2010 Standard",6,719570,9559,1106004,Construction,2011-09-06
427,ARNCLIFFE AVE,K2W 0B8,Ward 4,,,RICHCRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Carlisle 2010 Mid,Dufferin 2010 Std,Caledonia 2010 A,Caledonia 2010 A,Highland I 2008,20-32 Woodland 2010 Standard",6,719570,9559,1106004,Construction,2011-09-06
429,ARNCLIFFE AVE,K2W 0B8,Ward 4,,,RICHCRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Carlisle 2010 Mid,Dufferin 2010 Std,Caledonia 2010 A,Caledonia 2010 A,Highland I 2008,20-32 Woodland 2010 Standard",6,719570,9559,1106004,Construction,2011-09-06
431,ARNCLIFFE AVE,K2W 0B8,Ward 4,,,RICHCRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Carlisle 2010 Mid,Dufferin 2010 Std,Caledonia 2010 A,Caledonia 2010 A,Highland I 2008,20-32 Woodland 2010 Standard",6,719570,9559,1106004,Construction,2011-09-06
433,ARNCLIFFE AVE,K2W 0B8,Ward 4,,,RICHCRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Carlisle 2010 Mid,Dufferin 2010 Std,Caledonia 2010 A,Caledonia 2010 A,Highland I 2008,20-32 Woodland 2010 Standard",6,719570,9559,1106004,Construction,2011-09-06
435,ARNCLIFFE AVE,K2W 0B8,Ward 4,,,RICHCRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Carlisle 2010 Mid,Dufferin 2010 Std,Caledonia 2010 A,Caledonia 2010 A,Highland I 2008,20-32 Woodland 2010 Standard",6,719570,9559,1106004,Construction,2011-09-06
300,SLATER ST,K1P 6A6,Ward 14,3922,27-30,T & M ELECTRICAL LIMITED,Office,Old Ottawa,Alterations to fire alarm system in a 20 storey commercial building (Jean Edmonds Towers),0,561000,380000,1106005,Construction,2011-09-06
365,LAURIER AVE W,K1A 0X6,Ward 14,3922,27-30,T & M ELECTRICAL LIMITED,Office,Old Ottawa,Alterations to existing fire alarm system in a 20 storey commercial building (Jean Edmonds Towers),0,561000,380000,1106006,Construction,2011-09-06
3590,RIVERGATE WAY,K1V 1V6,Ward 16,4M-,,SCANDIA GLAZING SYSTEMS LTD.,Apartment,Old Ottawa,Installation of a balcony glazing system on an existing 19 storey apartment building,0,85000,0,1106007,Construction,2011-09-06
1480,RIVERSIDE DR,K1G 5H2,Ward 17,4M-,,SCANDIA GLAZING SYSTEMS LTD.,Apartment,Old Ottawa,Installation of a balcony glazing system on an existing 29 storey apartment building,0,10500,0,1106008,Construction,2011-09-06
1110,CARP RD,K2S 0T2,Ward 6,4M-1089,,CONTRACTOR UNKNOWN,Retail,Goulbourn,Tenant fit-up in a 1 storey commercial building (Helix Hearing),0,40000,1290,1106009,Construction,2011-09-06
161,LOUIS PASTEUR PRIV,K1N 6N5,Ward 12,4M-,,UNIVERSITY OF OTTAWA (LOUIS PASTEUR),Institutional,Old Ottawa,Interior alterations in the basement of a 10 storey institutional building (University of Ottawa),0,58010,400,1106011,Construction,2011-09-06
4170,SPRATT RD,K1V 0Z5,Ward 22,4M-1144,,CONTRACTOR UNKNOWN,Institutional,Gloucester,Relocate portable classrooms at an institutional building (Bernard-Grandmaitre),0,6000,754,1106012,Construction,2011-09-06
598,ANJANA CIRC,K2J 0E1,Ward 3,4M-1371,12,***CONTRACTOR***,Single,Nepean,Construct a 2 storey detached dwelling with attached garage,1,330000,2909,1106013,Construction,2011-09-06
41,SHOULDICE CRES,K2L 1M8,Ward 23,879,PT LOT 641,CONTRACTOR UNKNOWN,Semi - Detached,Kanata,Construct a 1 storey addition at the side of a semi-detached dwelling,0,43000,385,1106014,Construction,2011-09-06
259,OPUS ST,K2S 0J1,Ward 23,4M-1330,,PRIOR POOLS,Rowhouse,Goulbourn,Enclosure of an above ground pool in the rear yard of rowhouse,0,0,0,1106015,Pool Enclosure,2011-09-06
192,CHARLIE'S LANE,,Ward 5,,17,HOLITZNER HOMES INC.,Single,West Carleton,Construct a 2 storey detached dwelling with attached 2 car garage (Model Fairmount 2010 Elev A),1,234000,2766,1106016,Construction,2011-09-06
7,STONECROFT TER,K2K 2V1,Ward 4,4M-883,46,***CONTRACTOR***,Single,Kanata,Construct a deck in the rear yard of a 2 storey detached dwelling,0,4000,134,1106017,Construction,2011-09-06
1105,NORMANDY CRES,K2E 5A3,Ward 9,289002,111,CONTRACTOR UNKNOWN,Demolition,Nepean,Demolish a 1 storey detached dwelling,-1,218000,-2185,1106018,Demolition,2011-09-06
8185,PURDY RD,,Ward 21,,6,***CONTRACTOR***,Single,Goulbourn,Construct a detached garage at the side of a 1 storey detached dwelling,0,40000,656,1106019,Construction,2011-09-06
1477,PRESTONE DR,K1E 1M5,Ward 1,34,30,***CONTRACTOR***,Demolition,Cumberland,Demolish 1 storey detached dwelling,-1,5000,-1050,1106020,Demolition,2011-09-06
20,WESTMOUNT AVE,K1Y 3K3,Ward 15,107254,75,AIM WASTE MANAGEMENT,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling,-1,10800,-990,1106021,Demolition,2011-09-06
300,OLMSTEAD ST,K1L 7K1,Ward 12,4M-121,45-47,CONTRACTOR UNKNOWN,Institutional,Vanier,Construct a 2nd storey addition to an existing 2 storey institutional building (Maison Fraternité),0,1300000,3950,1106023,Construction,2011-09-06
161,ELGIN ST,K2P 2K1,Ward 14,,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior fit-up for a Judge Chambers on the 5th floor of a 7 storey building. (Court House),0,30000,64,1106024,Construction,2011-09-06
6016,MITCH OWENS RD,K4M 1B2,Ward 20,,PT LOT 1,BENCKHUYSEN CONSTRUCTION,Single,Osgoode,Construct a 1 storey addition at the rear of a 1 storey detached dwelling,0,60000,204,1106025,Construction,2011-09-06
319  -1,MACKAY ST,K1M 2B7,Ward 13,4M-,,***CONTRACTOR***,Other,Old Ottawa,Interior alterations to add a partition wall in the basement of a 2 storey condominium unit,0,10471,28,1106026,Construction,2011-09-06
50,VARLEY DR,K2K 1G7,Ward 4,829,,OTTAWA CARLETON DISTRICT SCHOOL BOARD,Institutional,Kanata,Relocate 2 portable classrooms at the rear of a 2 storey institutional building (WE Johnston Public School),0,6000,1550,1106028,Construction,2011-09-06
50,VARLEY DR,K2K 1G7,Ward 4,829,,CONTRACTOR UNKNOWN,Institutional,Kanata,Relocate 1 portable classroom at the rear of a 2 storey institutional building (W.E. Johnston Public School),0,3000,775,1106029,Construction,2011-09-06
1665,OLD MONTREAL RD,K4C 1G7,Ward 19,,23,ONTARIO ENVIRONMENTAL RESTORATION,Single,Cumberland,Exterior alterations to a 1 storey detached dwelling,0,10000,1,1106030,Construction,2011-09-06
75,WATERBRIDGE DR,K2G 6T3,Ward 22,4M-1093,,CONTRACTOR UNKNOWN,Institutional,Nepean,Relocate 4 portable classrooms at the rear of a 2 storey institutional building (Farly Mowat Public School),0,12000,3100,1106031,Construction,2011-09-06
75,WATERBRIDGE DR,K2G 6T3,Ward 22,4M-1093,,OTTAWA CARLETON DISTRICT SCHOOL BOARD,Institutional,Nepean,Relocate 2 new portable classrooms at the rear of a 2 storey institutional building. (Farly Mowat Public School),0,6000,1550,1106032,Construction,2011-09-06
1032,KLONDIKE RD,K2K 1X7,Ward 4,4M-1367,,CONTRACTOR UNKNOWN,Institutional,Kanata,Relocate 1 portable classroom at the rear of a 2 storey institutional building (South March Public School),0,3000,775,1106033,Construction,2011-09-06
1032,KLONDIKE RD,K2K 1X7,Ward 4,4M-1367,,OTTAWA CARLETON DISTRICT SCHOOL BOARD,Institutional,Kanata,Relocate 2 portable classrooms at the rear of a 1 storey institutional building ( South March Public School),0,6000,144,1106034,Construction,2011-09-06
1985,PRINCE OF WALES DR,K2C 3J7,Ward 9,404,"Pts 2,3 & 4","KUSHNERIUK, JOHN",Single,Nepean,Renovations to convert existing cottage into a single family dwelling,1,121533,600,1106035,Construction,2011-09-06
149,BERRIGAN DR,K2J 5C6,Ward 3,4M-1046,,OTTAWA CARLETON DISTRICT SCHOOL BOARD,Institutional,Nepean,Relocate 4 portable classrooms at the rear of a 2 storey institutional building (Longfields High School),0,12000,3100,1106036,Construction,2011-09-06
149,BERRIGAN DR,K2J 5C6,Ward 3,4M-1046,,CONTRACTOR UNKNOWN,Institutional,Nepean,Relocate 6 portable classroom at the rear of a 3 storey institutional building Longfields High School),0,18000,4650,1106037,Construction,2011-09-06
4 A,CHAMPAGNE AVE S,,Ward 15,146,1,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling,2,304650,4058,1106038,Construction,2011-09-06
4 B,CHAMPAGNE AVE S,,Ward 15,146,1,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling,2,304650,4058,1106038,Construction,2011-09-06
1806,WOODWARD DR,K2C 0P7,Ward 8,,20 21,BOONE PLUMBING AND HEATING SUPPLY,Retail,Old Ottawa,Exterior renovations to a 1 storey retail building (Boone Plumbing),0,200000,10000,1106039,Construction,2011-09-06
