ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
80,LARKIN DR,K2J 1B7,Ward 3,M-105,,CONTRACTOR UNKNOWN,Institutional,Nepean,Install 234 solar panels and 33 anchors on the roof of a 2 storey school (Barrhaven Public School),0,54060,0,1301057,Construction,2013-03-01
5557,DICKINSON ST,,Ward 21,18,44,CONTRACTOR UNKNOWN,Single,Rideau,Construct a 1 storey addition in the side yard of a 1 storey single family dwelling,0,25000,538,1301058,Construction,2013-03-01
295,DUNCAIRN AVE,K1Z 7H1,Ward 15,4M-362,26,CONTRACTOR UNKNOWN,Single,Old Ottawa,Enclosing a deck on the 1st storey of a 2 storey detached dwelling,0,42000,77,1301059,Construction,2013-03-01
3635,RIVERGATE WAY,K1V 2A4,Ward 16,M-213,3,PERMIT CONTRACTING LTD,Retail,Old Ottawa,Tenant fit-up in a 1 storey strip mall - Physiotherapy Office - Unit 2,0,35400,3160,1301060,Construction,2013-03-01
125,RUSKIN ST,K1Y 4B7,Ward 15,207509,300,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 1 storey addition at the rear and interior alterations to a 2 storey detached dwelling,0,125000,1953,1301061,Construction,2013-03-01
200,CLEARVIEW AVE,K1Z 8M2,Ward 15,302828,,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Repair/replace due to fire damage in Unit #2330 on the 23rd floor of a 26 storey apartment building - Island Park Tower - apt. 2330,0,38000,0,1301062,Construction,2013-03-01
200,LOCKHART AVE,K2A 4C6,Ward 7,389,96,RIVERSTONE INC.,Apartment,Old Ottawa,STRUCTURAL ONLY- Construct an 8 storey retirement residence (see BP#1207121 for FOUNDATION ONLY permit),0,0,0,1301063,Construction,2013-03-01
3781,ARMITAGE AVE,,Ward 5,4M-586,50,CONTRACTOR UNKNOWN,Detached Garage/Shed,West Carleton,Construct a detached garage at the side of a 1 storey detached dwelling,0,15000,728,1301064,Construction,2013-03-01
204,HUNTSVILLE DR,K2T 0C6,Ward 4,4M-1413,136,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Single,Kanata,Construct  a 2 storey detached dwelling with attached garage- Cardiff A (35-5),1,202675,2569,1301065,Construction,2013-03-01
224,HUNT CLUB RD,K1V 1C1,Ward 10,,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit up in a 1 storey retail building (Pharmacy and Medical Office - units 3 & 4),0,80000,4200,1301066,Construction,2013-03-01
21,KERRY CRES,K2E 5V7,Ward 9,313132,18,***CONTRACTOR***,Demolition,Nepean,Demolish a 1 storey detached dwelling,-1,6000,-950,1301067,Demolition,2013-03-01
234,LAURIER AVE W,K1P 6K6,Ward 14,2996,42 to 45,PCL CONSTRUCTORS CANADA INC.,Office,Old Ottawa,Interior alterations - phase 2 - levels L1 and L3 to L19 of an existing 26 storey office building (Bank of Canada swing space),0,1,310000,1301070,Construction,2013-03-04
809,SLATTERY'S FIELD ST,K1T 0J3,Ward 22,4M-1454,82,TARTAN HOMES CORPORATION,Single,Gloucester,Construct a single storey detached dwelling with attached 2 car garage - Model: Custom Linden 2011 STD. Reversed,1,245739,1840,1301071,Construction,2013-03-04
100,GRAND MANAN CIR,,Ward 5,4M-,93,UNIFORM URBAN DEVELOPMENTS LTD.,Office,Kanata,Temporary Permit Only for 24 Months Maximum: Construct a 1 storey sales centre building,0,84000,1200,1301072,Construction,2013-03-04
106,GRAND MANAN CIR,,Ward 5,,90,UNIFORM URBAN DEVELOPMENTS LTD.,Single,Kanata,Construct a 2 storey detached dwelling with attached garage - DRY MODEL - The Griffith,1,177633,2625,1301073,Construction,2013-03-04
104,GRAND MANAN CIR,,Ward 5,,91,UNIFORM URBAN DEVELOPMENTS LTD.,Single,Kanata,Construct a 2 storey detached dwelling with attached garage  - DRY  MODEL - The Massey,1,206700,2810,1301074,Construction,2013-03-04
25,DUNOON PL,K2L 2V7,Ward 23,M-309,146,PRO FLOW SERVICES INC.,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing Device on City Sewers in a detached dwelling,0,0,0,1301075,Construction,2013-03-04
102,GOWRIE DR,K2L 2S5,Ward 23,M-309,67,PRO FLOW SERVICES INC.,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing Device on City Sewers in a detached dwelling,0,0,0,1301076,Construction,2013-03-04
48,WINCHESTER DR,K2L 2C9,Ward 23,M-220,1298,PRO FLOW SERVICES INC.,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing Device on City Sewers in a detached dwelling,0,0,0,1301077,Construction,2013-03-04
19,DARTMOOR DR,K2M 1R8,Ward 23,4M-514,,***CONTRACTOR***,Single,Kanata,Construct 2 partition walls in the basement of a 2 storey detached dwelling,0,11148,300,1301079,Construction,2013-03-04
219,LIVERY ST,,Ward 6,,,MONARCH CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: TB-2 A Hanover,Galileo TB-5 2013 B (Mid),TB-2 A Hanover,Galileo TB-5 2013 B (Mid)",4,459160,6056,1301080,Construction,2013-03-04
221,LIVERY ST,,Ward 6,,,MONARCH CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: TB-2 A Hanover,Galileo TB-5 2013 B (Mid),TB-2 A Hanover,Galileo TB-5 2013 B (Mid)",4,459160,6056,1301080,Construction,2013-03-04
223,LIVERY ST,,Ward 6,,,MONARCH CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: TB-2 A Hanover,Galileo TB-5 2013 B (Mid),TB-2 A Hanover,Galileo TB-5 2013 B (Mid)",4,459160,6056,1301080,Construction,2013-03-04
225,LIVERY ST,,Ward 6,,,MONARCH CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: TB-2 A Hanover,Galileo TB-5 2013 B (Mid),TB-2 A Hanover,Galileo TB-5 2013 B (Mid)",4,459160,6056,1301080,Construction,2013-03-04
307,FIRST AVE,K1S 2G7,Ward 17,89469,85,ADCOR CONSTRUCTION,Single,Old Ottawa,Interior alterations to the main floor and basement in a 2 storey detached dwelling,0,8000,21,1301082,Construction,2013-03-04
223,BALIKUN HTS,,Ward 6,,1108,MONARCH CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Losino 2012 A,1,187030,2529,1301083,Construction,2013-03-04
48,FORESTGLADE CRES,K1G 5X4,Ward 10,4M-,66,OTTAWA GENERAL CONTRACTORS,Single,Old Ottawa,Interior alterations on the main floor of a 2 storey detached dwelling,0,11833,200,1301084,Construction,2013-03-04
108,TAPADERO AVE,,Ward 6,,1168,MONARCH CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Campolina 2012 A,1,192210,2603,1301085,Construction,2013-03-04
35,GEORGE ST,K1N 8W5,Ward 12,42482,,ENERGY OTTAWA INC,Institutional,Old Ottawa,Interior alterations to install gas fired-boilers in the basement of a 4 storey school (Ottawa School of Art),0,250000,129,1301086,Construction,2013-03-04
638,MOORPARK AVE,K2M 0H8,Ward 23,4M-1383,28,TARTAN HOMES CORPORATION,Semi - Detached,Kanata,Construct a 2 storey semi-detached with attached garage (White Cedar 2011 Reverse and Magnolia G 2011),2,583746,4486,1301087,Construction,2013-03-04
640,MOORPARK AVE,K2M 0H8,Ward 23,4M-1383,28,TARTAN HOMES CORPORATION,Semi - Detached,Kanata,Construct a 2 storey semi-detached with attached garage (White Cedar 2011 Reverse and Magnolia G 2011),2,583746,4486,1301087,Construction,2013-03-04
136,PALFREY WAY,,Ward 6,,1163,MONARCH CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: 46-5 2011 B,1,229100,3130,1301088,Construction,2013-03-04
99,BANK ST,K1P 6B9,Ward 14,,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on the 10th & 11th floors of a 15 storey office building,0,228500,2781,1301089,Construction,2013-03-04
50,O'CONNOR ST,K1A 0S6,Ward 14,3922,"9, 10-13",CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on the 5th and 6th floor of a 17 storey office building,0,436500,40710,1301090,Construction,2013-03-04
5,HODGINS ST,K2G 1J1,Ward 8,4M-522,61,***CONTRACTOR***,Single,Nepean,Finish basement in a 1 storey detached dwelling,0,14864,400,1301091,Construction,2013-03-04
24,CLARENCE ST,K1N 5P3,Ward 12,42482,3 & 4,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on the 2nd floor of a 3 storey office building,0,20000,6351,1301092,Construction,2013-03-04
132,PALFREY WAY,,Ward 6,,1161,MONARCH CORPORATION,Single,Goulbourn,Construct a 1 Storey Single with attached garage  Model: 46-1 Shire 2012 A loft,1,193820,2626,1301093,Construction,2013-03-04
125,SUSSEX DR,K1A 0G2,Ward 12,4M-3,13 - 15,DMA CONSTRUCTION,Office,Old Ottawa,Interior alterations of one office of a 7 storey office building.,0,42500,0,1301094,Construction,2013-03-04
201,LIVERY ST,,Ward 6,,,MONARCH CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Selima TB-3 A,Lexington 2012 A TB-9,TB-2 A Hanover,Galileo TB-5 2013 A (End),TB-2 A Hanover",5,587800,7701,1301095,Construction,2013-03-04
203,LIVERY ST,,Ward 6,,,MONARCH CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Selima TB-3 A,Lexington 2012 A TB-9,TB-2 A Hanover,Galileo TB-5 2013 A (End),TB-2 A Hanover",5,587800,7701,1301095,Construction,2013-03-04
205,LIVERY ST,,Ward 6,,,MONARCH CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Selima TB-3 A,Lexington 2012 A TB-9,TB-2 A Hanover,Galileo TB-5 2013 A (End),TB-2 A Hanover",5,587800,7701,1301095,Construction,2013-03-04
207,LIVERY ST,,Ward 6,,,MONARCH CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Selima TB-3 A,Lexington 2012 A TB-9,TB-2 A Hanover,Galileo TB-5 2013 A (End),TB-2 A Hanover",5,587800,7701,1301095,Construction,2013-03-04
209,LIVERY ST,,Ward 6,,,MONARCH CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Selima TB-3 A,Lexington 2012 A TB-9,TB-2 A Hanover,Galileo TB-5 2013 A (End),TB-2 A Hanover",5,587800,7701,1301095,Construction,2013-03-04
424,CAVESSON ST,,Ward 6,,1013,MONARCH CORPORATION,Single,Goulbourn,Construct a 1 Storey Single with attached garage  Model: 46-1 Shire 2012 A loft,1,390328,2626,1301096,Construction,2013-03-04
331,PERCHERON,,Ward 6,,1035,MONARCH CORPORATION,Single,Kanata,Construct a 1 Storey Single with attached garage  Model: 46-1 Shire 2012 A loft,1,390328,2626,1301097,Construction,2013-03-04
2855,SWANSEA CRES,K1G 3L6,Ward 10,,2,CONTRACTOR UNKNOWN,Industrial,Old Ottawa,Exterior alterations to a 1 storey industrial building,0,8000,12,1301098,Construction,2013-03-05
270,DALHOUSIE ST,K1N 7E4,Ward 12,42482,16,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Interior alterations on the 1st floor of a 3 storey mixed use building (Pharmacie Brisson),0,20000,660,1301099,Construction,2013-03-05
150,GRAINSTONE WAY,K2T 0H3,Ward 5,4M-,210,UNIFORM URBAN DEVELOPMENTS,Single,Kanata,Construct a 2 storey detached dwelling with attached garage (Model :The Whitney),1,232950,3185,1301100,Construction,2013-03-05
279,HUNTSVILLE DR,K2T 0H1,Ward 5,,117,UNIFORM URBAN DEVELOPMENTS LTD.,Single,Kanata,Construct a 2 storey detached dwelling with attached garage,1,391332,3106,1301101,Construction,2013-03-05
148,GRAINSTONE WAY,K2T 0H3,Ward 5,,211,UNIFORM URBAN DEVELOPMENTS,Single,Kanata,Construct a 1 storey detached dwelling with attached garage,1,146920,1956,1301102,Construction,2013-03-05
281,HUNTSVILLE DR,K2T 0H1,Ward 5,4M-,118,UNIFORM URBAN DEVELOPMENTS,Single,Kanata,Construct a 2 storey detached dwelling with attached garage (Model - The Bancroft),1,408909,2751,1301103,Construction,2013-03-05
3761,BANK ST,K1T 3W4,Ward 10,557,lot 1-4 13-19,NATIONAL CAPITAL COMMISSION,Demolition,Gloucester,Demolish a 2 storey detached dwelling and an accessory structure,-1,20000,-1464,1301104,Demolition,2013-03-05
1015,BANK ST,K1S 3W7,Ward 17,26085,17-18,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations in a 2 storey institutional building (Civic Centre & North Side Stands),0,0,20334,1301105,Construction,2013-03-05
2606,PRINCE OF WALES DR,K2C 3H1,Ward 9,,pt lot 21-23,NATIONAL CAPITAL COMMISSION,Demolition,Nepean,Demolish a 2 storey detached dwelling and an accessory structure,-1,20000,-2486,1301106,Demolition,2013-03-05
21,KERRY CRES,K2E 5V7,Ward 9,313132,18,***CONTRACTOR***,Single,Nepean,Construct a 1 storey detached dwelling with attached  garages,1,598156,4024,1301107,Construction,2013-03-05
830,FLETCHER CIR,K2T 0B9,Ward 4,4M-1362,,RICHCRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a block of 5, 2 storey rowhouses with attached garage (Model: Westford)",5,1042933,10110,1301108,Construction,2013-03-05
832,FLETCHER CIR,K2T 0B9,Ward 4,4M-1362,,RICHCRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a block of 5, 2 storey rowhouses with attached garage (Model: Westford)",5,1042933,10110,1301108,Construction,2013-03-05
834,FLETCHER CIR,K2T 0B9,Ward 4,4M-1362,,RICHCRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a block of 5, 2 storey rowhouses with attached garage (Model: Westford)",5,1042933,10110,1301108,Construction,2013-03-05
836,FLETCHER CIR,K2T 0B9,Ward 4,4M-1362,,RICHCRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a block of 5, 2 storey rowhouses with attached garage (Model: Westford)",5,1042933,10110,1301108,Construction,2013-03-05
838,FLETCHER CIR,K2T 0B9,Ward 4,4M-1362,,RICHCRAFT HOMES LIMITED,Rowhouse,Kanata,"Construct a block of 5, 2 storey rowhouses with attached garage (Model: Westford)",5,1042933,10110,1301108,Construction,2013-03-05
733,WHITE ALDER AVE,K1T 0E9,Ward 22,4M-1385,,TARTAN HOMES CORPORATION,Semi - Detached,Gloucester,"Construct a 2 storey semi-detached with attached garages  Models: Magnolia G 2011,Magnolia G 2011",2,525292,3534,1301109,Construction,2013-03-05
735,WHITE ALDER AVE,K1T 0E9,Ward 22,4M-1385,,TARTAN HOMES CORPORATION,Semi - Detached,Gloucester,"Construct a 2 storey semi-detached with attached garages  Models: Magnolia G 2011,Magnolia G 2011",2,525292,3534,1301109,Construction,2013-03-05
375,COOPER ST,K2P 0G8,Ward 14,12281,38,CONTRACTOR UNKNOWN,Duplex,Old Ottawa,Interior alterations to convert a mixed use building into a 2 storey duplex,1,80000,2800,1301110,Construction,2013-03-05
6135,GARLANDSIDE RD,K4B 1S7,Ward 19,4M-,27,SOLART LLL CORP,Single,Cumberland,Install solar panels on the roof of a 2.5 storey detached dwelling,0,7000,703,1301111,Construction,2013-03-05
235,LIVERY ST,,Ward 6,,,MONARCH CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Trafalgar TB-8 A,Galileo TB-5 2013 B (Mid),Galileo TB-5 2013 A (Mid),Galileo TB-5 2013 B (Mid),Byerley TB-4 2013 B,Byerley TB-4 2013 B",6,1107442,9934,1301112,Construction,2013-03-05
237,LIVERY ST,,Ward 6,,,MONARCH CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Trafalgar TB-8 A,Galileo TB-5 2013 B (Mid),Galileo TB-5 2013 A (Mid),Galileo TB-5 2013 B (Mid),Byerley TB-4 2013 B,Byerley TB-4 2013 B",6,1107442,9934,1301112,Construction,2013-03-05
239,LIVERY ST,,Ward 6,,,MONARCH CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Trafalgar TB-8 A,Galileo TB-5 2013 B (Mid),Galileo TB-5 2013 A (Mid),Galileo TB-5 2013 B (Mid),Byerley TB-4 2013 B,Byerley TB-4 2013 B",6,1107442,9934,1301112,Construction,2013-03-05
241,LIVERY ST,,Ward 6,,,MONARCH CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Trafalgar TB-8 A,Galileo TB-5 2013 B (Mid),Galileo TB-5 2013 A (Mid),Galileo TB-5 2013 B (Mid),Byerley TB-4 2013 B,Byerley TB-4 2013 B",6,1107442,9934,1301112,Construction,2013-03-05
243,LIVERY ST,,Ward 6,,,MONARCH CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Trafalgar TB-8 A,Galileo TB-5 2013 B (Mid),Galileo TB-5 2013 A (Mid),Galileo TB-5 2013 B (Mid),Byerley TB-4 2013 B,Byerley TB-4 2013 B",6,1107442,9934,1301112,Construction,2013-03-05
245,LIVERY ST,,Ward 6,,,MONARCH CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Trafalgar TB-8 A,Galileo TB-5 2013 B (Mid),Galileo TB-5 2013 A (Mid),Galileo TB-5 2013 B (Mid),Byerley TB-4 2013 B,Byerley TB-4 2013 B",6,1107442,9934,1301112,Construction,2013-03-05
245,LAURIER AVE E,K1N 6P7,Ward 12,4M-6,PT LOT 19,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Interior alterations to convert a 3 storey rooming house into a 14 unit apartment building,12,275000,5979,1301113,Construction,2013-03-05
2130,BERGAMOT CIR,K4A 4R4,Ward 1,4M-1180,,DB CONTRACTING,Other,Cumberland,Construct a sun shelter in a public park,0,20000,194,1301116,Construction,2013-03-05
987,WELLINGTON ST W,K1Y 2Y1,Ward 15,57,14-pt lot15-17,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on the 2nd floor of a 4 storey office building,0,2500,254,1301117,Construction,2013-03-05
293,SHERWOOD DR,K1Y 3W5,Ward 15,222921,26-27,2198409 ONTARIO INC.,Single,Old Ottawa,Construct a second storey addition on  a 2 storey detached dwelling,0,29728,200,1301118,Construction,2013-03-05
1545,CARLING AVE,K1Z 8P9,Ward 15,42,12-13,GIAMBERARDINO CONTRACTING INC.,Office,Old Ottawa,Tenant fit up on the 5th floor of 7 storey office building (Canadian Nurses Protective Society),0,350000,600,1301119,Construction,2013-03-05
104,GOWRIE DR,K2L 2S5,Ward 23,M-309,68,PRO FLOW SERVICES INC.,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing Device on City Sewers in a detached dwelling,0,0,0,1301120,Construction,2013-03-05
53,COURTNEY RD,K2L 1M1,Ward 23,839,575,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing Device on City Sewers in a detached dwelling,0,0,0,1301121,Construction,2013-03-05
6005,NORTH BLUFF DR,K1V 2K2,Ward 22,4M1328,199,CONTRACTOR UNKNOWN,Single,Gloucester,Interior alterations to finish the basement in a 2 storey detached dwelling,0,27870,750,1301122,Construction,2013-03-05
81,MELANIE CRES,K2L 2E4,Ward 23,4M-220,ptlot 1317,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing Device on City Sewers in a detached dwelling,0,0,0,1301123,Construction,2013-03-05
345,HAILEYBURY ST,K2J 0N5,Ward 22,4M-1347,140,CONTRACTOR UNKNOWN,Single,Nepean,Interior/Exterior alterations to install a door at the side of a 2 storey detached dwelling,0,1000,15,1301124,Construction,2013-03-05
50,O'CONNOR ST,K1A 0S6,Ward 14,3922,9,GOVAN BROWN INC.,Office,Old Ottawa,Tenant fit up on the 11th storey of a 22 storey office building (Canadian Commercial Corporation),0,18500,646,1301125,Construction,2013-03-05
871,SOMERSET ST W,K1R 6R6,Ward 14,13,PT LOT 99,AMSTED CONSTRUCTION LTD,Duplex,Old Ottawa,Exterior alterations to replace 6 windows and interior alterations on the 1st floor of a 2 storey duplex,0,115000,995,1301126,Construction,2013-03-06
216,TRAILGATE ST,K1V 0Z9,Ward 22,4M-1349,90,URBANDALE CONSTRUCTION,Single,Gloucester,Construct a 2 storey detached dwelling with attached 3 car garage,1,522878,4180,1301127,Construction,2013-03-06
2525,CARLING AVE,K2B 7Z2,Ward 7,4M-,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Interior alterations to the Pharma Plus in a 2 storey retail building,0,35000,3246,1301128,Construction,2013-03-06
547,TWEEDSMUIR AVE,K1Z 5P1,Ward 15,259,108,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 1 storey detached dwelling with a detached garage at the rear,-1,10000,-1200,1301129,Demolition,2013-03-06
547 B,TWEEDSMUIR AVE,,Ward 15,259,"107, 108",CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling with attached garages,1,707824,6178,1301130,Construction,2013-03-06
547,TWEEDSMUIR AVE,K1Z 5P1,Ward 15,259,"107, 108",CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling with attached garages,1,707824,6178,1301130,Construction,2013-03-06
1134,JEAN PARK RD,K4M 1E3,Ward 21,764,194,CONTRACTOR UNKNOWN,Single,Rideau,Interior alterations on the 1st floor of a 2 storey detached dwelling,0,1200,2,1301131,Construction,2013-03-06
135,LILY POND ST,,Ward 23,,61,MATTAMY DEVELOPMENT CORPORATION,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: The Riverport 2012 B,1,164140,2202,1301132,Construction,2013-03-06
224,RIVERTREE ST,,Ward 23,,91,MATTAMY DEVELOPMENT CORPORATION,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: The Riverport 2012 D,1,166380,2234,1301133,Construction,2013-03-06
230,RIVERTREE ST,,Ward 23,,94,MATTAMY DEVELOPMENT CORPORATION,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Lily 2012 B,1,152745,2030,1301134,Construction,2013-03-06
236,RIVERTREE ST,,Ward 23,,97,MATTAMY DEVELOPMENT CORPORATION,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: The Riverport 2012 A,1,165470,2221,1301135,Construction,2013-03-06
163,LILY POND ST,,Ward 23,,49,MATTAMY DEVELOPMENT CORPORATION,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Glade 2012 D,1,141780,1954,1301136,Construction,2013-03-06
161,LILY POND ST,,Ward 23,,50,MATTAMY DEVELOPMENT CORPORATION,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Fernhaven 2011 C,1,126660,1738,1301139,Construction,2013-03-06
266,RIVERTREE ST,,Ward 23,,110,MATTAMY DEVELOPMENT CORPORATION,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Forestlane 2012 D,1,149130,2059,1301140,Construction,2013-03-06
400,COLDWATER CRES,,Ward 23,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: Wetland 2012 A1,Creekside 2012 A,Creekside 2012 A,Tulip 2012 A end unit,Pine 2012 A",5,627280,8604,1301142,Construction,2013-03-06
402,COLDWATER CRES,,Ward 23,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: Wetland 2012 A1,Creekside 2012 A,Creekside 2012 A,Tulip 2012 A end unit,Pine 2012 A",5,627280,8604,1301142,Construction,2013-03-06
404,COLDWATER CRES,,Ward 23,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: Wetland 2012 A1,Creekside 2012 A,Creekside 2012 A,Tulip 2012 A end unit,Pine 2012 A",5,627280,8604,1301142,Construction,2013-03-06
406,COLDWATER CRES,,Ward 23,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: Wetland 2012 A1,Creekside 2012 A,Creekside 2012 A,Tulip 2012 A end unit,Pine 2012 A",5,627280,8604,1301142,Construction,2013-03-06
408,COLDWATER CRES,,Ward 23,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Kanata,"Construct a 3 Storey Rowhouse with attached garages  Models: Wetland 2012 A1,Creekside 2012 A,Creekside 2012 A,Tulip 2012 A end unit,Pine 2012 A",5,627280,8604,1301142,Construction,2013-03-06
159,LILY POND ST,,Ward 23,,51,MATTAMY DEVELOPMENT CORPORATION,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Baycliffe 2011 C,1,112155,1522,1301143,Construction,2013-03-06
116,LILY POND ST,,Ward 23,,12,MATTAMY DEVELOPMENT CORPORATION,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: The Riverport 2012 A,1,330129,2221,1301144,Construction,2013-03-06
223,FIFTH AVE,K1S 2N1,Ward 17,34756,64,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations on the 1st floor of a 2 storey detached dwelling,0,6500,30,1301146,Construction,2013-03-06
