ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
50,OSPREY CRES,K2M 2Z7,Ward 23,4M-1219,29,POOL BUILDERS OTTAWA,Single,Kanata,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1301021,Pool Enclosure,2013-02-28
1599,LANDEL DR,K2W 1C6,Ward 5,4M-1086,1,POOL BUILDERS OTTAWA,Single,Kanata,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1301022,Pool Enclosure,2013-02-28
332,CHESTERMERE CRES,K2G 7A9,Ward 22,4M-1202,326,CONTRACTOR UNKNOWN,Single,Nepean,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1301023,Pool Enclosure,2013-02-28
105,ROCK DOVE CRT,K0A 1L0,Ward 5,4M-1298,29,HOLIDAY POOLS,Single,West Carleton,Enclosure of an inground pool in the rear of a detached dwelling,0,0,0,1301024,Pool Enclosure,2013-02-28
669,KEENAN AVE,K2A 0P2,Ward 15,M29,829,CONTRACTOR UNKNOWN,Single,Old Ottawa,Enclosure of an inground pool in the front yard of a detached dwelling,0,0,0,1301025,Pool Enclosure,2013-02-28
312,CENTERRA CRT,K2J 5T9,Ward 3,4M-1423,50174,MONARCH CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Spruce A 2010,1,523807,3524,1301026,Construction,2013-02-28
2465,SIXTH LINE RD,,Ward 5,,PT LOT 24,MERMAID POOLS (MERIVALE),Single,Kanata,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1301027,Pool Enclosure,2013-02-28
1830,ARROWGRASS WAY,K4A 0H9,Ward 19,4M-1313,,***CONTRACTOR***,Single,Cumberland,Enclosure of a hot tub in the rear yard of a detached dwelling,0,0,0,1301028,Pool Enclosure,2013-02-28
484,LANDSWOOD WAY,K2S 0A5,Ward 6,4M-1291,38,POOL BUILDERS OTTAWA,Single,Goulbourn,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1301029,Pool Enclosure,2013-02-28
3421,CARLING AVE,K2H 7V5,Ward 7,,12,***CONTRACTOR***,Single,Nepean,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1301030,Pool Enclosure,2013-02-28
14,WEATHERLY DR,K2W 1A3,Ward 5,4M-613,23,***CONTRACTOR***,Single,Kanata,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1301031,Pool Enclosure,2013-02-28
8270,LLOYD GRAHAM AVE,,Ward 20,910,21,***CONTRACTOR***,Single,Osgoode,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1301032,Pool Enclosure,2013-02-28
79,MALHOTRA CRT,K1V 1K3,Ward 16,4M-947,4,MERMAID POOLS - RON BARBEAU,Single,Old Ottawa,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1301033,Pool Enclosure,2013-02-28
2,PICKWICK DR,K2J 3G1,Ward 3,4M-549,20,CONTRACTOR UNKNOWN,Single,Nepean,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1301034,Pool Enclosure,2013-02-28
1034,TOMKINS FARM CRES,K4P 1M5,Ward 20,4M-655,6,MERMAID POOLS,Single,Osgoode,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1301035,Pool Enclosure,2013-02-28
1686,DES BROUSSAILLES TERR,K1C 5T1,Ward 2,4M-442,15,PERSONAL PARADISE POOLS,Single,Gloucester,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1301036,Pool Enclosure,2013-02-28
311,CENTERRA CRT,K2J 5T9,Ward 3,4M-1423,50155,MONARCH CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Nantucket 2010 A,1,383193,2578,1301037,Construction,2013-02-28
33,SAWGRASS CIR,K0A 1B0,Ward 21,4M-709,21,***CONTRACTOR***,Single,Goulbourn,Enclosure of an above ground pool and hot tub in the rear yard of a detached dwelling,0,0,0,1301038,Pool Enclosure,2013-02-28
3373,MCCARTHY RD,K1V 9G4,Ward 16,M-158,261,AQUA PRO POOLS/PISCINE,Single,Old Ottawa,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1301039,Pool Enclosure,2013-02-28
2435,LOOKOUT DR,K4C 1B7,Ward 19,,15,CONTRACTOR UNKNOWN,Single,Cumberland,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1301040,Pool Enclosure,2013-02-28
1910,DU CLAIRVAUX RD,K1C 5X7,Ward 2,4M-497,149,***CONTRACTOR***,Single,Gloucester,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1301041,Pool Enclosure,2013-02-28
329,CENTERRA CRT,K2J 5T9,Ward 3,4M-1423,50164,MONARCH CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Nantucket 2010 B,1,383193,2578,1301042,Construction,2013-02-28
4456,LIMEBANK RD,K1V 2N8,Ward 22,,18 & 19,CONTRACTOR UNKNOWN,Retail,Gloucester,Tenant fit up in a 1 storey retail building (The Sweat Shoppe),0,23000,1150,1301043,Construction,2013-02-28
522,BROADVIEW AVE,K2A 2L4,Ward 15,374,326,CONTRACTOR UNKNOWN,Single,Old Ottawa,Enclosure of a hot tub in the rear yard of detached dwelling,0,0,0,1301044,Pool Enclosure,2013-02-28
1706,AUTUMN RIDGE DR,K1C 6Y5,Ward 2,4M-617,29,SHANK POOLS,Single,Gloucester,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1301045,Pool Enclosure,2013-02-28
