ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
874,MARKWICK CRES,K4A 4M8,Ward 19,4M1139,202,***CONTRACTOR***,Single,Cumberland,Finish the basement in a 2 storey detached dwelling,0,19026,512,1307948,Construction,2013-11-04
300,LONG ACRES ST,K2M 0H1,Ward 23,4M-1495,172,HN HOMES INC.,Single,Kanata,Construct a 2 storey detached dwelling,1,536888,3612,1307949,Construction,2013-11-04
155,STONEMEADOW DR,K2M 0G9,Ward 23,4M-,132,HN HOMES INC.,Single,Kanata,Construct 2 storey detached dwelling,1,433732,2918,1307950,Construction,2013-11-04
285,FAIRCREST RD,K1H 5E2,Ward 18,628,16,CAMPBELL POOLS (YOUVILLE),Single,Old Ottawa,Install an enclosure for an inground pool (rear yard),0,0,0,1307951,Pool Enclosure,2013-11-04
525,BRAYDON AVE,K1G 0W7,Ward 18,4M-604,156,AUSTRIAN HOME,Single,Old Ottawa,Enclose a porch and construct a canopy (front yard),0,6500,150,1307952,Construction,2013-11-04
378,WILMONT AVE,K2A 0B1,Ward 15,179,P LOTS 19 & 20,"BECKWITH, MIKE",Single,Old Ottawa,Construct a 2 storey addition (side & rear yard),0,122745,826,1307953,Construction,2013-11-04
15,KENORA ST,K1Y 3K7,Ward 15,M-48,2165,LAGOIS DRAFTING AND CONSTRUCTION INC.,Single,Old Ottawa,Construct a 2 storey addition on a 2 storey detached dwelling (rear yard),0,87103,586,1307954,Construction,2013-11-04
1161,NORTH RIVER RD,K1K 3W5,Ward 13,,,CONTRACTOR UNKNOWN,Other,Old Ottawa,Addition for an elevator in a 1 storey church (Sts. Peter & Paul Catholic Church),0,95000,538,1307955,Construction,2013-11-04
5620,ROCKDALE RD,K0A 3H0,Ward 19,4M-,,"ST. PIERRE, REJEAN",Single,Cumberland,Replace flat roof with pitched roof on a 1 storey mobile dwelling,0,14790,986,1307956,Construction,2013-11-04
314,PERCHERON WAY,K2V 0A9,Ward 6,4M-1491,E PT LOT 29,CARDEL HOMES LIMITED PARTNERSHIP OTTAWA DIVISION,Single,Goulbourn,Construct a 2 storey detached dwelling,1,406791,3348,1307957,Construction,2013-11-04
514,BAY ST,K1R 6B3,Ward 14,30 S,PT LOT 2,PAUL MARCOTTE CONSTRUCTION,Apartment,Old Ottawa,"Remove and replace a porch on a 3 storey dwelling (front yard, 2nd and 3rd level)",0,5000,126,1307958,Construction,2013-11-04
881,LAWNSBERRY DR,K1E 1Y2,Ward 1,,172,***CONTRACTOR***,,Cumberland,Install an enclosure for a hot tub  (rear yard),0,0,0,1307960,Pool Enclosure,2013-11-04
1410,BLAIR PL,K1J 9B9,Ward 11,,pt lot 21,MYNOTT CONSTRUCTION,Office,Gloucester,"Tenant fit up on the 4th floor of an 8 storey office building (Unit 404, Canadian Agricultural Human Resources Council)",0,40313,725,1307961,Construction,2013-11-04
788,SOMERSET ST W,K1R 6R2,Ward 14,4908,27,CONTRACTOR UNKNOWN,Mixed,Old Ottawa,Tenant fit up in a 3 storey mixed use building (kitchen hoodfan),0,15000,108,1307962,Construction,2013-11-04
830,CONTOUR ST,K1W 0G6,Ward 2,,TS31,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 Storey Single without attached garage  Model: 43-08 Foxden 2010 A 3 Bedroom,1,367036,2469,1307963,Construction,2013-11-04
155,QUEEN ST,K1P 6L1,Ward 14,3922,12 & 13,CONTRACTOR UNKNOWN,Office,Old Ottawa,Replace fire alarm control panel on the ground floor,0,53000,100,1307964,Construction,2013-11-04
1249,MEADOWLANDS DR E,K2E 6K4,Ward 9,427936,563,ACCURATE DESIGN CONTRACTING,Single,Nepean,PLUMBING ONLY - Install a mainline backwater valve on the sanitary sewer in a detached dwelling,0,0,0,1307965,Construction,2013-11-04
1251,MEADOWLANDS DR E,K2E 6K4,Ward 9,427936,564,ACCURATE DESIGN CONTRACTING,Single,Nepean,PLUMBING ONLY - Install a mainline backwater valve on the sanitary sewer in a detached dwelling,0,0,0,1307966,Construction,2013-11-04
222,LYON ST N,K1R 5V9,Ward 14,2996,,CONTRACTOR UNKNOWN,Single,Old Ottawa,Reinforce roof of a 3 storey mixed use building,0,10000,600,1307967,Construction,2013-11-04
501,SMYTH RD,K1H 8L6,Ward 18,405,pt 1,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,"Interior alterations to enclose an area within the Central Warehouse of a 10 storey hospital (Ottawa Hospital) Infill of existing 2nd floor convenience stair. Construction of a new fan room, M1617B. Construction of a new mechanical room, M1617A.",0,100000,5274,1307968,Construction,2013-11-04
64,HOMESTEAD ST,K2E 7N6,Ward 9,4M366,pt 27,CONTRACTOR UNKNOWN,Single,Nepean,Construct a 1 storey addition to a 2 storey detached dwelling (rear yard),0,23485,158,1307969,Construction,2013-11-04
111,MIDVALE DR,K0A 1L0,Ward 5,4M-382,16,TOP HAT HOME COMFORT SERVICES,Single,West Carleton,Install a fireplace in a 2 storey detached dwelling (main floor),0,10000,0,1307970,Construction,2013-11-04
3698,INNES RD,K1C 1T1,Ward 2,,pt lot 4,***CONTRACTOR***,Demolition,Gloucester,Demolition of 3 accessory buildings,0,4000,-2443,1307971,Demolition,2013-11-04
5572,LOMBARDY DR,K0A 2W0,Ward 20,4M-830,32 - 33,1070501 ONTARIO INC / BARESITE CONSTRUCTION,Single,Osgoode,Construct a 1 storey detached dwelling,1,327008,2200,1307972,Construction,2013-11-05
561,STRASBOURG ST,K4A 0W6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Astoria 2010 F,Mulberry 2010 D,Hampton 2010 F,Mulberry 2010 A",4,697863,6260,1307973,Construction,2013-11-05
563,STRASBOURG ST,K4A 0W6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Astoria 2010 F,Mulberry 2010 D,Hampton 2010 F,Mulberry 2010 A",4,697863,6260,1307973,Construction,2013-11-05
565,STRASBOURG ST,K4A 0W6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Astoria 2010 F,Mulberry 2010 D,Hampton 2010 F,Mulberry 2010 A",4,697863,6260,1307973,Construction,2013-11-05
567,STRASBOURG ST,K4A 0W6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Astoria 2010 F,Mulberry 2010 D,Hampton 2010 F,Mulberry 2010 A",4,697863,6260,1307973,Construction,2013-11-05
200,COOPER ST,K2P 0G1,Ward 14,14350,3,"PANTALONE, JOE",Retail,Old Ottawa,Interior alterations to the 1st floor of a 2 storey restaurant,0,500000,4780,1307974,Construction,2013-11-05
1235,DONALD ST,K1J 8W3,Ward 11,26,pt 20 to 23,CONTRACTOR UNKNOWN,Retail,Gloucester,"Tenant fit up in a 1 storey retail building (Unit A, Staples)",0,200000,1350,1307976,Construction,2013-11-05
256,HIGHPOINTE CRES,K2J 5Y4,Ward 22,4M-1437,103,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Hathaway 4 2007 A,1,321211,2161,1307977,Construction,2013-11-05
282,SOMERSET ST W,K2P 0J6,Ward 14,4M-15558,47,CWW,Office,Old Ottawa,"PLUMBING ONLY - Alterations to underground plumbing in a 3 storey office building (Walter House, basement)",0,0,0,1307978,Construction,2013-11-05
255,HIGHPOINTE CRES,K2J 5Y4,Ward 22,4M-1437,101,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Griffin 2011 B,1,254917,1715,1307979,Construction,2013-11-05
252,HIGHPOINTE CRES,K2J 5Y4,Ward 22,4M-1437,105,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Picadilly 2007 C,1,332656,2238,1307980,Construction,2013-11-05
720,MORNINGSTAR WAY,K1W 0G6,Ward 2,,TS79,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 35-08 Meadow 2010 A 5 bed,1,361938,2435,1307981,Construction,2013-11-05
174,PIAZZA CIR,,Ward 22,4M-1437,38,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Westminster 2007 C,1,403706,2716,1307982,Construction,2013-11-05
178,PIAZZA CIR,,Ward 22,,40,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Gainsborough 2009 A,1,375316,2525,1307983,Construction,2013-11-05
210,STARLIGHT PL,,Ward 21,4M-1227,2,PARKVIEW HOMES,Single,Goulbourn,Construct a 1 storey detached dwelling,1,267552,1800,1307984,Construction,2013-11-05
152,PIAZZA CIR,,Ward 22,4M-1437,27,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Hudson 2012 D,1,252539,1699,1307985,Construction,2013-11-05
254,HIGHPOINTE CRES,K2J 5Y4,Ward 22,4M-1437,104,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Chelsea 4 2007 A,1,300252,2020,1307986,Construction,2013-11-05
129,BLACKBURN AVE,K1N 8A6,Ward 12,98628,56,CONTRACTOR UNKNOWN,Single,Old Ottawa,Finish the basement in a 2 storey detached dwelling,0,5000,345,1307987,Construction,2013-11-05
194,FARADAY ST,K1Y 3M6,Ward 15,M48,2364,CAROLYN MUNRO DESIGN INC.,Single,Old Ottawa,Remove concrete landing and construct a covered porch at the front of a 2 storey detached dwelling,0,25000,176,1307988,Construction,2013-11-05
645,STORMWIND AVE,K4A 0W3,Ward 19,,161,MINTO COMMUNITIES INC.,Single,Cumberland,Construct a 2 storey detached dwelling,1,293415,1974,1307989,Construction,2013-11-05
615,CAPUCHON WAY,K4A 0W2,Ward 19,,37,MINTO COMMUNITIES INC.,Single,Cumberland,Construct a 2 storey detached dwelling,1,254917,1715,1307990,Construction,2013-11-05
1236,KINGSTON AVE,K1Z 8K6,Ward 16,,,***CONTRACTOR***,Single,Old Ottawa,Construct a deck (rear yard),0,3500,250,1307991,Construction,2013-11-05
617,CAPUCHON WAY,K4A 0W2,Ward 19,,36,MINTO COMMUNITIES INC.,Single,Cumberland,Construct a 2 storey detached dwelling,1,252539,1699,1307992,Construction,2013-11-05
8261,WALKER RD,K0A 2P0,Ward 20,,S PT LOT 25,TOP HAT HOME COMFORT SERVICES,Single,Osgoode,Interior alterations to install a fuel burning appliance (Wood insert) on the main floor of a 1 storey detached dwelling,0,6000,35,1307994,Construction,2013-11-05
249,NEPEAN ST,K2P 0B7,Ward 14,4M-2996,PT LOT 28,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Construct an addition and roof-top deck to the 2nd storey of a 3 storey rowhouse (rear),0,10000,99,1307995,Construction,2013-11-05
8037,MCKENDRY DR,,Ward 20,M-266,4,***CONTRACTOR***,Detached Garage/Shed,Osgoode,Construct a detached garage (rear yard),0,11520,576,1307996,Construction,2013-11-05
540,OSMOND DALEY DR,K0A 1L0,Ward 5,4M-1411,6,METRIC HOMES,Single,West Carleton,Construct a 2 storey detached dwelling,1,386535,2853,1307997,Construction,2013-11-05
965,GARWOOD AVE,K1V 6W8,Ward 16,768,56,HARDING THE FIREPLACE,Single,Old Ottawa,Install a woodstove insert in a 2 storey detached dwelling,0,4000,0,1307998,Construction,2013-11-05
1053,CARLING AVE,K1Y 4E9,Ward 15,135079,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations on the 1st floor of a 6 storey hospital -  (Civic Campus),0,50000,1345,1307999,Construction,2013-11-05
400,THIRD AVE,K1S 2K7,Ward 17,187277,280,BASSI CONSTRUCTION LTD.,Single,Old Ottawa,Construct a 2 storey addition to a 2 storey detached dwelling (rear yard),0,123371,830,1308000,Construction,2013-11-05
303,CENTERRA CRT,K2J 5T9,Ward 3,4M-1423,151,***CONTRACTOR***,Single,Nepean,Install an enclosure for a hot tub (rear yard),0,0,0,1308001,Pool Enclosure,2013-11-05
896,DAVID MANCHESTER RD,K0A 1L0,Ward 5,,,***CONTRACTOR***,Single,West Carleton,Construct a 1 storey detached dwelling,1,308279,2074,1308003,Construction,2013-11-05
72,CHARTWELL AVE,K2G 6L7,Ward 9,4M-1004,95,ACCURATE DESIGN CONTRACTING,Single,Nepean,PLUMBING ONLY - Install a mainline backwater valve on the sanitary sewer in a detached dwelling,0,0,0,1308004,Construction,2013-11-05
34,JACK AARON DR,K2G 6M4,Ward 9,4M-1004,109,ACCURATE DESIGN CONTRACTING,Single,Nepean,PLUMBING ONLY - Install a mainline backwater valve on the sanitary sewer in a detached dwelling,0,0,0,1308005,Construction,2013-11-05
64,CHARTWELL AVE,K2G 6L7,Ward 9,4M-1004,91,ACCURATE DESIGN CONTRACTING,Single,Nepean,PLUMBING ONLY - Install an mainline backwater valve on the sanitary sewer in a detached dwelling,0,0,0,1308006,Construction,2013-11-05
6,MANORGATE PL,K2G 6M7,Ward 9,4M-1004,127,ACCURATE DESIGN CONTRACTING,Single,Nepean,PLUMBING ONLY - Install a mainline backwater valve on the sanitary sewer in a detached dwelling,0,0,0,1308007,Construction,2013-11-05
316,BRUYERE ST,K1N 5E7,Ward 12,1223,13-14,CLARIDGE HOMES (BRUYERE) LP,Apartment,Old Ottawa,EXCAVATION AND SHORING ONLY- Construct a 5 storey condominium building,0,0,0,1308008,Construction,2013-11-05
317,ST. ANDREW ST,K1N 5G9,Ward 12,43586,B,CLARIDGE HOMES (GLADSTONE) INC.,Demolition,Old Ottawa,Demolish a 2 storey semi detached dwelling,-2,10000,-1291,1308009,Demolition,2013-11-05
319,ST. ANDREW ST,K1N 5G9,Ward 12,43586,B,CLARIDGE HOMES (GLADSTONE) INC.,Demolition,Old Ottawa,Demolish a 2 storey semi detached dwelling,-2,10000,-1291,1308009,Demolition,2013-11-05
321,ST. ANDREW ST,K1N 5G9,Ward 12,,PT LOT B,CLARIDGE HOMES (BRUYERE) LP,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling,-1,10000,-1238,1308010,Demolition,2013-11-05
701 A,KING EDWARD AVE,K1N 7N9,Ward 12,37219,22,HENEAULT ET GOSSELIN INC.,Apartment,Old Ottawa,Foundation repair in a 3 storey 6 unit apartment building,0,65900,300,1308011,Construction,2013-11-05
701 B,KING EDWARD AVE,K1N 7N9,Ward 12,37219,22,HENEAULT ET GOSSELIN INC.,Apartment,Old Ottawa,Foundation repair in a 3 storey 6 unit apartment building,0,65900,300,1308011,Construction,2013-11-05
701 C,KING EDWARD AVE,K1N 7N9,Ward 12,37219,22,HENEAULT ET GOSSELIN INC.,Apartment,Old Ottawa,Foundation repair in a 3 storey 6 unit apartment building,0,65900,300,1308011,Construction,2013-11-05
701 D,KING EDWARD AVE,K1N 7N9,Ward 12,37219,22,HENEAULT ET GOSSELIN INC.,Apartment,Old Ottawa,Foundation repair in a 3 storey 6 unit apartment building,0,65900,300,1308011,Construction,2013-11-05
703 A,KING EDWARD AVE,K1N 7N9,Ward 12,37219,22,HENEAULT ET GOSSELIN INC.,Apartment,Old Ottawa,Foundation repair in a 3 storey 6 unit apartment building,0,65900,300,1308011,Construction,2013-11-05
703 B,KING EDWARD AVE,K1N 7N9,Ward 12,37219,22,HENEAULT ET GOSSELIN INC.,Apartment,Old Ottawa,Foundation repair in a 3 storey 6 unit apartment building,0,65900,300,1308011,Construction,2013-11-05
50,BRIDLE CREST CRT,K2M 0H5,Ward 23,4M-1495,55,URBANDALE CORPORATION,Single,Kanata,Construct a 1 storey detached dwelling,1,347409,3151,1308012,Construction,2013-11-05
328,SUGAR PINE CRES,K2M 0H6,Ward 23,4M-1495,78,URBANDALE CONSTRUCTION,Single,Kanata,Construct a 2 storey detached dwelling,1,453984,3526,1308013,Construction,2013-11-05
58,BRIDLE CREST CRT,K2M 0H5,Ward 23,4M-1495,59,URBANDALE CONSTRUCTION,Single,Kanata,Construct a 1 storey detached dwelling,1,345179,3091,1308014,Construction,2013-11-05
