ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
1545,CARLING AVE,K1Z 8P9,Ward 15,42,pt 12-13,CONTRACTOR UNKNOWN,Office,Old Ottawa,"Interior alterations to the 3rd floor of a 7 storey office building (expansion of Garner Canada, Unit 303 into the adjoining suite)",0,56000,1593,1308583,Construction,2013-12-02
403,QUEEN MARY ST,K1K 1W6,Ward 13,342,577 - 580,"MARTIN, WAYNE",Demolition,Old Ottawa,Demolish a 1 storey detached dwelling,-1,13000,-588,1308584,Demolition,2013-12-02
1980,OGILVIE RD,K1J 9L3,Ward 11,4M-648,,CONTRACTOR UNKNOWN,Retail,Gloucester,"Tenant fit up in a 1 storey retail building (Unit 1, Pet Value)",0,90000,3089,1308585,Construction,2013-12-02
347,GALLANTRY WAY,K2S 0R1,Ward 6,4M-1486,8,***CONTRACTOR***,Single,Goulbourn,Finish the basement in a 2 storey detached dwelling,0,25009,673,1308586,Construction,2013-12-02
1234,FIRESTONE CRES,K2C 3E3,Ward 8,394912,814,***CONTRACTOR***,Single,Old Ottawa,Construct a secondary dweling unit in the basement of a 1 storey detached dwelling,1,10000,675,1308587,Construction,2013-12-02
34,MORTON DR,K2L 1X1,Ward 23,896,1133,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing Device on the building drain,0,0,0,1308588,Construction,2013-12-02
225,MCELROY DR,K2L 1Y2,Ward 23,896,1212,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing Device on the building drain,0,0,0,1308589,Construction,2013-12-02
316  -105,SAVARD AVE,K1L 7S2,Ward 12,306,,DISTINCTIVE BATHROOMS AND KITCHENS,Apartment,Vanier,Interior alterations to remove walls in the kitchen of a unit in a 3 storey triplex,0,6500,64,1308590,Construction,2013-12-02
17,LOCH ISLE RD,K2H 8G5,Ward 7,466,10,CONTRACTOR UNKNOWN,Single,Nepean,Construct an addition to a 2 storey detached dwelling (add dormer/roof to attic),0,50000,0,1308591,Construction,2013-12-02
98,MORTON DR,K2L 1X3,Ward 23,896,1099,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY -   Install a Protective Plumbing Device on the building drain,0,0,0,1308592,Construction,2013-12-02
65,MELANIE CRES,K2L 2E4,Ward 23,M220,1321,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing Device on the building drain,0,0,0,1308593,Construction,2013-12-02
609,TENNANT WAY,K4M 0C6,Ward 22,,,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 4 rowhouse dwellings,4,840485,8446,1308594,Construction,2013-12-02
611,TENNANT WAY,K4M 0C6,Ward 22,,,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 4 rowhouse dwellings,4,840485,8446,1308594,Construction,2013-12-02
613,TENNANT WAY,K4M 0C6,Ward 22,,,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 4 rowhouse dwellings,4,840485,8446,1308594,Construction,2013-12-02
615,TENNANT WAY,K4M 0C6,Ward 22,,,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 4 rowhouse dwellings,4,840485,8446,1308594,Construction,2013-12-02
112,WILHELMINA PL,K4M 0B4,Ward 22,,,URBANDALE CONSTRUCTION,Single,Gloucester,Construct a 2 storey detached dwelling,1,361344,2431,1308595,Construction,2013-12-02
1231,PLACE D'ORLEANS DR,,Ward 1,4M-647,3,CONTRACTOR UNKNOWN,Other,Gloucester,"Interior alterations to comply with accessibility legislation (OC Transpo transitway station, Place d'Orleans)",0,309000,1421,1308596,Construction,2013-12-02
381,NESTLETON ST,K4A 0W2,Ward 19,4M-1459,1,MINTO COMMUNITIES INC.,Single,Cumberland,Construct a 2 storey detached dwelling,1,332656,2238,1308597,Construction,2013-12-02
3288,CEDARVIEW RD,,Ward 3,,pt 14,TOP HAT HOME COMFORT SERVICES,Single,Nepean,Install a wood stove on the 1st floor of a 2 storey detached dwelling,0,5989,0,1308598,Construction,2013-12-02
104,ORIOLE AVE,K2L 1E7,Ward 23,809,466,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing Device on the building drain,0,0,0,1308599,Construction,2013-12-02
502,CHRISCRAFT WAY,K4M 0G1,Ward 21,,43,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Hemlock 35-1 2012 C,1,313035,2106,1308600,Construction,2013-12-02
234,CARILLON ST,K1L 5X8,Ward 12,240,34,***CONTRACTOR***,Single,Vanier,Interior alterations to the create opening in loadbearing wall in kitchen and alter washroom on the main floor of a single detached dwelling,0,6000,0,1308601,Construction,2013-12-02
308,STONEWALK WAY,K0A 2H0,Ward 5,4M-1434,9,***CONTRACTOR***,Single,West Carleton,Construct a 2 storey detached dwelling.,1,566591,4100,1308602,Construction,2013-12-02
140,RIDEAU ST,K1N 5X6,,3922,15,CONTRACTOR UNKNOWN,Office,Ottawa,Tenant fit up on the 1st floor of a 14 storey building (Nestley Toll House Cafe),0,120000,2789,1308603,Construction,2013-12-02
130,DELANEY DR,K0A 1L0,Ward 5,4M-429,pt lot 8,TOP HAT HOME COMFORT SERVICES,Single,West Carleton,Install a wood insert in a 2 storey detached dwelling (main floor),0,10000,0,1308604,Construction,2013-12-03
512,PEERLESS ST,,Ward 3,,7,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Berlin 2007 A 1 car,1,299509,2015,1308606,Construction,2013-12-03
1637,LAFRANCE DR,K1E 2L7,Ward 19,M-22,,***CONTRACTOR***,Single,Cumberland,Interior alterations in the basement of a 2 storey rowhouse dwelling,1,6000,360,1308607,Construction,2013-12-03
380,BAMBURGH WAY,,Ward 3,4M-,105,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Stockholm II 2011 B,1,377396,2539,1308608,Construction,2013-12-03
2945,BLANCHFIELD RD,K0A 2W0,Ward 20,,N 1/2 LOT 25,THE STOVE STORE,Single,Osgoode,Install a woodstove in a 1 storey detached dwelling (basement),0,6000,0,1308609,Construction,2013-12-03
514,PEERLESS ST,,Ward 3,,8,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Oslo 2007 B 4 bed,1,315860,2125,1308610,Construction,2013-12-03
541,PEERLESS ST,,Ward 3,,69,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Brussels 2007 A,1,263984,1776,1308611,Construction,2013-12-03
33,HIBISCUS WAY,,Ward 3,,46,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Budapest 2007 B,1,325372,2189,1308612,Construction,2013-12-03
253,RUSSELL AVE,K1N 7X6,Ward 12,32846,12,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations on the 1st floor of a 2 storey detached dwelling (kitchen renovation),0,3500,125,1308613,Construction,2013-12-03
376,BAMBURGH WAY,,Ward 3,,103,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Budapest 2007 A,1,325372,2189,1308614,Construction,2013-12-03
543,PEERLESS ST,,Ward 3,,68,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Stockholm II 2011 B,1,377396,2539,1308615,Construction,2013-12-03
20,HIBISCUS WAY,,Ward 3,,26,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Copenhagen II 2011 B,1,295496,1988,1308616,Construction,2013-12-03
2116,JOCKVALE RD,,Ward 3,,24,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Paris 2007 A 4 bed,1,384546,2587,1308617,Construction,2013-12-03
378,BAMBURGH WAY,,Ward 3,,104,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Stockholm II 2011 A,1,377396,2539,1308618,Construction,2013-12-03
3987,RIVERSIDE DR,K1V 1C1,Ward 10,4M-,,ARTISTREE CONSTRUCTION INC,Mixed,Old Ottawa,"Tenant fit-up in a 1 storey mixed use building (Rideau River Animal Hospital, Unit 2)",0,120000,2135,1308619,Construction,2013-12-03
112,HAWKSHAW CRES,,Ward 3,,,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Regent IV 2011 4 Bed,Bexley IV 2011,Queensby IV 2011 Mid,Cambridge IV 2011 Mid,Queensby IV 2011 Mid,Wembley IV 2011 Mid",6,988155,8864,1308620,Construction,2013-12-03
114,HAWKSHAW CRES,,Ward 3,,,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Regent IV 2011 4 Bed,Bexley IV 2011,Queensby IV 2011 Mid,Cambridge IV 2011 Mid,Queensby IV 2011 Mid,Wembley IV 2011 Mid",6,988155,8864,1308620,Construction,2013-12-03
116,HAWKSHAW CRES,,Ward 3,,,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Regent IV 2011 4 Bed,Bexley IV 2011,Queensby IV 2011 Mid,Cambridge IV 2011 Mid,Queensby IV 2011 Mid,Wembley IV 2011 Mid",6,988155,8864,1308620,Construction,2013-12-03
118,HAWKSHAW CRES,,Ward 3,,,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Regent IV 2011 4 Bed,Bexley IV 2011,Queensby IV 2011 Mid,Cambridge IV 2011 Mid,Queensby IV 2011 Mid,Wembley IV 2011 Mid",6,988155,8864,1308620,Construction,2013-12-03
120,HAWKSHAW CRES,,Ward 3,,,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Regent IV 2011 4 Bed,Bexley IV 2011,Queensby IV 2011 Mid,Cambridge IV 2011 Mid,Queensby IV 2011 Mid,Wembley IV 2011 Mid",6,988155,8864,1308620,Construction,2013-12-03
122,HAWKSHAW CRES,,Ward 3,,,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Regent IV 2011 4 Bed,Bexley IV 2011,Queensby IV 2011 Mid,Cambridge IV 2011 Mid,Queensby IV 2011 Mid,Wembley IV 2011 Mid",6,988155,8864,1308620,Construction,2013-12-03
6067,RIDGELEA PL,K1C 5P9,Ward 2,4M-427,206,"LECLERC, MARC",Single,Gloucester,Interior alterations to a 2 storey detached dwelling (replace lintels and columns),0,5000,140,1308621,Construction,2013-12-03
100,HAWKSHAW CRES,,Ward 3,,,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Queensby IV 2011 Mid,Cambridge IV 2011 End,Wimbledon IV 2011 END,Cambridge IV 2011 Mid,Stirling IV 2011,Wembley IV 2011 Mid",6,1019927,9149,1308622,Construction,2013-12-03
102,HAWKSHAW CRES,,Ward 3,,,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Queensby IV 2011 Mid,Cambridge IV 2011 End,Wimbledon IV 2011 END,Cambridge IV 2011 Mid,Stirling IV 2011,Wembley IV 2011 Mid",6,1019927,9149,1308622,Construction,2013-12-03
104,HAWKSHAW CRES,,Ward 3,,,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Queensby IV 2011 Mid,Cambridge IV 2011 End,Wimbledon IV 2011 END,Cambridge IV 2011 Mid,Stirling IV 2011,Wembley IV 2011 Mid",6,1019927,9149,1308622,Construction,2013-12-03
106,HAWKSHAW CRES,,Ward 3,,,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Queensby IV 2011 Mid,Cambridge IV 2011 End,Wimbledon IV 2011 END,Cambridge IV 2011 Mid,Stirling IV 2011,Wembley IV 2011 Mid",6,1019927,9149,1308622,Construction,2013-12-03
108,HAWKSHAW CRES,,Ward 3,,,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Queensby IV 2011 Mid,Cambridge IV 2011 End,Wimbledon IV 2011 END,Cambridge IV 2011 Mid,Stirling IV 2011,Wembley IV 2011 Mid",6,1019927,9149,1308622,Construction,2013-12-03
110,HAWKSHAW CRES,,Ward 3,,,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Queensby IV 2011 Mid,Cambridge IV 2011 End,Wimbledon IV 2011 END,Cambridge IV 2011 Mid,Stirling IV 2011,Wembley IV 2011 Mid",6,1019927,9149,1308622,Construction,2013-12-03
109,HAWKSHAW CRES,,Ward 3,,,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Queensby IV 2011 Mid,Wembley IV 2011 End,Wimbledon IV 2011 END,Cambridge IV 2011 Mid",4,681140,6110,1308623,Construction,2013-12-03
111,HAWKSHAW CRES,,Ward 3,,,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Queensby IV 2011 Mid,Wembley IV 2011 End,Wimbledon IV 2011 END,Cambridge IV 2011 Mid",4,681140,6110,1308623,Construction,2013-12-03
113,HAWKSHAW CRES,,Ward 3,,,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Queensby IV 2011 Mid,Wembley IV 2011 End,Wimbledon IV 2011 END,Cambridge IV 2011 Mid",4,681140,6110,1308623,Construction,2013-12-03
115,HAWKSHAW CRES,,Ward 3,,,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Queensby IV 2011 Mid,Wembley IV 2011 End,Wimbledon IV 2011 END,Cambridge IV 2011 Mid",4,681140,6110,1308623,Construction,2013-12-03
700,PORTAGE AVE,K1G 1T4,Ward 18,656,766,MAGRUM PAINTING AND RENOVATIONS,Single,Old Ottawa,Finish the basement in a 2 storey detached dwelling,0,23000,700,1308624,Construction,2013-12-03
99,TALOS CIR,,Ward 21,4M-,59,TALOS HOMES LIMITED,Single,Goulbourn,Construct a 2 storey detached dwelling,1,393301,2646,1308626,Construction,2013-12-03
11,SPEARMAN LANE,K2L 1Y6,Ward 23,896,1202,***CONTRACTOR***,Semi - Detached,Kanata,Construct a secondary dwelling unit in a 2 storey semi detached dwelling (basement),0,5000,220,1308627,Construction,2013-12-03
113,TALOS CIR,,Ward 21,4M-,53,TALOS CUSTOM HOMES LTD,Single,Goulbourn,Construct a 2 storey detached dwelling,1,440606,3586,1308628,Construction,2013-12-03
805,WESTON DR,K1G 1W1,Ward 18,662,1122,***CONTRACTOR***,Detached Garage/Shed,Old Ottawa,Construct a 1 storey detached garage (rear yard),0,18000,324,1308629,Construction,2013-12-03
1463,RICHMOND RD,K2B 6R9,Ward 7,427924,,PCL CONSTRUCTORS CANADA INC.,Retail,Old Ottawa,"Tenant fit up in a 1 storey retail building (Bank of Montreal, CRU 3)",0,418200,2787,1308630,Construction,2013-12-03
1465,RICHMOND RD,K2B 6R9,Ward 7,427924,,PCL CONSTRUCTORS CANADA INC.,Retail,Old Ottawa,"Tenant fit up in a 1 storey retail building (Bank of Montreal, CRU 3)",0,418200,2787,1308630,Construction,2013-12-03
1467,RICHMOND RD,K2B 6R9,Ward 7,427924,,PCL CONSTRUCTORS CANADA INC.,Retail,Old Ottawa,"Tenant fit up in a 1 storey retail building (Bank of Montreal, CRU 3)",0,418200,2787,1308630,Construction,2013-12-03
1469,RICHMOND RD,K2B 6R9,Ward 7,427924,,PCL CONSTRUCTORS CANADA INC.,Retail,Old Ottawa,"Tenant fit up in a 1 storey retail building (Bank of Montreal, CRU 3)",0,418200,2787,1308630,Construction,2013-12-03
1561,CHAMPNEUF DR,K1C 6B4,Ward 2,4M-479,lot 103,OLISTIN HOME RENOVATIONS,Single,Gloucester,Interior alterations to remove a loadbearing wall and relocation of a drain on the main floor of a 2 storey dwelling,0,6000,100,1308631,Construction,2013-12-03
25,BLUE HERON CRT,K1L 8J7,Ward 13,4M-334,43,TAYLOR AND ASSOCIATES,Single,Rockcliffe Park,"Interior alterations to a detached dwelling (move bathroom location, widen and replace stairway, replace flooring)",0,95883,1260,1308632,Construction,2013-12-03
150,ELGIN ST,K2P 1L4,Ward 14,4556,53 to 55,CONTRACTOR UNKNOWN,Office,Old Ottawa,"Tenant fit up on the 14th floor of a 21 storey commercial office building (New Zealand High Commission, 14th flr)",0,800000,3402,1308633,Construction,2013-12-03
15,ABERFELDY ST,K2H 6H6,Ward 8,425894,762,CONTRACTOR UNKNOWN,Single,Nepean,Construct an attached garage to a 1 storey detached dwelling,0,20000,584,1308634,Construction,2013-12-03
4471,INNES RD,,Ward 19,,PT LOT A,CONTRACTOR UNKNOWN,Retail,Cumberland,Tenant fit-up in a 2 storey building (Menchie's Frozen Yogourt Canada),0,100000,1660,1308635,Construction,2013-12-03
4013,NAVAN RD,K4B 1H9,Ward 19,,7,***CONTRACTOR***,Detached Garage/Shed,Cumberland,Construct a detached garage (rear yard),0,10000,780,1308636,Construction,2013-12-03
4013,NAVAN RD,K4B 1H9,Ward 19,,7,"LECLAIR, BRUCE",Detached Garage/Shed,Cumberland,Construct a detached garage (rear yard),0,10000,780,1308636,Construction,2013-12-03
20,DR. NEELIN DR,K0A 2Z0,Ward 21,4M-1183,56,PBM ENVIRONMENTAL LTD.,Detached Garage/Shed,Goulbourn,Construct a gazebo (rear yard),0,10000,255,1308638,Construction,2013-12-03
101,COLONEL BY DR,K1A 0Z4,Ward 12,4M-3922,1 TO 4,LAPLANTE BUILDERS LTD,Office,Old Ottawa,"Interior alterations to a 23 storey office building (PWGSC, Pearkes Building, basement, convert gym to fitness test centre)",0,116700,1978,1308639,Construction,2013-12-04
1522,RIDGEBROOK DR,K1B 5G5,Ward 11,4M-273,,***CONTRACTOR***,Single,Gloucester,Interior alterations to a detached dwelling (finish basement and remove load bearing walls on the main floor),0,37296,14600,1308640,Construction,2013-12-04
51 B,FIRST AVE,K1S 2G1,Ward 17,35085,pt 9,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Interior alterations to a 2 storey detached dwelling (bathrooms),0,40000,753,1308641,Construction,2013-12-04
777,CLEARCREST CRES,K4A 3E8,Ward 1,50M-170,,COLIN HINE GENERAL CONTRACTOR,Single,Cumberland,Interior alterations on the 1st floor of a 2 storey detached dwelling,0,3000,400,1308642,Construction,2013-12-04
55,METCALFE ST,K1P 6L5,Ward 14,4M-3922,22 23 24 & PT 25,LUNDY M.P. CONSTRUCTION,Office,Old Ottawa,Tenant fit-up on the 5th floor of a 16 storey office building (Mercer),0,860000,8536,1308643,Construction,2013-12-04
1616,EDGE HILL PL,K1V 7V5,Ward 18,M-23,415,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a secondary dwelling unit in a 1 storey detached dwelling (basement),1,30000,1436,1308644,Construction,2013-12-04
5497,WEST RIVER DR,K4M 1G8,Ward 21,891,2,ANPAQ HOME IMPROVEMENTS CORP.,Single,Rideau,Construct an addition (side yard) and a roof (front yard) on a 1 storey detached dwelling,0,32228,260,1308645,Construction,2013-12-04
14,ILKLEY CRES,K2G 0W7,Ward 9,37856,,TOP HAT,Duplex,Nepean,Install a woodstove in the basement of duplex,0,6000,0,1308646,Construction,2013-12-04
1525,RANGELAND AVE,K4P 0E1,Ward 20,4M-1436,22,BULAT HOMES LTD.,Single,Osgoode,Construct a 1 storey detached dwelling,1,332511,2646,1308648,Construction,2013-12-04
390,TILLBURY AVE,K2A 0Y2,Ward 15,310595,,CONTRACTOR UNKNOWN,Duplex,Old Ottawa,Convert  a 2 storey dwelling into a triplex,1,28613,770,1308649,Construction,2013-12-04
2727,WYLDEWOOD ST,K1T 2S1,Ward 10,4M-483,21,CLUB PISCINE,Single,Gloucester,Install an enclosure for a hot tub (rear yard),0,0,0,1308650,Pool Enclosure,2013-12-04
279,MEADOWBREEZE DR,K2M 0J6,Ward 23,4M-1468,225,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Adirondack TH-1 2013 B,Sycamore TH-3 2013 B End,Oakwood TH-2 2013 B End",3,545917,4897,1308651,Construction,2013-12-04
281,MEADOWBREEZE DR,K2M 0J6,Ward 23,4M-1468,225,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Adirondack TH-1 2013 B,Sycamore TH-3 2013 B End,Oakwood TH-2 2013 B End",3,545917,4897,1308651,Construction,2013-12-04
283,MEADOWBREEZE DR,K2M 0J6,Ward 23,4M-1468,225,GLENVIEW (KANATA) HOLDINGS LIMITED,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Adirondack TH-1 2013 B,Sycamore TH-3 2013 B End,Oakwood TH-2 2013 B End",3,545917,4897,1308651,Construction,2013-12-04
155,PERCY ST,K1R 6E4,Ward 14,4M-30671,37,***CONTRACTOR***,Single,Old Ottawa,Finish part of the basement of a 2 storey detached dwelling,0,6614,178,1308652,Construction,2013-12-04
55,METCALFE ST,K1P 6L5,Ward 14,3922,22 23 24,CASSIDY CONSTRUCTION,Office,Old Ottawa,"Interior alterations to the 1st floor of a 16 storey office building (lobby renovation, Manulife)",0,749000,0,1308653,Construction,2013-12-05
253,HIGHPOINTE CRES,K2J 5Y4,Ward 22,4M-1469,100,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 storey detached dwelling,1,310806,2091,1308654,Construction,2013-12-05
501,PALLADIUM DR,K2V 0A2,Ward 23,,pt 1,CONTRACTOR UNKNOWN,Retail,Kanata,"Tenant fit up in a 3 storey commercial building (Unit 206, Recall Canada)",0,872000,26910,1308655,Construction,2013-12-05
8,BRIDLEGATE PL,K2G 6M6,Ward 9,4M-1004,46,MULTI-DRAIN INC,Single,Nepean,PLUMBING ONLY - Install an open port backwater valve on the sanitary sewer in a detached dwelling,0,0,0,1308656,Construction,2013-12-05
240,SPARKS ST,K1A 0G6,Ward 14,4M-3922,1 TO 5,CONTRACTOR UNKNOWN,Mixed,Old Ottawa,"Interior alterations on the 2nd floor of a 14 storey mixed use building (C.D. Howe Building, Industry Canada, convert office space into media room)",0,55000,904,1308657,Construction,2013-12-05
410,GOLDEN SPRINGS DR,K4M 0B9,Ward 22,4M-1470,82,CLARIDGE HOMES (RIVER ROAD) INC.,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Marseille II 2012 C,1,432988,2913,1308658,Construction,2013-12-05
15,BALDING CRES,K2K 2L4,Ward 4,4M-651,82,"O'CONNELL, DANIEL",Detached Garage/Shed,Kanata,Construct a deck (rear yard),0,6000,112,1308659,Construction,2013-12-05
555,PEERLESS ST,,Ward 3,4M-,62,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Paris 2007 C 4 bed,1,386672,2601,1308660,Construction,2013-12-05
2118,JOCKVALE RD,,Ward 3,,25,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Amsterdam II 2013 B,1,341277,2296,1308661,Construction,2013-12-05
369,BAMBURGH WAY,,Ward 3,4M-1504,61,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Paris 2007 B 4 bed,1,386672,2601,1308662,Construction,2013-12-05
25,HIBISCUS WAY,,Ward 3,,50,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Berlin 2007 A 1 car,1,299509,2015,1308663,Construction,2013-12-05
