ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
770,BROADVIEW AVE,K2A 3Z3,Ward 15,,29,MB FORD CONSTRUCTION LTD.,Office,Old Ottawa,Interior alterations in the basement of a 3 storey office building (Gamma-Dynacare),0,95000,1350,1400536,Construction,2014-02-06
432,KILSPINDIE RIDGE,,Ward 22,,4,UNIFORM URBAN DEVELOPMENTS,Single,Nepean,Construct a 1 Storey Single with attached garage  Model: 1900F Hartsmere 2013,1,297280,2000,1400537,Construction,2014-02-06
20,CLAREMONT DR,K1K 4J5,Ward 13,533,,"LECLAIR, DARREN",Rowhouse,Old Ottawa,Interior alterations on the 1st floor of a 2 storey rowhouse to repair floor joists,0,15000,500,1400538,Construction,2014-02-06
426,KILSPINDIE RIDGE,,Ward 22,,7,UNIFORM URBAN DEVELOPMENTS LTD.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 3400C Killarney 2013,1,534830,3598,1400539,Construction,2014-02-06
275,SUSSEX DR,K1N 6Z1,Ward 12,3,1,TOMLINSON DEVELOPMENT CORPORATION,Demolition,Old Ottawa,Demolish two 1 storey summer kitchens at the rear of a 3 door row,0,4000,-480,1400542,Demolition,2014-02-06
277,SUSSEX DR,K1N 6Z1,Ward 12,3,1,TOMLINSON DEVELOPMENT CORPORATION,Demolition,Old Ottawa,Demolish two 1 storey summer kitchens at the rear of a 3 door row,0,4000,-480,1400542,Demolition,2014-02-06
279,SUSSEX DR,K1N 6Z1,Ward 12,3,1,TOMLINSON DEVELOPMENT CORPORATION,Demolition,Old Ottawa,Demolish two 1 storey summer kitchens at the rear of a 3 door row,0,4000,-480,1400542,Demolition,2014-02-06
3771,SPRATT RD,K1V 2P3,Ward 22,,pt lot 18-19,GENERAL UNITED CONTRACTING,Retail,Gloucester,"Tenant fit-up in a 1 storey mixed use building (The Pet Shoppe, unit 4, Building D)",0,48308,1300,1400543,Construction,2014-02-06
3638,RIVER RD,K4M 1B4,Ward 20,,PT LOT 33,***CONTRACTOR***,Single,Osgoode,"Construct a 1 storey addition, a covered porch and a deck at the rear of a 1 storey detached dwelling",0,15775,548,1400544,Construction,2014-02-06
74,FULTON AVE,K1S 4Y8,Ward 17,36,5,ABELAN DESIGNER/BUILDER LTD.,Single,Old Ottawa,Interior alterations in a 2 storey detached dwelling and creation of a secondary dwelling unit in the basement,1,200000,2798,1400545,Construction,2014-02-06
6731,FRANKTOWN RD,K0A 2Z0,Ward 21,,pt lot 19,TOP HAT HOME COMFORT SERVICES,Single,Goulbourn,Install a wood insert in a 2 storey detached dwelling (main floor),0,4050,0,1400546,Construction,2014-02-07
301,BOBOLINK RIDGE,,Ward 6,,83,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Rosemere 2012 E,1,341277,2296,1400547,Construction,2014-02-07
275,TARTAN DR,,Ward 3,,pt 15,CONTRACTOR UNKNOWN,Mixed,Nepean,FOUNDATION & SUPERSTRUCTURE ONLY - 5 storey retirement complex with 1 level underground parking,145,23992403,188536,1400548,Construction,2014-02-07
119,CALVINGTON AVE,,Ward 4,,,MINTO COMMUNITIES INC.,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Astoria 2010 B,Hampton 2010 A,Greenwich 2010 D End Unit,Mulberry 2010 C,Hampton 2010 A",5,822498,7378,1400549,Construction,2014-02-07
121,CALVINGTON AVE,,Ward 4,,,MINTO COMMUNITIES INC.,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Astoria 2010 B,Hampton 2010 A,Greenwich 2010 D End Unit,Mulberry 2010 C,Hampton 2010 A",5,822498,7378,1400549,Construction,2014-02-07
123,CALVINGTON AVE,,Ward 4,,,MINTO COMMUNITIES INC.,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Astoria 2010 B,Hampton 2010 A,Greenwich 2010 D End Unit,Mulberry 2010 C,Hampton 2010 A",5,822498,7378,1400549,Construction,2014-02-07
125,CALVINGTON AVE,,Ward 4,,,MINTO COMMUNITIES INC.,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Astoria 2010 B,Hampton 2010 A,Greenwich 2010 D End Unit,Mulberry 2010 C,Hampton 2010 A",5,822498,7378,1400549,Construction,2014-02-07
127,CALVINGTON AVE,,Ward 4,,,MINTO COMMUNITIES INC.,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Astoria 2010 B,Hampton 2010 A,Greenwich 2010 D End Unit,Mulberry 2010 C,Hampton 2010 A",5,822498,7378,1400549,Construction,2014-02-07
1200,ST. LAURENT BLVD,K1K 3B8,Ward 13,747,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Interior alterations on the main floor in a 2 storey retail building (TD Canada Trust, St. Laurent Mall)",0,250000,450,1400550,Construction,2014-02-07
44,BARRA AVE,K2L 2S1,Ward 23,M-309,58,ADVANTAGE ENTERPRISES,Single,Kanata,"Exterior alterations to the 1st floor of a 2 storey detached dwelling (rear, install patio door)",0,2000,6,1400551,Construction,2014-02-07
22,FELDSPAR CRES,K2S 1Y3,Ward 6,4M-1084,122,THE RENOVATOR,Single,Goulbourn,Finish the basement in a 2 storey detached dwelling,0,18060,486,1400552,Construction,2014-02-07
184,KINCARDINE DR,K2V 1C5,Ward 23,4M-1081,,PRO FLOW SERVICES INC.,Single,Kanata,PLUMBING ONLY - Install a protective plumbing device on the building drain,0,0,0,1400553,Construction,2014-02-07
1799,RIVERSIDE DR,K1G 0E5,Ward 17,5R13166,15,REBELO CONSTRUCTION & DEVELOPMENT - 2285023 ONTARIO INC,Industrial,Old Ottawa,Railing repair at the Smyth Transitway Station,0,10000,151,1400554,Construction,2014-02-07
33,CANDOW CRES,K2S 1K7,Ward 6,4M-864,68,"SLATER, MARK",Single,Goulbourn,Interior alterations in the basement of a 2 storey detached dwelling,0,7500,90,1400555,Construction,2014-02-07
6349,HERBERTS CORNERS RD,K4P 1H3,Ward 20,,15,***CONTRACTOR***,Detached Garage/Shed,Osgoode,Construct a 1 storey cover-all building (rear yard),0,13000,2520,1400556,Construction,2014-02-07
41,PEACOCK CRES,K2J 3P8,Ward 3,4M-549,pt 72,***CONTRACTOR***,Single,Nepean,Interior alterations on the 1st floor of a 2 storey detached dwelling (removal of load bearing walls),0,3500,108,1400557,Construction,2014-02-07
100,QUEEN ST,K1P 1J9,Ward 14,3922,14-21,"GIAMBERARDINO CONTRACTING INC.,",Office,Old Ottawa,Interior alterations on the 3rd floor of a 16 storey building (Credit Union Central of Canada),0,40000,2745,1400558,Construction,2014-02-07
124,MARSHFIELD ST,K4A 4N1,Ward 19,4M-1143,59,"FLEURY, SYLVAIN",Single,Cumberland,Exterior alterations to a 2 storey detached dwelling,0,1000,0,1400559,Construction,2014-02-07
350,LEGGET DR,K2K 2W7,Ward 4,M-280,,CONTRACTOR UNKNOWN,Office,Kanata,Tenant fit-up on the 3rd floor of a 6 storey office building (Mitel),0,630000,39073,1400560,Construction,2014-02-07
7,FESTIVE PRIV,K2C 4A1,Ward 16,4M-970,,***CONTRACTOR***,Single,Old Ottawa,Interior alterations to the basement of a 2 storey rowhouse,0,5000,164,1400561,Construction,2014-02-10
420,LOCKMASTER CRES,K4M 1L8,Ward 21,4M-1249,11,GEMLIE POOLS,Single,Nepean,Install an enclosure for an inground pool (rear yard),0,0,0,1400563,Pool Enclosure,2014-02-10
3143,PARK LANE,K1T 3S9,Ward 10,,11,MERIDIAN ENVIRONMENTAL,Demolition,Gloucester,Demolish  a 2 storey detached dwelling,-1,5000,-1173,1400564,Demolition,2014-02-10
2839,ROBERTSON RD,K2L 4G2,Ward 8,,,MERIDIAN ENVIRONMENTAL,Demolition,Nepean,Demolish a 2 storey detached dwelling,-1,15000,-1700,1400565,Demolition,2014-02-10
3182,PARK LANE,K1T 3T1,Ward 10,557,,MERIDIAN ENVIRONMENTAL,Demolition,Gloucester,Demolish a 1 storey detached dwelling,-1,5000,-1000,1400566,Demolition,2014-02-10
1400,ST. LAURENT BLVD,K1K 4H4,Ward 13,747,,SOURCE FOUR CONSTRUCTION LTD.,Office,Old Ottawa,"Tenant fit up on the 2nd, 3rd and a portion of the 4th floor of a 6 storey office building",0,325000,13000,1400568,Construction,2014-02-10
2745,IRIS ST,K2C 3V5,Ward 8,,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Construction of a secure storage room on the 2nd floor of a 6 storey office building,0,20000,860,1400569,Construction,2014-02-10
939,ST. LAURENT BLVD,K1K 3B1,Ward 13,26,19,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Construct two additions at the front of a 2 storey car dealership (Surgernor Chevrolet Cadillac),0,10219,110,1400570,Construction,2014-02-10
1600,HERON RD,K1V 2P5,Ward 18,31,34-35,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Construct a 1 storey retail building (BLD A5-A6),0,2304989,22556,1400571,Construction,2014-02-10
1600,HERON RD,K1V 2P5,Ward 18,31,34-35,LAURIN GENERAL CONTRACTING,Retail,Old Ottawa,Construct a 1 storey retail building (BLD A5-A6),0,2304989,22556,1400571,Construction,2014-02-10
16,CORLEY PRIV,K1V 8T7,Ward 10,4M-628,,***CONTRACTOR***,Rowhouse,Old Ottawa,Interior alterations in the basement of a 2 storey rowhouse (washroom),0,5000,35,1400572,Construction,2014-02-10
162,HARMATTAN AVE,K2S 0G3,Ward 6,4M-1323,,***CONTRACTOR***,Single,Goulbourn,Finish the basement in a 1 storey detached dwelling,0,11148,300,1400573,Construction,2014-02-10
150,KENT ST,K1P 0B2,Ward 14,3922,18-21,CASSIDY CONSTRUCTION,Office,Old Ottawa,"Tenant fit up to the 2nd, 3rd, 5th, 7th and 8th floors of a 19 storey office building",0,187473,7374,1400574,Construction,2014-02-10
4055,CARLING AVE,K2K 2A4,Ward 4,4R18715,pt lot 6,PETE RICHER CONSULTING,Retail,Kanata,Tenant fit up on the 1st floor of a one storey retail building (Voila Bakery),0,21000,1092,1400575,Construction,2014-02-10
20  -802,DRIVEWAY (THE),K2P 1C8,Ward 14,72,,***CONTRACTOR***,Apartment,Old Ottawa,Interior alterations (plumbing)  for a new washer installation in condo unit #802.,0,3000,2,1400576,Construction,2014-02-10
275,SLATER ST,K1P 5H9,Ward 14,3922,27 to 31,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit up on the 15th floor of a 19 storey office building,0,40000,1152,1400577,Construction,2014-02-10
4687,RUISSELLET RD,K4B 1J1,Ward 19,,PT W 1/2 LOT 18,***CONTRACTOR***,Single,Cumberland,Install a woodstove in a detached garage,0,2800,0,1400579,Construction,2014-02-10
50,RIDEAU ST,K1N 9J7,Ward 12,3922,10-67,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit up on the 3rd floor of a 3 storey retail building (Gymboree - Rideau Centre),0,60000,1679,1400580,Construction,2014-02-10
6730,CHRIS TIERNEY PRIV,K4P 1H4,Ward 20,,S PT LOT 15,2318970 ONTARIO INC.,Single,Osgoode,Construct a 1 storey detached dwelling (foundation for prefab home only),1,20000,1457,1400581,Construction,2014-02-10
