ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
711,MAYFLY CRES,K2J 6C9,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Berrygrove 2011 A,Berrygrove 2011 A,Fernwater A 2011 End Unit,Eastland 2011 A Int Unit,Queenscliffe 2011 A",5,758731,6806,1408760,Construction,2014-12-02
713,MAYFLY CRES,K2J 6C9,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Berrygrove 2011 A,Berrygrove 2011 A,Fernwater A 2011 End Unit,Eastland 2011 A Int Unit,Queenscliffe 2011 A",5,758731,6806,1408760,Construction,2014-12-02
715,MAYFLY CRES,K2J 6C9,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Berrygrove 2011 A,Berrygrove 2011 A,Fernwater A 2011 End Unit,Eastland 2011 A Int Unit,Queenscliffe 2011 A",5,758731,6806,1408760,Construction,2014-12-02
717,MAYFLY CRES,K2J 6C9,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Berrygrove 2011 A,Berrygrove 2011 A,Fernwater A 2011 End Unit,Eastland 2011 A Int Unit,Queenscliffe 2011 A",5,758731,6806,1408760,Construction,2014-12-02
719,MAYFLY CRES,K2J 6C9,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Berrygrove 2011 A,Berrygrove 2011 A,Fernwater A 2011 End Unit,Eastland 2011 A Int Unit,Queenscliffe 2011 A",5,758731,6806,1408760,Construction,2014-12-02
800,WALKLEY RD,K1V 6R7,Ward 16,,Part Lot A,"FARHAT, HICHAM & DONYAH",Single,Old Ottawa,Construct a 2 storey detached dwelling,1,456718,3246,1408761,Construction,2014-12-02
140,DEN HAAG DR,K1K 2W8,Ward 13,,,WARLYN CONSTRUCTION LTD.,Apartment,Old Ottawa,Install 40 PV Solar Panels to the south elevation,0,25000,0,1408762,Construction,2014-12-02
1230,HUNTMAR DR,K0A 1L0,Ward 5,,12,***CONTRACTOR***,Single,Kanata,Install a woodstove on the 1st floor of a 2 storey detached dwelling,0,6500,0,1408763,Construction,2014-12-02
474,WEST RIDGE DR,K2S 0L1,Ward 6,4M-1377,100,LARKEN INSTALLATIONS,Single,Goulbourn,Construct a deck (rear yard),0,3500,80,1408764,Construction,2014-12-02
41,TRUMP AVE,K2C 4A4,Ward 16,4M-1008,53,***CONTRACTOR***,Single,Old Ottawa,Finish the basement in a 2 storey detached dwelling,0,29728,800,1408765,Construction,2014-12-02
23,ESQUIMAULT AVE,K2H 6Z5,Ward 8,,1,UNIFORM URBAN DEVELOPMENTS LTD.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 2400D The Havelock 2014,1,305752,2057,1408766,Construction,2014-12-02
1663,CARLING AVE,K2A 1C4,Ward 15,492,pt lot 2,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit up in a 2 storey commercial building (Ryan's Spa),0,10000,323,1408767,Construction,2014-12-02
29,ESQUIMAULT AVE,,Ward 8,,22,UNIFORM URBAN DEVELOPMENTS LTD.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 2600F Douglas Loft 2014 A,1,393896,2650,1408768,Construction,2014-12-02
660,DUNDONALD DR,,Ward 3,,pt lot 8 & 9,MATTAMY (HALF MOON BAY 4) LIMITED,Retail,Nepean,TEMPORARY PERMIT - Construct a 1 storey construction trailer (Mattamy),0,391295,2340,1408769,Construction,2014-12-02
461,WHITE ARCTIC AVE,K2J 6C9,Ward 3,4M-1490,,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 12 back to back rowhouse dwellings,12,1628500,14608,1408770,Construction,2014-12-02
463,WHITE ARCTIC AVE,K2J 6C9,Ward 3,4M-1490,,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 12 back to back rowhouse dwellings,12,1628500,14608,1408770,Construction,2014-12-02
465,WHITE ARCTIC AVE,K2J 6C9,Ward 3,4M-1490,,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 12 back to back rowhouse dwellings,12,1628500,14608,1408770,Construction,2014-12-02
467,WHITE ARCTIC AVE,K2J 6C9,Ward 3,4M-1490,,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 12 back to back rowhouse dwellings,12,1628500,14608,1408770,Construction,2014-12-02
469,WHITE ARCTIC AVE,K2J 6C9,Ward 3,4M-1490,,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 12 back to back rowhouse dwellings,12,1628500,14608,1408770,Construction,2014-12-02
471,WHITE ARCTIC AVE,K2J 6C9,Ward 3,4M-1490,,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 12 back to back rowhouse dwellings,12,1628500,14608,1408770,Construction,2014-12-02
540,SNOW GOOSE ST,K2J 6C7,Ward 3,4M-1490,,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 12 back to back rowhouse dwellings,12,1628500,14608,1408770,Construction,2014-12-02
542,SNOW GOOSE ST,K2J 6C7,Ward 3,4M-1490,,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 12 back to back rowhouse dwellings,12,1628500,14608,1408770,Construction,2014-12-02
544,SNOW GOOSE ST,K2J 6C7,Ward 3,4M-1490,,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 12 back to back rowhouse dwellings,12,1628500,14608,1408770,Construction,2014-12-02
546,SNOW GOOSE ST,K2J 6C7,Ward 3,4M-1490,,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 12 back to back rowhouse dwellings,12,1628500,14608,1408770,Construction,2014-12-02
548,SNOW GOOSE ST,K2J 6C7,Ward 3,4M-1490,,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 12 back to back rowhouse dwellings,12,1628500,14608,1408770,Construction,2014-12-02
550,SNOW GOOSE ST,K2J 6C7,Ward 3,4M-1490,,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 12 back to back rowhouse dwellings,12,1628500,14608,1408770,Construction,2014-12-02
451,WHITE ARCTIC AVE,K2J 6C8,Ward 3,,pt lots 8 & 9,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 10 back to back rowhouse dwellings,10,1484245,13314,1408771,Construction,2014-12-02
453,WHITE ARCTIC AVE,K2J 6C8,Ward 3,,pt lots 8 & 9,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 10 back to back rowhouse dwellings,10,1484245,13314,1408771,Construction,2014-12-02
455,WHITE ARCTIC AVE,K2J 6C8,Ward 3,,pt lots 8 & 9,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 10 back to back rowhouse dwellings,10,1484245,13314,1408771,Construction,2014-12-02
457,WHITE ARCTIC AVE,K2J 6C8,Ward 3,,pt lots 8 & 9,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 10 back to back rowhouse dwellings,10,1484245,13314,1408771,Construction,2014-12-02
459,WHITE ARCTIC AVE,K2J 6C8,Ward 3,,pt lots 8 & 9,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 10 back to back rowhouse dwellings,10,1484245,13314,1408771,Construction,2014-12-02
530,SNOW GOOSE ST,K2J 6C8,Ward 3,,pt lots 8 & 9,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 10 back to back rowhouse dwellings,10,1484245,13314,1408771,Construction,2014-12-02
532,SNOW GOOSE ST,K2J 6C8,Ward 3,,pt lots 8 & 9,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 10 back to back rowhouse dwellings,10,1484245,13314,1408771,Construction,2014-12-02
534,SNOW GOOSE ST,K2J 6C8,Ward 3,,pt lots 8 & 9,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 10 back to back rowhouse dwellings,10,1484245,13314,1408771,Construction,2014-12-02
536,SNOW GOOSE ST,K2J 6C8,Ward 3,,pt lots 8 & 9,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 10 back to back rowhouse dwellings,10,1484245,13314,1408771,Construction,2014-12-02
538,SNOW GOOSE ST,K2J 6C8,Ward 3,,pt lots 8 & 9,MATTAMY (HALF MOON BAY 4) LIMITED,Rowhouse,Nepean,Construct a 2 storey block of 10 back to back rowhouse dwellings,10,1484245,13314,1408771,Construction,2014-12-02
1571,ALTA VISTA DR,K1G 0E9,Ward 18,569,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit-up on the 1st floor of a 1 storey retail building (nail spa),0,25000,1044,1408772,Construction,2014-12-02
1173,CYRVILLE RD,K1J 7S6,Ward 11,,26,CONTRACTOR UNKNOWN,Office,Gloucester,Tenant fit-up on the 2nd floor of a 3 storey office building (Sheppard & Claude),0,78000,1345,1408773,Construction,2014-12-02
60,GRASSY PLAINS DR,K2M 2M6,Ward 23,4M-839,,PROTECTIVE PLUMBING CANADA,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing Device on the building drain,0,0,0,1408774,Construction,2014-12-02
659,MANSFIELD AVE,K2A 2T5,Ward 15,4M-29,240,PROTECTIVE PLUMBING CANADA,Single,Old Ottawa,PLUMBING ONLY - Install a Protective Plumbing Device on the building drain,0,0,0,1408775,Construction,2014-12-02
50,O'CONNOR ST,K1P 6L2,Ward 14,3922,9,CONTRACTOR UNKNOWN,Office,Old Ottawa,"Interior alterations on the 14th floor of a 17 storey office building (Unit 1415, Nunavut Trust)",0,60000,2000,1408776,Construction,2014-12-02
1020,GRENON AVE,K2B 8L8,Ward 7,4M-394,3,POOL SCAPES,Single,Old Ottawa,Install an enclosure for an inground pool (corner side yard),0,0,0,1408777,Pool Enclosure,2014-12-02
1620,BLOHM DR,K1G 5N6,Ward 10,,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations on the 1st floor of a 2 storey school (St.Thomas More Childcare Centre),0,250000,3369,1408778,Construction,2014-12-02
181,DONALD ST,K1K 1N1,Ward 13,,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations to a 2 storey elementary school - JEANNE-LAJOIE SCHOOL,0,25000,215,1408779,Construction,2014-12-02
739,BUNCHBERRY WAY,K1T 0J8,Ward 22,4M-1507,53,TARTAN HOMES CORPORATION,Single,Gloucester,Construct a 2 storey detached dwelling,1,387702,2608,1408780,Construction,2014-12-02
1487,RIDGEBROOK DR,K1B 4K6,Ward 11,M-123,,CONTRACTOR UNKNOWN,Institutional,Gloucester,Interior alterations in a 1 storey elementary school (Ecole Elementaire Catholique Des Pins),0,750000,4521,1408781,Construction,2014-12-03
319,STEWART ST,K1N 6K5,Ward 12,6,pt lot 40,SANDY HILL CONSTRUCTION,Single,Old Ottawa,Interior alterations on the 2nd floor of a 2 storey detached dwelling,0,10000,186,1408782,Construction,2014-12-03
395,WELLINGTON ST,K1A 0N4,Ward 14,4M-4797,1 33,DONALD SERVANT ELECTRIC LTD.,Office,Old Ottawa,Interior alterations to replace the fire alarm system in a 9 storey office building (Public Archives and National Library Building),0,1300000,0,1408784,Construction,2014-12-03
37,ACACIA AVE,K1M 0P3,Ward 13,4M-189537,30,BLACKFOREST CONTRACTOR INC.,Single,Old Ottawa,"Interior/Exterior alterations to a 2 storey detached dwelling (Construct retaining wall, construct a cold storage area, and renovate the basement)",0,45000,950,1408785,Construction,2014-12-03
6,DEERCHASE CRT,K2M 2R2,Ward 23,4M-902,,PROTECTIVE PLUMBING CANADA,Single,Kanata,PLUMBING ONLY - Install an open port backwater valve on the sanitary sewer in a detached dwelling,0,0,0,1408786,Construction,2014-12-03
933,GLADSTONE AVE,K1A 0T4,Ward 14,,,AIM WASTE MANAGEMENT,Demolition,Old Ottawa,Demolish a 1 storey warehouse building,0,2493700,-250000,1408787,Demolition,2014-12-03
1642,MERIVALE RD,K2G 4A1,Ward 8,401392,31,CONTRACTOR UNKNOWN,Retail,Nepean,"Exterior alterations to a 1 storey retail mall (Store front glazing, Subway, base building work)",0,18000,1140,1408788,Construction,2014-12-03
1104,ISLAND VIEW DR,K4M 1J8,Ward 21,645,24,***CONTRACTOR***,Single,Rideau,Interior alterations to a 1 storey detached dwelling,0,40000,0,1408789,Construction,2014-12-03
261,BRIDGESTONE DR,K2M 0C5,Ward 23,4M-776,117,CRAIG CONTRACTING,Single,Kanata,Construct a deck (rear deck),0,5000,109,1408790,Construction,2014-12-03
2405,ST. LAURENT BLVD,K1G 5B4,Ward 10,,1,THE BETTER LIVING SOLUTIONS GROUP,Office,Old Ottawa,Interior alterations to a 1 storey office building (CFS Canada - Unit F),0,15000,5605,1408791,Construction,2014-12-03
7521,FOURTH LINE RD,,Ward 21,4M-,37,THE FIREPLACE,Single,Rideau,Install a fireplace insert in the livingroom of a detached dwelling,0,4000,0,1408792,Construction,2014-12-03
4536,WOODKILTON RD,K0A 3M0,Ward 5,,18,***CONTRACTOR***,Single,West Carleton,Install a fireplace insert on the 1st floor of a 2 storey detached dwelling,0,7000,0,1408794,Construction,2014-12-03
1071,AGES DR,K1G 6L3,Ward 10,,,CONTRACTOR UNKNOWN,Industrial,Old Ottawa,Tenant fit up in a 1 storey warehouse building (Seresco Technologies Inc.),0,12000,90,1408795,Construction,2014-12-03
925,PARKHAVEN AVE,K2B 5K4,Ward 7,508213,60,MIKON CONSTRUCTION,Single,Old Ottawa,Interior alterations on the 1st floor of a 2 storey detached dwelling,0,60000,431,1408796,Construction,2014-12-03
53,COVINGTON PL,K2G 6B4,Ward 8,4M-868,,BEDARD PLUMBING INC,Single,Nepean,Install a Protective Plumbing Device on the building drain,0,1,1,1408798,Construction,2014-12-03
145,TIMBER LANE,K0A 1X0,Ward 5,CBF,pt lot D,KEINDEL HOMES,Single,West Carleton,Construct an addition and alterations to a 2 storey detached dwelling,0,267768,1177,1408799,Construction,2014-12-03
1079,CARP RD,K2S 1B9,Ward 6,,PART LOT 23,CONTRACTOR UNKNOWN,Institutional,Goulbourn,Interior alterations to install windows in the basement of a daycare building,0,7200,2,1408800,Construction,2014-12-03
586,ROCKROSE WAY,K1T 0J9,Ward 22,4M1507,10,TAMARACK DEVELOPMENTS CORPORATION,Single,Gloucester,Construct a 2 storey single family dwelling,1,529604,3563,1408802,Construction,2014-12-03
767,FIDDLEHEAD ST,,Ward 22,4M-1462,12,CLARIDGE HOMES (LEITRIM) INC.,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Olso 2007 ABC 4 bed,1,307536,2069,1408804,Construction,2014-12-04
1896,BROPHY DR,K0A 2E0,Ward 21,,1,CONTRACTOR UNKNOWN,Demolition,Rideau,Demolish a 2 storey detached dwelling and barn,-1,1500,-2000,1408805,Demolition,2014-12-04
1251,MARITIME WAY,K2K 0J6,Ward 4,4M-1325,,CONTRACTOR UNKNOWN,Retail,Kanata,Construct a 5 storey 116 room hotel with an indoor pool,0,0,0,1408806,Construction,2014-12-04
5,BELL ST,K2S 1P3,Ward 6,528,pt lot 4,DOYLE HOMES,Single,Goulbourn,Construct a 2 storey detached dwelling on existing foundation (rebuild due to fire),1,379812,3249,1408807,Construction,2014-12-04
1957,CASTLEWOOD AVE,K2A 2Z6,Ward 7,330458,,CONTRACTOR UNKNOWN,Detached Garage/Shed,Old Ottawa,Construct a detached garage (side yard),0,0,0,1408808,Construction,2014-12-04
2422,THORSON AVE,K2C 1M5,Ward 8,394912,749,DUMONT FOUNDATIONS LTD,Single,Old Ottawa,Interior alterations in the basement of 1 storey detached dwelling (egress window),0,2300,97,1408809,Construction,2014-12-04
1957,CASTLEWOOD AVE,K2A 2Z6,Ward 7,4M-330458,19,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior/Exterior alterations and construct a 1 storey addition,0,99337,1160,1408810,Construction,2014-12-04
995,FIELDOWN ST,K4C 1B7,Ward 19,50M-70,5,***CONTRACTOR***,Single,Cumberland,Interior alterations to a two storey detached dwelling (garage),0,5000,400,1408811,Construction,2014-12-04
116,ORIOLE ST,,Ward 5,542,23,"GIBBONS, STEPHEN",Single,West Carleton,Finish the basement in a 1 storey detached dwelling,0,23188,624,1408812,Construction,2014-12-04
3740,MOUNTAIN MEADOWS CRES,K1V 1V7,Ward 22,4M-1144,,D&H FENCING,Detached Garage/Shed,Gloucester,Construct a gazebo onto concrete pad  (Mountain Meadows Park),0,12500,286,1408813,Construction,2014-12-04
501,SMYTH RD,K1H 8L6,Ward 18,405,1,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations on the 3rd and 6th floor of an 8 storey hospital (General Campus - GMP & Air Handling Unit lab),0,530000,6770,1408814,Construction,2014-12-04
1792,BANK ST,K1V 7Y6,Ward 17,,,,Retail,Old Ottawa,Remediation of a marijuana grow operation by removing the use of the basement unit in an existing repair sales garage,0,2000,646,1408815,Construction,2014-12-04
43,BIRCH AVE,K1K 3G5,Ward 13,M85,294,***CONTRACTOR***,Single,Old Ottawa,PLUMBING ONLY - Install an open port backwater valve on the sanitary in a detached dwelling,0,0,0,1408816,Construction,2014-12-04
1181,HIGHCROFT DR,K4M 1A8,Ward 21,,pt lot 1,NORTH COUNTRY SHEDS,Detached Garage/Shed,Rideau,Construct a shed (side yard),0,8000,240,1408819,Construction,2014-12-04
578,REARDON PRIV,K1V 2K9,Ward 10,,,DREAM TOUCH RENOVATIONS,Semi - Detached,Ottawa,Interior alterations to a stacked-town dwelling (1st floor and basement),0,8000,100,1408820,Construction,2014-12-04
386,ANDALUSIAN CRES,K2V 0C3,Ward 6,4M-1521,2233,MONARCH CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: 46-4 2011 A,1,432245,2908,1408821,Construction,2014-12-04
550,ROUNCEY RD,K2V 0C5,Ward 6,4M-1521,2136,MONARCH CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: BS32-2 2014 B,1,332359,2236,1408822,Construction,2014-12-04
89,GILCHRIST AVE,K1Y 0M9,Ward 15,M-52,856,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations in a 2 storey detached dwelling,0,11730,782,1408823,Construction,2014-12-04
569,ROUNCEY RD,K2V 0C5,Ward 6,4M-1521,2156,MONARCH CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: BS30-1 Calabrese 2014 A,1,334142,2248,1408824,Construction,2014-12-04
1307,TRENTON AVE,K1Z 8K2,Ward 16,294,60,***CONTRACTOR***,Single,Old Ottawa,Interior alterations to a 1 storey single family dwelling,0,3500,10,1408825,Construction,2014-12-04
239,CRAIG HENRY DR,K2G 5V1,Ward 9,645571,,CONTRACTOR UNKNOWN,Apartment,Nepean,Interior alterations on the 1st floor of a 4 storey apartment building (rental office),0,120000,1666,1408826,Construction,2014-12-04
2319,ORLANDO AVE,K1H 7J8,Ward 18,676,23,EASTERN BUILDING CONSULTANTS & SERVICES LTD.,Single,Old Ottawa,Construct a 2 storey detached dwelling,1,443839,4350,1408827,Construction,2014-12-04
111,DALEHURST DR,K2G 4E2,Ward 9,M233,29,***CONTRACTOR***,Single,Nepean,Construct a secondary dwelling unit in the basement of 1 storey semi-detached dwelling,1,20000,594,1408828,Construction,2014-12-04
