ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
2150,DWYER HILL RD,K0A 1B0,Ward 21,,5,***CONTRACTOR***,Detached Garage/Shed,Goulbourn,Construct a 1 storey addition to a 1 storey storage shed (extend and replace foundation),0,29380,1469,1408500,Construction,2014-11-19
95,FINDLAY AVE,K1S 2V1,Ward 17,108654,107,CONTRACTOR UNKNOWN,Detached Garage/Shed,Old Ottawa,Remove and replace a detached garage (side yard),0,20000,270,1408501,Construction,2014-11-19
16,PRETORIA AVE,K1S 1W7,Ward 17,53786,4 TO 6,ARTISTREE CONSTRUCTION INC,Institutional,Old Ottawa,Interior alterations (expansion) to a 1 storey animal hospital,0,110000,1742,1408502,Construction,2014-11-19
402,HAMILTON AVE S,K1Y 1E1,Ward 15,207509,77,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations on the 1st floor of a 2 storey detached dwelling,0,16364,242,1408503,Construction,2014-11-19
512,CICELY TERR,,Ward 3,4M1506,6,BULAT HOMES LTD.,Single,Nepean,Construct a 2 storey single family dwelling,1,373681,2514,1408504,Construction,2014-11-19
72,VAUGHAN ST,K1M 1X2,Ward 13,4M-98806,111,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a secondary dwelling unit in a 2 storey detached dwelling (basement),1,5000,592,1408505,Construction,2014-11-19
1439,THURLOW ST,K4A 1X5,Ward 1,50M-109,31,MR ROOTER,Single,Cumberland,Replace a damaged kitchen sewage line,0,6500,20,1408506,Construction,2014-11-19
2675,MAC ST,K1V 7B4,Ward 10,,6,CONTRACTOR UNKNOWN,Demolition,Gloucester,Demolish a 1 storey retail building,0,20000,-1884,1408507,Demolition,2014-11-19
11,ROSELAWN CRT,K2G 4J3,Ward 9,4M-319,20,PROTECTIVE PLUMBING CANADA,Single,Nepean,PLUMBING PERMIT ONLY: Install a mainline backwater valve on the sanitary sewer in a 2 storey detached dwelling,0,0,0,1408508,Construction,2014-11-19
115,KERRY HILL CRES,,Ward 5,4M-939,pt lot 1,THE FIREPLACE CENTRE,Single,West Carleton,Install a woodstove in a 1 storey detached dwelling (main floor),0,8000,0,1408509,Construction,2014-11-19
40,RUSKIN ST,K1Y 4W7,Ward 15,135079,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Construct a 4 storey addition & interior alterations on all floors of a 5 storey institutional building - [University of Ottawa Heart Institute],0,62765589,214061,1408510,Construction,2014-11-19
71,ROCHESTER ST,K1R 7L5,Ward 14,13,20,***CONTRACTOR***,Rowhouse,Old Ottawa,Interior alterations on the 1st floor of a 2 storey rowhouse,0,1500,30,1408513,Construction,2014-11-19
59,ALAMEDA WAY,K2J 5B3,Ward 3,4M-1157,,CK LANDRY CONSTRUCTION,Single,Nepean,Finish the basement in a 2 storey detached dwelling,0,24377,656,1408514,Construction,2014-11-20
100,BAYSHORE DR,K2B 8C1,Ward 7,465465,,PCL CONSTRUCTION,Demolition,Nepean,Demolish - Phase 3 of 3 level parking structure to attached 3 storey retail building - (Bayshore Shopping Centre),0,100000,-14809,1408515,Demolition,2014-11-20
618,GAINSBOROUGH AVE,K2A 2Y8,Ward 15,M29,778,***CONTRACTOR***,Single,Old Ottawa,Construct a 1 storey at the rear and a 2nd storey addition at the side of a 2 storey detached dwelling,0,100000,365,1408516,Construction,2014-11-20
32,COACHMAN CRES,K2S 1X8,Ward 6,4M-1057,70,***CONTRACTOR***,Single,Goulbourn,PLUMBING ONLY - Plumbing for bathroom on the 2nd floor of a 2 storey detached dwelling,0,0,0,1408517,Construction,2014-11-20
56,MILNER DOWNS CRES,K2M 2S5,Ward 23,4M-980,,CLEAN WATER WORKS,Single,Kanata,PLUMBING ONLY - Install a open port backwater valve on the storm and sanitary sewer in a detached dwelling,0,0,0,1408518,Construction,2014-11-20
3781,SIXTH ST,K1T 1K5,Ward 10,4M-863,,CONTRACTOR UNKNOWN,Institutional,Gloucester,Interior alterations on the 1st floor of a 2 storey institutional building - Ste. Bernadette Elementary School,0,20000,621,1408519,Construction,2014-11-20
3651,GREENLAND RD,K0A 1T0,Ward 5,,PART LOT 9,THE FIREPLACE STATION,Single,West Carleton,Install a woodstove in a 2 storey detached dwelling (basement),0,6300,0,1408520,Construction,2014-11-20
100,BAYSHORE DR,K2B 8C1,Ward 7,465465,17,PCL CONSTRUCTORS CANADA INC.,Other,Nepean,"PHASE 3 ONLY - Construct a detached 5 level parking structure for Bayshore Shopping Centre between gridlines ""3.5"" and ""-1.5""",0,0,0,1408521,Construction,2014-11-20
6864,GALLAGHER RD,K0A 2T0,Ward 21,,PT LOT 7,***CONTRACTOR***,Single,Rideau,Install an enclosure for an inground pool (rear yard),0,0,0,1408522,Pool Enclosure,2014-11-20
825,IROQUOIS RD,K2A 3N3,Ward 7,342736,,***CONTRACTOR***,Single,Old Ottawa,Construct a secondary dwelling in a 1 storey detached dwelling (basement),1,35000,1105,1408523,Construction,2014-11-20
140,CULLODEN CRES,K2J 5Z9,Ward 22,,8,MONARCH CORPORATION,Single,Nepean,Construct a 2 storey detached dwelling,1,381113,2564,1408524,Construction,2014-11-20
1460,METZ CRES,K1K 4A1,Ward 13,,,***CONTRACTOR***,Single,Old Ottawa,Interior/exterior alterations to convert a 3 season porch into a 4 season porch at the front of 2 storey detached dwelling,0,9000,56,1408525,Construction,2014-11-20
1085,CAHILL DR W,K1V 9J1,Ward 16,M139,207,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations on the 1st floor of a 1 storey detached dwelling (remove walls to make kitchen open concept),0,10000,455,1408526,Construction,2014-11-20
1172,RAINBOW ST,K1J 6X7,Ward 11,,15,CONTRACTOR UNKNOWN,Office,Gloucester,Interior alterations to a 1 storey office building ( I.B.E.W local 586 - Instructional Facility),0,320000,2992,1408527,Construction,2014-11-20
54,ROTHWELL DR,K1J 7G6,Ward 11,652,156,CONTRACTOR UNKNOWN,Single,Gloucester,Interior alterations on the 1st  floor of a 1 storey detached dwelling,0,38000,258,1408528,Construction,2014-11-20
500,PALLADIUM DR,K2V 1C2,Ward 23,4M-,,THE FIA GROUP (CONSTRUCTION DIVISION),Office,Kanata,Interior alterations in a 3 storey office building (Genband - Suite #2100 - P2),0,37000,10,1408529,Construction,2014-11-20
66,ROSEMERE AVE,K1S 1A6,Ward 17,93733,3,RIDEAU VALLEY RENOVATIONS,Single,Old Ottawa,Interior alterations to a 1 storey detached dwelling,0,25000,140,1408530,Construction,2014-11-20
237,DALY AVE,K1N 6G1,Ward 12,6E,23,OTTAWA FOUNDATION INC.,Single,Old Ottawa,Exterior alterations to repair the foundation of a 2 storey detached dwelling,0,3800,0,1408531,Construction,2014-11-20
337,SUGAR PINE CRES,K2M 0H6,Ward 23,4M-1495,102,URBANDALE CONSTRUCTION,Single,Kanata,Construct a 2 storey detached dwelling,1,313705,2673,1408532,Construction,2014-11-20
3771,SPRATT RD,K1V 2P3,Ward 22,,18 & 19,BMI CORPORATION,Retail,Gloucester,Tenant fit up in a 1 storey retail building (Gamma Dynacare),0,75000,1900,1408533,Construction,2014-11-20
2892,OLD MAPLE LANE,K0A 1T0,Ward 5,689,58,TOP HAT HOME COMFORT SERVICES,Single,West Carleton,Install a woodstove in a 1 storey detached dwelling (basement),0,4300,0,1408534,Construction,2014-11-20
198,GRAINSTONE WAY,K2T 0H2,Ward 4,4M-1489,186,UNIFORM URBAN DEVELOPMENTS LTD.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 2900A Sullivan 2014 A,1,428975,2886,1408535,Construction,2014-11-20
1642,MERIVALE RD,K2G 4A1,Ward 8,401392,,CONTRACTOR UNKNOWN,Retail,Nepean,Office suite 2020 fit-up on the 2nd floor of a 2 storey retail building (YMCA),0,229091,2982,1408536,Construction,2014-11-20
820,HARE AVE,K2A 3J2,Ward 7,352649,4,FRED MCMASTER,Single,Old Ottawa,Construct a front verandah under roof canopy,0,11000,90,1408537,Construction,2014-11-21
108,VALLIER WAY,K4A 0R4,Ward 19,4M-1435,39,EVOLUTIONARY CONTRACTING INC.,Single,Cumberland,Finish the basement of a 2 storey detached dwelling,0,18803,506,1408538,Construction,2014-11-21
1927,FAIRMEADOW CRES,K1H 7B8,Ward 18,4M-797,37,RND CONSTRUCTION,Single,Old Ottawa,Construct a 1 storey addition (rear) and interior alterations on the 1st floor of a 2 storey detached dwelling,0,59728,400,1408539,Construction,2014-11-21
703,WILLOWMERE WAY,K1T 0L6,Ward 22,4M-1484,102,TARTAN HOMES CORPORATION,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Welland 2013 A,1,371005,2496,1408542,Construction,2014-11-21
699,WILLOWMERE WAY,K1T 0L5,Ward 22,4M-1484,101,TARTAN HOMES CORPORATION,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Kawartha 2013 A,1,429866,2892,1408543,Construction,2014-11-21
230,VIA SAN MARINO ST,K2J 5X9,Ward 3,4M-1497,36,TARTAN HOMES CORPORATION,Single,Nepean,Construct a 2 storey detached dwelling,1,419611,2823,1408544,Construction,2014-11-21
424,ODESSA WAY,K2J 5X7,Ward 3,,74,TARTAN HOMES CORPORATION,Single,Nepean,Construct a 3 storey detached dwelling,1,474905,3195,1408545,Construction,2014-11-21
216,LACROIX AVE,K1E 1K2,Ward 1,24,42,***CONTRACTOR***,Single,Cumberland,Construct a secondary dwelling in the basement of a detached dwelling,1,15000,800,1408546,Construction,2014-11-21
171,LLOYDALEX CRES,K0A 1L0,Ward 21,,pt lot 1,M. SULLIVAN AND SON LIMITED,Single,West Carleton,Interior/exterior alterations to a 1 storey detached dwelling (fire restoration),0,150000,0,1408547,Construction,2014-11-21
170,GREY FOX DR,K0A 1L0,Ward 5,4M-908,16,M. SULLIVAN AND SON LIMITED,Single,West Carleton,Interior alterations to a 1 storey detached dwelling (fire restoration),0,275000,270,1408548,Construction,2014-11-21
16,STILL WATER DR,K2H 5K2,Ward 7,442519,668,MULTI-DRAIN INC,Single,Nepean,Plumbing only - Install a Protective Device on the building drain,0,0,0,1408549,Construction,2014-11-21
1321,THAMES ST,K1Z 7N2,Ward 16,221,,"MANCA, GIOVANNI",Single,Old Ottawa,Interior alterations to a 2 storey detached dwelling (create wine cellar under existing garage floor),0,7000,0,1408550,Construction,2014-11-21
109,ABACA WAY,K2S 2C3,Ward 6,4M-1159,,WINMAR OTTAWA,Semi - Detached,Goulbourn,"Interior alterations to a 2 storey rowhouse dwelling unit due to fire damage, reinstate thermal protection of exposed walls, demolition of 1st & 2nd storeys",0,20000,800,1408551,Construction,2014-11-21
3794,ALBION RD,K1T 1A5,Ward 10,,8,***CONTRACTOR***,Single,Gloucester,Install a woodstove in a 2 storey detached dwelling (basement),0,2500,0,1408552,Construction,2014-11-21
1400,BLAIR PL,K1J 9B8,Ward 11,,21,MYNOTT CONSTRUCTION,Office,Gloucester,Interior alterations on the 7th floor of a 7 storey office building (Bentall Kennedy),0,20000,1000,1408553,Construction,2014-11-21
3348,MORNINGMIST WAY,K0A 2W0,Ward 20,4M-1457,9,PARKVIEW HOMES,Single,Osgoode,Construct a 1 storey detached dwelling,1,260120,1750,1408554,Construction,2014-11-21
334,ZEPHYR AVE,K2B 6A1,Ward 7,425391,,"LAUZON, HAROLD",Apartment,Old Ottawa,"Plumbing only - Repair 4"" sewer pipe",0,1000,0,1408555,Construction,2014-11-21
46,MILNER DOWNS CRES,K2M 2S5,Ward 23,4M-980,,PRO FLOW SERVICES INC.,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing Device on the building drain,0,0,0,1408556,Construction,2014-11-21
8555,CAMPEAU DR,K2T 0K5,Ward 4,,3,JOB DOCTOR,Retail,Kanata,"Tenant fit-up in a 1 storey retail building (Tanger Outlet, Beauty Box, Unit 996)",0,6000,300,1408557,Construction,2014-11-21
580,BOOTH ST,K1A 0E4,Ward 14,41,3 to 20,THOMPSON BOILER WORKS,Office,Old Ottawa,Construct a stand alone heating plant in the basement of a 7 storey office building (PWGSC),0,100000,1270,1408558,Construction,2014-11-21
100,MARCHE WAY,K1S 5J3,Ward 17,26085,17 - 18,CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Tenant fit up on 1st floor of retail building (Lansdowne Park, Building H, Sunset Grille Restaurant)",0,225000,2148,1408559,Construction,2014-11-21
3707,BECKS RD,K0A 2H0,Ward 5,,pt lot 10,***CONTRACTOR***,Single,West Carleton,Install a pellet stove in a 2 storey detached dwelling (basement),0,5495,0,1408560,Construction,2014-11-21
3707,BECKS RD,K0A 2H0,Ward 5,,pt lot 10,THE FIREPLACE CENTER AND PATIO SHOP,Single,West Carleton,Install a pellet stove in a 2 storey detached dwelling (basement),0,5495,0,1408560,Construction,2014-11-21
127,PRESLAND RD,K1K 2C1,Ward 13,,,145 PRESLAND RD INC.,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling,-1,10000,-1292,1408561,Demolition,2014-11-21
728,COURTENAY AVE,K2A 3C1,Ward 7,M98,71,PROSPECT BUILDERS LTD.,Single,Old Ottawa,Interior alterations to a 2 storey single family dwelling,0,35000,800,1408562,Construction,2014-11-21
937,BERMUDA AVE,K1K 0V5,Ward 13,M100,35 36,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations on the 1st floor of a 2 storey detached dwelling,0,5000,49,1408563,Construction,2014-11-21
4829,MILTON RD,K0A 3H0,Ward 19,,19,***CONTRACTOR***,Detached Garage/Shed,Cumberland,Construct a detached storage shed,0,47520,4752,1408564,Construction,2014-11-21
6480,RENAUD RD,K4B 1H9,Ward 2,,2,TOP HAT HOME COMFORT SERVICES,Single,Gloucester,Install a woodstove in a 1 storey detached dwelling,0,2500,10,1408565,Construction,2014-11-21
34,BEAVERTON AVE,K2E 5K4,Ward 9,404422,306,SENTINEL SOLAR,Single,Nepean,Exterior alterations to add solar panels to the roof of a detached dwelling,0,29000,710,1408566,Construction,2014-11-21
544,GUY ST,K1K 1B9,Ward 13,300,45 46,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations to a 1 storey detached dwelling and Finish the basement,0,21689,471,1408567,Construction,2014-11-21
63,MILNER DOWNS CRES,K2M 2S5,Ward 23,4M-,,CLEAN WATER WORKS INC,Single,Kanata,PLUMBING ONLY - Install an open port backwater valve on the sanitary sewer in a detached dwelling,0,1780,1,1408568,Construction,2014-11-21
220,GREENRIDGE ST,K1C 7R3,Ward 2,4M-1232,,OAKWOOD BUILDERS,Single,Gloucester,Interior alterations to a 2 storey detached dwelling,0,6000,116,1408569,Construction,2014-11-21
108,DUCK POND PL,K0A 1T0,Ward 5,4M-1101,2,OAKWOOD BUILDERS,Single,West Carleton,Interior alterations to a 2 storey detached dwelling,0,6500,232,1408570,Construction,2014-11-21
264,FIFTH AVE,K1S 2N5,Ward 17,37027,11,OAKWOOD BUILDERS,Single,Old Ottawa,Construct an extension to the deck (rear yard),0,1500,53,1408571,Construction,2014-11-21
22,KEIGHLEY CIR,K2K 3H8,Ward 4,4M-1113,36,L3 BUILDERS,Single,Kanata,Interior alterations on the 2nd floor of a  2 storey detached dwelling,0,18750,90,1408572,Construction,2014-11-21
16,BANNOCK CRES,K2K 2P8,Ward 4,4M-744,183,"ROACH, MARTIN",Single,Kanata,Interior/Exterior alterations to install a new window in basement of a 2 storey detached dwelling,0,3000,0,1408573,Construction,2014-11-21
10,MARBLE ARCH CRES,K2G 5R9,Ward 8,4M-627,73,SIROIS & SONS GENERAL CONTRACTORS INC.,Single,Nepean,Interior alterations to install an elevator in a 2 storey detached dwelling,0,11200,120,1408574,Construction,2014-11-21
53,MACLAREN ST,K2P 0K3,Ward 14,43831,,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,"Interior alterations in the basement of a three storey residential building (moving door in exit stair, closing off man door from rooming unit ""J"", flipping of rooming unit ""F"" and excercise room).",0,5000,669,1408575,Construction,2014-11-21
1132,ST. PIERRE ST,K1C 1L5,Ward 1,86,29,***CONTRACTOR***,Single,Gloucester,Construct a carport to a 2 storey detached dwelling (side yard),0,2500,144,1408576,Construction,2014-11-21
536,BRIDGEPORT AVE,,Ward 21,4M-1494,75,MINTO COMMUNITIES INC.,Single,Rideau,Install an enclosure for a hot tub (rear yard),0,0,0,1408577,Pool Enclosure,2014-11-21
1385,WOODROFFE AVE,K2G 1V8,Ward 8,,34 35,CONTRACTOR UNKNOWN,Institutional,Nepean,Interior alterations for the C-Administrative Building in Algonquin College (Room C050),0,35000,301,1408578,Construction,2014-11-21
231,O'CONNOR ST,K2P 1T8,Ward 14,12281,42,MR FOUNDATION,Single,Old Ottawa,Exterior alterations to a 2 storey detached dwelling (foundation replacement),0,30000,850,1408579,Construction,2014-11-21
95,JAVA ST,K1Y 3L5,Ward 15,4M-,13,MR FOUNDATION,Single,Old Ottawa,Exterior alterations to a 2 storey detached dwelling (foundation replacement),0,30000,130,1408580,Construction,2014-11-21
1,PINEPOINT DR,K2H 6B1,Ward 8,379444,183,CONTRACTOR UNKNOWN,Single,Nepean,Interior alterations to a 2 storey detached dwelling,0,20000,484,1408581,Construction,2014-11-21
116,LISGAR ST,K2P 0C2,Ward 14,14350,60-61,GLENVIEW CONSTRUCTION LIMITED,Office,Old Ottawa,Office fit-up on the 3rd floor of a 7 storey office building (ICTC)(Single tenant floor plate),0,65455,5000,1408582,Construction,2014-11-24
116,LISGAR ST,K2P 0C2,Ward 14,14350,60-61,GLENVIEW CONSTRUCTION LIMITED,Office,Old Ottawa,Interior alterations to the ground floor of a 7 storey office building (FITT),0,65000,2160,1408583,Construction,2014-11-24
7,JACK AARON DR,K2G 6M3,Ward 9,4M-1004,47,PROTECTIVE PLUMBING CANADA,Single,Nepean,Install a Protective Plumbing Device on the building drain,0,0,0,1408584,Construction,2014-11-24
2591,ST. JOSEPH BLVD,K1C 1G4,Ward 1,10,1 2,CONTRACTOR UNKNOWN,Retail,Gloucester,Tenant fit up in on the 1st storey of a 1 storey building (Caisse Desjardins),0,148935,7500,1408585,Construction,2014-11-24
330,SPARKS ST,K1A 0N5,Ward 14,4M-,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations to floor 11 in a 29 storey office building,0,32600,144,1408586,Construction,2014-11-24
6006,LONGLEAF DR,K1W 1J2,Ward 2,4M-987,77,CONTRACTOR UNKNOWN,Single,Gloucester,Interior alterations to a 2 storey single family dwelling,0,10000,129,1408587,Construction,2014-11-24
1739,WALKLEY RD,K1V 2P6,Ward 18,31,34 to 35,DCL MANAGEMENT LIMITED,Retail,Old Ottawa,Tenant fit up on the 1st floor of 1 storey retail building (Popeyes Louisiana Kitchen),0,200000,2067,1408588,Construction,2014-11-24
2000,MONTREAL RD,K1J 6N2,Ward 11,,,DCL MANAGEMENT LIMITED,Retail,Gloucester,Tenant fit up on to a 1 stoery retail building (Popeyes Louisiana Kitchen),0,200000,3197,1408589,Construction,2014-11-24
90,SPARKS ST,K1A 0H9,Ward 14,3922,,PCS GENERAL CONTRACTORS,Office,Old Ottawa,Interior alterations on the 2nd floor of a 14 storey office building (Privy Council - Unit #820),0,32800,807,1408590,Construction,2014-11-24
42,CAROLINE AVE,K1Y 0S7,Ward 15,M-52,642,CONTRACTOR UNKNOWN,Single,Old Ottawa,Install a woodstove in a 2 storey detached dwelling (main floor),0,5000,8,1408591,Construction,2014-11-24
99,FIFTH AVE,K1S 5K4,Ward 17,34756,18 21 36 37,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit-up on the 2nd floor of a 2 storey mixed use building (Fitness Club),0,60000,1518,1408592,Construction,2014-11-24
444,SUNNYSIDE AVE,K1S 0S9,Ward 17,4M-115,5,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Exterior alterations to a 2 storey detached dwelling (repair of foundation on north wall),0,15000,100,1408593,Construction,2014-11-24
207,BELL ST N,K1R 7E1,Ward 14,33,3 to 7,CLV GROUP INC FOR INTERRENT,Apartment,Old Ottawa,"Phase 3 Renovations - interior alterations to 201 Bell St. N only, all floors",0,4874408,3222,1408594,Construction,2014-11-25
10,TRILLIUM AVE,K2E 5M9,Ward 9,303943,18-19,***CONTRACTOR***,Single,Nepean,Install a woodstove in a 2 storey detached dwelling,0,5000,0,1408595,Construction,2014-11-25
75,BRISTLING CRES,,Ward 3,,57,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Westlynn 2007 A,1,423921,2852,1408597,Construction,2014-11-25
700,MAYFLY CRES,,Ward 3,,,MATTAMY (STRANDHERD) LIMITED,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Majestic 2012 A Std,Fir 2012 A,Chestnut 2012 A,Fir 2012 A,Pristine Corner 2012 A,Oak End 2012 A",6,1037876,9310,1408598,Construction,2014-11-25
702,MAYFLY CRES,,Ward 3,,,MATTAMY (STRANDHERD) LIMITED,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Majestic 2012 A Std,Fir 2012 A,Chestnut 2012 A,Fir 2012 A,Pristine Corner 2012 A,Oak End 2012 A",6,1037876,9310,1408598,Construction,2014-11-25
704,MAYFLY CRES,,Ward 3,,,MATTAMY (STRANDHERD) LIMITED,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Majestic 2012 A Std,Fir 2012 A,Chestnut 2012 A,Fir 2012 A,Pristine Corner 2012 A,Oak End 2012 A",6,1037876,9310,1408598,Construction,2014-11-25
706,MAYFLY CRES,,Ward 3,,,MATTAMY (STRANDHERD) LIMITED,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Majestic 2012 A Std,Fir 2012 A,Chestnut 2012 A,Fir 2012 A,Pristine Corner 2012 A,Oak End 2012 A",6,1037876,9310,1408598,Construction,2014-11-25
708,MAYFLY CRES,,Ward 3,,,MATTAMY (STRANDHERD) LIMITED,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Majestic 2012 A Std,Fir 2012 A,Chestnut 2012 A,Fir 2012 A,Pristine Corner 2012 A,Oak End 2012 A",6,1037876,9310,1408598,Construction,2014-11-25
710,MAYFLY CRES,,Ward 3,,,MATTAMY (STRANDHERD) LIMITED,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Majestic 2012 A Std,Fir 2012 A,Chestnut 2012 A,Fir 2012 A,Pristine Corner 2012 A,Oak End 2012 A",6,1037876,9310,1408598,Construction,2014-11-25
191,LAMPREY ST,,Ward 3,,33,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Wildflower 2012 C,1,285983,1924,1408599,Construction,2014-11-25
402,KILSPINDIE RIDGE,,Ward 22,4M-1518,19,UNIFORM URBAN DEVELOPMENTS LTD.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 2600C Frontenac 2014 A,1,381410,2566,1408600,Construction,2014-11-25
61,BRISTLING CRES,,Ward 3,,64,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Westlynn 2009 C,1,426596,2870,1408601,Construction,2014-11-25
712,MAYFLY CRES,,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Oak End 2012 B,Majestic 2012 B Std,Majestic 2012 B Std,Chestnut 2012 B,Oak End 2012 B,Fir 2012 B",6,1067307,9574,1408602,Construction,2014-11-25
714,MAYFLY CRES,,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Oak End 2012 B,Majestic 2012 B Std,Majestic 2012 B Std,Chestnut 2012 B,Oak End 2012 B,Fir 2012 B",6,1067307,9574,1408602,Construction,2014-11-25
716,MAYFLY CRES,,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Oak End 2012 B,Majestic 2012 B Std,Majestic 2012 B Std,Chestnut 2012 B,Oak End 2012 B,Fir 2012 B",6,1067307,9574,1408602,Construction,2014-11-25
718,MAYFLY CRES,,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Oak End 2012 B,Majestic 2012 B Std,Majestic 2012 B Std,Chestnut 2012 B,Oak End 2012 B,Fir 2012 B",6,1067307,9574,1408602,Construction,2014-11-25
720,MAYFLY CRES,,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Oak End 2012 B,Majestic 2012 B Std,Majestic 2012 B Std,Chestnut 2012 B,Oak End 2012 B,Fir 2012 B",6,1067307,9574,1408602,Construction,2014-11-25
722,MAYFLY CRES,,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Oak End 2012 B,Majestic 2012 B Std,Majestic 2012 B Std,Chestnut 2012 B,Oak End 2012 B,Fir 2012 B",6,1067307,9574,1408602,Construction,2014-11-25
190,LAMPREY ST,,Ward 3,,38,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Forestlane 2012 D,1,306049,2059,1408603,Construction,2014-11-25
195,LAMPREY ST,,Ward 3,,35,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Marigold  2012 Corner B,1,254174,1710,1408604,Construction,2014-11-25
740,MAYFLY CRES,,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Chestnut 2012 A,Oak End 2012 A,Chestnut 2012 A,Fir 2012 A,Oak End 2012 A",5,833980,7481,1408605,Construction,2014-11-25
742,MAYFLY CRES,,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Chestnut 2012 A,Oak End 2012 A,Chestnut 2012 A,Fir 2012 A,Oak End 2012 A",5,833980,7481,1408605,Construction,2014-11-25
744,MAYFLY CRES,,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Chestnut 2012 A,Oak End 2012 A,Chestnut 2012 A,Fir 2012 A,Oak End 2012 A",5,833980,7481,1408605,Construction,2014-11-25
746,MAYFLY CRES,,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Chestnut 2012 A,Oak End 2012 A,Chestnut 2012 A,Fir 2012 A,Oak End 2012 A",5,833980,7481,1408605,Construction,2014-11-25
748,MAYFLY CRES,,Ward 3,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Chestnut 2012 A,Oak End 2012 A,Chestnut 2012 A,Fir 2012 A,Oak End 2012 A",5,833980,7481,1408605,Construction,2014-11-25
168,LAMPREY ST,,Ward 3,,49,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Wildflower 2012 C,1,285983,1924,1408606,Construction,2014-11-25
87,BRISTLING CRES,,Ward 3,,51,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Woodbury II 2014 A,1,333399,2243,1408607,Construction,2014-11-25
776,DICKENS AVE,K1G 2X8,Ward 18,4M-728,117,EASY DRAIN PLUMBING,Single,Old Ottawa,PLUMBING ONLY - Install a Protective Plumbing Device on the building drain,0,0,0,1408608,Construction,2014-11-25
