ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
551,ADAMSON CRES,K2S 0S7,Ward 6,4M-1447,115,PATTEN HOMES 2000,Single,Goulbourn,"Construct a 2 storey detached dwelling with attached garage - Model ""The Lewis-modified""",1,185000,1500,1207545,Construction,2012-11-01
553,ADAMSON CRES,K2S 0S7,Ward 6,4M-1447,116,PATTEN HOMES 2000,Single,Goulbourn,Construct a 1 storey detached dwelling with attached garage (Model: The Purchase),1,200000,1600,1207546,Construction,2012-11-01
271,GRACEWOOD CRES,,Ward 22,4M-,5,TARTAN HOMES CORPORATION,Single,Gloucester,Construct a 2 storey detached dwelling with attached 2 car garage - Model: Linden 2011 /w loft,1,175480,2364,1207547,Construction,2012-11-01
2011,GLENFERN AVE,K1J 6H2,Ward 11,818,,BONDFIELD CONSTRUCTION COMPANY LTD,Institutional,Gloucester,Install 559 solar panels with 33 restraint anchors on the roof of a 1 storey institutional building (Robert Hopkins Public School),0,45000,0,1207548,Construction,2012-11-01
13,RALPHPARK ST,K2S 1N2,Ward 6,715,pt lot 49,***CONTRACTOR***,Single,Goulbourn,Construct an attached garage at the front of a 1 storey detached dwelling,0,26000,593,1207549,Construction,2012-11-01
664,MANSFIELD AVE,K2A 2T6,Ward 15,M29,299,OTTAWA GENERAL CONTRACTORS,Single,Old Ottawa,Construct a 1 storey addition on a 1 storey detached dwelling,0,85617,1142,1207550,Construction,2012-11-01
100,TRAINYARDS DR,K1G 3S2,Ward 18,4M-1283,,REALITECH,Retail,Old Ottawa,Tenant fit-up in a 1 storey retail building (Yellow Shoes),0,175000,4600,1207551,Construction,2012-11-01
5565,PHILIP ST,,Ward 20,393,62,OTTAWA GENERAL CONTRACTORS,Single,Osgoode,Exterior alterations to raise the foundation of a 2 storey detached dwelling,0,10000,634,1207552,Construction,2012-11-01
69,DAVID DR,K2G 2N4,Ward 8,3497836,26,CONTRACTOR UNKNOWN,Single,Nepean,Construct a 1 storey addition at the rear of a 1 storey detached dwelling,0,71000,560,1207553,Construction,2012-11-01
612,GILMOUR ST,K1R 5L8,Ward 14,15558,14,CONTRACTOR UNKNOWN,Single,Old Ottawa,Enclosure of a hot tub in the rear yard of a detached dwelling,0,0,0,1207554,Pool Enclosure,2012-11-01
53,GOULD ST,K1Y 2P3,Ward 15,145,1,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey detached dwelling with attached 2 car garage,1,200000,2583,1207555,Construction,2012-11-01
53,GOULD ST,K1Y 2P3,Ward 15,145,1,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling with detached garage,-1,12000,-1076,1207556,Demolition,2012-11-01
6701,WATERLOO ST,,Ward 21,7,10,KEMPTVILLE POOL & SPA,Single,Rideau,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1207557,Pool Enclosure,2012-11-01
142,BRIDLE PARK DR,K2M 2X9,Ward 23,4M-1132,33,CALBRAZAC INC,Semi - Detached,Kanata,Finish the basement in a 2 storey detached dwelling,0,20000,956,1207558,Construction,2012-11-01
37,CRAIGHALL CIR,K1T 4B5,Ward 10,4M-997,,SPLIT ROCK,Detached Garage/Shed,Old Ottawa,Construct a cabana in the rear yard of a 2 storey detached dwelling,0,10000,560,1207560,Construction,2012-11-01
210,MEANDERING BROOK DR,K1T 0C5,Ward 10,4M-1290,,CONTRACTOR UNKNOWN,Rowhouse,Gloucester,Construct a deck in the rear yard of a 2 storey rowhouse,0,4000,278,1207561,Construction,2012-11-01
60,SHINING STAR CIR,K2S 2B4,Ward 6,4M-1163,149,***CONTRACTOR***,Single,Goulbourn,Construct a porch at the rear of a 1 storey detached dwelling,0,3500,400,1207562,Construction,2012-11-01
6361,ROSLYN AVE,K1C 2Z9,Ward 1,4M-1105,6,LEMAY HOMES-MAISONS LEMAY,Single,Gloucester,Extend the balcony in the rear yard of a 1 storey detached dwelling,0,2250,150,1207563,Construction,2012-11-01
6361,ROSLYN AVE,K1C 2Z9,Ward 1,4M-1105,6,"MARCIL, BERNARD",Single,Gloucester,Extend the balcony in the rear yard of a 1 storey detached dwelling,0,2250,150,1207563,Construction,2012-11-01
1,ANTARES DR,K2E 8C4,Ward 9,,pt lot 27,ACC PAR SYSTEMS LTD.,Office,Nepean,Interior alterations on the 5th floor of a 5 storey office building,0,80000,5000,1207564,Construction,2012-11-01
73,ROCHELLE DR,,Ward 21,,,TALOS CUSTOM HOMES LTD,Single,Goulbourn,Construct a 2 story detached dwelling with attached garage,1,408000,4089,1207565,Construction,2012-11-01
168,ARLINGTON AVE,K1R 5S7,Ward 14,30,31,SKANES SPLINTERS,Duplex,Old Ottawa,Construct a deck at the rear of a duplex,0,10000,1248,1207566,Construction,2012-11-01
35,O'HARA DR,K2W 1A2,Ward 5,4M-504,22,***CONTRACTOR***,Single,Kanata,Construct a 2 storey detached dwelling with attached garage,1,300000,2580,1207567,Construction,2012-11-01
14,PEIKOFF CRES,K2K 3K6,Ward 4,4M-1121,39,***CONTRACTOR***,Single,Kanata,Finish the basement in a 1 storey detached dwelling,0,12900,866,1207568,Construction,2012-11-01
219,VISION ST,,Ward 22,,,CLARIDGE HOMES (RIVER ROAD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Cambridge III 2010 A,Queensby III 2010 A,Wimbledon III 2010 A,Bexley III 2010 A",4,442095,5794,1207569,Construction,2012-11-01
221,VISION ST,,Ward 22,,,CLARIDGE HOMES (RIVER ROAD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Cambridge III 2010 A,Queensby III 2010 A,Wimbledon III 2010 A,Bexley III 2010 A",4,442095,5794,1207569,Construction,2012-11-01
223,VISION ST,,Ward 22,,,CLARIDGE HOMES (RIVER ROAD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Cambridge III 2010 A,Queensby III 2010 A,Wimbledon III 2010 A,Bexley III 2010 A",4,442095,5794,1207569,Construction,2012-11-01
225,VISION ST,,Ward 22,,,CLARIDGE HOMES (RIVER ROAD) INC.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Cambridge III 2010 A,Queensby III 2010 A,Wimbledon III 2010 A,Bexley III 2010 A",4,442095,5794,1207569,Construction,2012-11-01
219,TERRAPIN TERR,,Ward 19,,105,MINTO COMMUNITIES INC.,Single,Cumberland,Construct a 2 storey detached dwelling with attached garage  Model: Hudson 2011 B,1,119170,1631,1207570,Construction,2012-11-01
433,DAWSON AVE,K1Z 5V5,Ward 15,443,47,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey addition at the rear and finish the basement in a 1 storey detached dwelling to create a detached dwelling with secondary dwelling unit.,1,150000,2773,1207573,Construction,2012-11-01
121,KINCARDINE DR,K2V 1B1,Ward 23,4M-956,,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY - Install  protective Plumbing Device on City Sewer in a detached dwelling,0,0,0,1207574,Construction,2012-11-01
90,COUNTRY LANE W,K2L 1J3,Ward 23,809,356,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing device on a City Sewer in a detached dwelling,0,0,0,1207575,Construction,2012-11-01
187,MCELROY DR,K2L 1X7,Ward 23,896,1222,TWO BROTHERS CONSTRUCTION,Single,Kanata,Install a Protective Plumbing Device on a City Sewer in a detached dwelling,0,0,0,1207576,Construction,2012-11-01
4,COURTNEY RD,K2L 1L8,Ward 23,839,597,TWO BROTHERS CONSTRUCTION,Single,Kanata,PLUMBING ONLY - Install a Protective Plumbing device on a City Sewer in a detached dwelling,0,0,0,1207577,Construction,2012-11-01
1382,FISHER AVE,K2C 1X1,Ward 9,310501,6,CONTRACTOR UNKNOWN,Single,Old Ottawa,Remove and replace attached garage with 2 storey garage and bedrooms above at the side of a 1 storey detached dwelling,0,100000,750,1207578,Construction,2012-11-01
128,PENFIELD DR,K2K 1M5,Ward 4,847,759,TWO BROTHERS CONSTRUCTION,Single,Kanata,Install a Protective Plumbing Device on City Sewers in a detached dwelling,0,0,0,1207579,Construction,2012-11-01
103,MALVERN DR,K2J 4T2,Ward 3,194,,BONDFIELD CONSTRUCTION COMPANY LTD,Institutional,Nepean,Install 520 solar panels and 60 restraint anchors on the roof of a 2 storey institutional building (John McCrae High School),0,72833,0,1207580,Construction,2012-11-01
5565,PHILIP ST,,Ward 20,393,62,OTTAWA GENERAL CONTRACTORS,Single,Osgoode,Interior alterations to the 1st and 2nd floor of a 2 storey detached dwelling,0,28333,634,1207581,Construction,2012-11-01
109,MOUNTBATTEN AVE,K1H 5V6,Ward 18,608,152 PT 11,***CONTRACTOR***,Single,Old Ottawa,Interior alterations to install a wood burning insert on the 1st floor of a 2 storey detached dwelling,0,4000,0,1207582,Construction,2012-11-01
10,PARKFIELD CRES,K2G 0R8,Ward 8,537034,53,HEALTHIEST HOMES,Single,Nepean,Interior alterations to renovate a washroom in a 2 storey detached dwelling,0,1500,60,1207584,Construction,2012-11-02
99,FIFTH AVE,K1S 5P5,Ward 17,34756,,,Commercial,Old Ottawa,Interior alterations to a 2 storey mixed-use commercial building,0,300000,1466,1207585,Construction,2012-11-02
21,LUCAS LANE,K2S 1S5,Ward 21,4M-327,21,***CONTRACTOR***,Single,Goulbourn,Construct a 1 storey detached dwelling,1,225000,2250,1207586,Construction,2012-11-02
665,INDUSTRIAL AVE,K1G 0Z1,Ward 16,560,,VCL CONSTRUCTION,Retail,Old Ottawa,Construct a 1 storey retail building (Farm Boy)- Tenant fit-up included.,0,1890167,2066,1207587,Construction,2012-11-02
4792,BANK ST,K0A 2P0,Ward 22,,,CONTRACTOR UNKNOWN,Retail,Gloucester,Construct a 1 storey retail building ( Canadian Tire),0,2000000,37253,1207589,Construction,2012-11-02
5594,FIRST LINE RD,,Ward 21,,3,CONTRACTOR UNKNOWN,Single,Rideau,Remove and replace porch and install new window on 2nd floor of a 2 storey detached dwelling,0,10000,300,1207590,Construction,2012-11-02
847,MONTCREST DR,K4A 3C2,Ward 1,50M-161,151,***CONTRACTOR***,Single,Cumberland,Enclosure of a hot tub in the rear yard of a detached dwelling,0,0,0,1207591,Pool Enclosure,2012-11-02
4117,BELGREEN DR,K1G 3N2,Ward 10,,,JAZZ SOLAR SOLUTIONS INC.,Office,Gloucester,Install 40 solar panels on racking with 4 anchors on the roof of a 2 storey office building (Econome Inc.),0,30633,0,1207592,Construction,2012-11-02
16,SPRUCE ST,K1R 6N7,Ward 14,13,85,***CONTRACTOR***,Rowhouse,Old Ottawa,PLUMBING ONLY - Interior alterations to the washrooms and the kitchen in a 3 storey rowhouse,0,3000,200,1207593,Construction,2012-11-02
4122,CALBRENT WAY,K0A 2W0,Ward 20,4M-1127,3,CONTRACTOR UNKNOWN,Single,Osgoode,Construct an addition to a 1 storey detached dwelling,0,53256,1385,1207594,Construction,2012-11-02
500,PALLADIUM DR,K2V 1C2,Ward 23,4R-16147,PT 1,CONTRACTOR UNKNOWN,Mixed,Kanata,Interior alterations on the 1st and 2nd floor of a 3 storey mixed use building,0,1430000,2925,1207595,Construction,2012-11-02
24,MORRIS ST,K1S 4A7,Ward 17,44,26,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations to the bathroom on the 2nd floor of a 2 storey detached dwelling,0,900,9,1207596,Construction,2012-11-02
43,ROSLYN AVE,K1S 4W2,Ward 17,36,2,GILMORE CARPENTRY,Single,Old Ottawa,Interior alterations on the 1st and 2nd floor of a 2 storey detached dwelling,0,30000,484,1207597,Construction,2012-11-02
211,GRANDVIEW RD,K2H 8B9,Ward 7,444,39,FENCE MASTERS,Single,Nepean,Remove and replace a deck in the rear yard of a 2 storey detached dwelling,0,9000,440,1207598,Construction,2012-11-02
6425,FOURTH LINE RD,K0A 2T0,Ward 21,,PT LOT 17,***CONTRACTOR***,Farm,Rideau,Construct a 2 storey farm building,0,47925,1944,1207599,Construction,2012-11-02
800,FAIRWINDS TERR,K1C 2X6,Ward 1,4M-215,245,"CASSIDY, SEAN",Single,Gloucester,Interior alterations to the 2nd floor bathroom in a 2 storey detached dwelling,0,6500,250,1207600,Construction,2012-11-02
189,CEDARSTONE ST,,Ward 21,4M-,18,CEDARSTONE HOMES LIMITED,Single,Goulbourn,Construct a 2 storey detached dwelling with attached garage,1,295000,2266,1207601,Construction,2012-11-02
1022,RED SPRUCE ST,K1V 1T5,Ward 22,4M-1019,,PTG CONSTRUCTION INC.,Single,Gloucester,Interior alterations to remove a load-bearing wall on the 1st floor of a 2 storey detached dwelling,0,1500,10,1207602,Construction,2012-11-02
3759,RIVER RD,K4M 1B4,Ward 20,,PT LOTS 34 & 35,"WIELGUT, JOHN",Demolition,Osgoode,Demolish a barn,0,1000,-3648,1207605,Demolition,2012-11-02
4110,WOODKILTON RD,K0A 3M0,Ward 5,,14,CONTRACTOR UNKNOWN,Single,West Carleton,Re-construct a 1 storey detached dwelling on existing foundation due to fire (attached garage existing),0,225000,2026,1207606,Construction,2012-11-02
248,PARKROSE PRIV,K4A 0N8,Ward 1,4M-1357,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Enclosure of a hot tub in the rear yard of a rowhouse,0,0,0,1207607,Pool Enclosure,2012-11-02
1040,QUIGLEY HILL RD,K4C 1H1,Ward 19,,,D.X. POOLS,Single,Cumberland,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1207608,Pool Enclosure,2012-11-02
1375,SHALOM ST,K4C 1E2,Ward 19,50M-153,4,***CONTRACTOR***,Single,Cumberland,Interior alterations to the 2nd storey of the garage,0,12330,822,1207609,Construction,2012-11-05
902,CHALEUR WAY,K1C 2S1,Ward 1,M-215,130,PG CONTRACTING,Single,Gloucester,Remove and replace the foundation of a garage,0,6500,400,1207610,Construction,2012-11-05
530,BRYCE PL,K2S 0N2,Ward 6,4M-1372,129,ASHBURY LANDSCAPING,Single,Goulbourn,Construct a deck at the rear of a detached dwelling,0,12000,512,1207611,Construction,2012-11-05
79,SOUTHPARK DR,K1B 3B5,Ward 2,805,179,***CONTRACTOR***,Single,Gloucester,"Interior alterations to the kitchen in a 2 storey detached dwelling; removal of a nonloadbearing wall and replacing some drywall, insulation and vapour barrier",0,10000,292,1207612,Construction,2012-11-05
245,GREENBANK RD,K2H 8K9,Ward 9,4M-,31,CONTRACTOR UNKNOWN,Institutional,Nepean,Interior alterations in a 3 storey institutional bulding (Ottawa Police),0,150000,0,1207613,Construction,2012-11-05
1660,PRINCE OF WALES DR,K2C 1P4,Ward 16,,,BONDFIELD CONSTRUCTION COMPANY LTD,Institutional,Old Ottawa,Install 286 solar panels with 147 anchors on the roof of a 2 storey school building ( Carleton Heights Public School),0,113540,0,1207614,Construction,2012-11-05
1250,AGINCOURT RD,K2C 2J2,Ward 8,,28,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Install 286 solar panels with 20 restraint anchors on the roof of a 2 storey institutional building,0,50040,0,1207615,Construction,2012-11-05
2760,CEDARVIEW RD,K2J 4J2,Ward 3,,,BONDFIELD CONSTRUCTION COMPANY LTD,Institutional,Nepean,Install 495 solar panels with 96 anchors on the roof of a 2 storey school building (Cedarview Middle School),0,101460,0,1207616,Construction,2012-11-05
1501,INNES RD,K1B 1C5,Ward 11,,22 AND 23,BONFIELD CONSTRUCTION COMPANY,Retail,Gloucester,Install 533 solar panels with 77 anchors on the roof of a 1 storey retail building,0,90025,0,1207617,Construction,2012-11-05
2625,DRAPER AVE,K2H 7A1,Ward 8,,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Install 195 solar panels on racking with 40 anchors on the roof of a 2 storey institutional building (Grant Alternative School),0,52175,0,1207618,Construction,2012-11-05
1755,MERIVALE RD,K2G 1E2,Ward 9,,PT LOT 30 & 31,BONDFIELD CONSTRUCTION COMPANY LTD,Institutional,Nepean,Install 559 solar panels with 101 anchors on the roof of an institutional building (Merivale High School),0,104538,0,1207619,Construction,2012-11-05
745,SMYTH RD,K1G 1N9,Ward 18,370,53-117,BONDFIELD CONSTRUCTION COMPANY LTD,Institutional,Old Ottawa,Install 559 solar panels and 32 restraint anchors on the roof of an institutional building (Vincent Massey Public School),0,79639,0,1207620,Construction,2012-11-05
222,NORTHWESTERN AVE,K1Y 0M3,Ward 15,331,pt lot 5,FALSETTO HOMES,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling with attached garage,2,405750,4890,1207621,Construction,2012-11-05
226,NORTHWESTERN AVE,K1Y 0M3,Ward 15,331,pt lot 5,FALSETTO HOMES,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling with attached garage,2,405750,4890,1207621,Construction,2012-11-05
224,NORTHWESTERN AVE,K1Y 0M3,Ward 15,331,5,FALSETTO HOMES,Demolition,Old Ottawa,"Demolish a 1storey detached dwelling, garage and shed",-1,5000,-1000,1207624,Demolition,2012-11-05
2012,KILLARNEY DR,K2A 1R3,Ward 7,330458,21,MR. ROOTER PLUMBING,Single,Old Ottawa,PLUMBING PERMIT ONLY - Install a mainline backwater valve to the sanitary sewer in a detached dwelling,0,0,0,1207625,Construction,2012-11-05
3023,WELLAND ST,K1V 8H4,Ward 16,768,140,MR ROOTER PLUMBING,Single,Old Ottawa,PLUMBING ONLY - Install a mainline backwater valve on the sanitary sewer in a detached dwelling,0,0,0,1207626,Construction,2012-11-05
2725,COLMAN ST,K1V 8J8,Ward 16,761,31,DIRESCO INC.,Single,Old Ottawa,Replace roof trusses on a 1 storey detached dwelling,0,5300,265,1207628,Construction,2012-11-05
1650,COMSTOCK RD,K1B 1B2,Ward 18,,,CONTRACTOR UNKNOWN,Industrial,Old Ottawa,"Install a rack and shelf storage system on the 1st floor of a 3 storey office building (Phase 2, Iron Mountain)",0,150000,9150,1207629,Construction,2012-11-05
72,UPPER LORNE PL,K1R 7G9,Ward 14,11285,10,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,"Interior alterations on the 3rd floor, plus remove existing fire escape and construct rear exit stairs of a 3 storey apartment building",0,60000,84,1207630,Construction,2012-11-05
122,SOLEIL AVE,K4A 0V8,Ward 19,,19,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 storey detached dwelling with attached garage  Model: Fernhaven 2011 A,1,125890,1727,1207632,Construction,2012-11-05
294,SUMMER DAYS WALK,K4A 0W1,Ward 19,,80,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 storey detached dwelling with attached garage  Model: Appleton 2011 B,1,95580,1294,1207633,Construction,2012-11-05
107,SOLEIL AVE,K4A 0V8,Ward 19,,34,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 storey detached dwelling with attached garage  Model: Ridgemont 2011,1,128410,1763,1207635,Construction,2012-11-05
126,SOLEIL AVE,K4A 0V8,Ward 19,,17,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 storey detached dwelling with attached 2 car garage  Model: Valleyfield 2008 A,1,176950,2385,1207636,Construction,2012-11-05
195,KINCARDINE DR,K2V 1C5,Ward 23,4M-1081,,MULTI-DRAIN INC,Single,Kanata,PLUMBING ONLY - Install a mainline backwater valve on sanitary sewers in a detached dwelling,0,0,0,1207637,Construction,2012-11-05
45,SHOULDICE CRES,K2L 1M8,Ward 23,879,669,CONTRACTOR UNKNOWN,Single,Kanata,PLUMBING ONLY - Install a mainline backwater valve on the sanitary sewer in a detached dwelling,0,0,0,1207638,Construction,2012-11-05
465,SOLSTICE WAY,K4A 0V8,Ward 19,,93,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 storey detached dwelling with attached garage  Model: Meadowridge 2011 B,1,161520,2236,1207639,Construction,2012-11-05
181,MCELROY DR,K2L 1X7,Ward 23,896,PT LOT 1223,MULTI-DRAIN INC,Single,Kanata,PLUMBING ONLY - Install a mainline backwater valve on the sanitary sewer in a detached dwelling,0,0,0,1207640,Construction,2012-11-05
120,SOLEIL AVE,K4A 0V8,Ward 19,,20,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 storey detached dwelling with attached 2 car garage  Model: Valleyfield 2008 A,1,176950,2385,1207641,Construction,2012-11-05
91,INVERKIP AVE,K1T 4B9,Ward 10,4M-997,,STEAMATIC,Rowhouse,Old Ottawa,Reconstruct a 2 storey townhome (end unit #221) destroyed by fire,1,122000,1635,1207643,Construction,2012-11-05
108,SOLEIL AVE,K4A 0V8,Ward 19,,26,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 storey detached dwelling with attached 2 car garage  Model: Ferncliffe 2011 A,1,150700,2010,1207644,Construction,2012-11-05
1058,FALAISE RD,K2C 0M5,Ward 16,489,7,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 1 storey detached dwelling,-1,5000,-800,1207645,Demolition,2012-11-05
122,WREN ST,,Ward 5,542,30,GODDARD CONSTRUCTION INC.,Single,West Carleton,"Enlarge 2 bedroooms,  extend attached garage, and construct a deck in the rear of a 1 storey detached dwelling",0,25000,190,1207646,Construction,2012-11-05
475,LAURIER AVE W,K1R 7X1,Ward 14,342,,RON ENGINEERING,Apartment,Old Ottawa,Mechanical and electical modifications at the penthouse level of a 20 storey apartment building,0,45833,200,1207647,Construction,2012-11-05
20,CLEMOW AVE,K1S 2B2,Ward 17,M-40,26 - 27,S & R MECHANICAL,Single,Old Ottawa,Interior alterations to a 3 storey detached dwelling,0,30000,450,1207648,Construction,2012-11-05
1615,ORLEANS BLVD,K1C 7E2,Ward 2,,3 & 4,PREMIERE CONSTRUCTION LTD,Retail,Gloucester,Interior alterations to relocate demising wall between units 103 and 104 and to install underground plumbing in a 1 storey retail building (previously Rogers and Loonie Bin),0,30000,9500,1207649,Construction,2012-11-05
2855,SWANSEA CRES,K1G 3L6,Ward 10,4M-,2,CAYER CONSTRUCTION LTD.,Industrial,Old Ottawa,Interior alterations to a 1 storey industrial building,0,15000,1399,1207650,Construction,2012-11-05
12,JAVA ST,K1Y 3L3,Ward 15,M48,2229,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2nd storey addition at the side of a 2 storey detached dwelling,0,25000,215,1207651,Construction,2012-11-05
121,PENFIELD DR,K2K 1M4,Ward 4,847,700,MR FOUNDATION,Single,Kanata,Exterior altertaions to the foundation of a 2 storey detached dwelling,0,85000,320,1207652,Construction,2012-11-05
50,CRAIG ST,K1S 4B9,Ward 17,108654,136,***CONTRACTOR***,Demolition,Old Ottawa,Demolish a 3 storey detached dwelling,-1,10000,-1100,1207653,Demolition,2012-11-05
50,CRAIG ST,K1S 4B9,Ward 17,108654,136,CONTRACTOR UNKNOWN,Stacked Rowhouse,Old Ottawa,Construct a 3 unit stacked townhouse with underground parking,3,900000,7706,1207654,Construction,2012-11-05
28,AVEIA PRIV,,Ward 1,4M-,,BOULET CONSTRUCTION / 4716855 CANADA INC.,Rowhouse,Cumberland,"Construct a block of 8, 3 storey townhomes with garages (Block 9)",8,972475,12433,1207655,Construction,2012-11-05
30,AVEIA PRIV,,Ward 1,4M-,,BOULET CONSTRUCTION / 4716855 CANADA INC.,Rowhouse,Cumberland,"Construct a block of 8, 3 storey townhomes with garages (Block 9)",8,972475,12433,1207655,Construction,2012-11-05
32,AVEIA PRIV,,Ward 1,4M-,,BOULET CONSTRUCTION / 4716855 CANADA INC.,Rowhouse,Cumberland,"Construct a block of 8, 3 storey townhomes with garages (Block 9)",8,972475,12433,1207655,Construction,2012-11-05
34,AVEIA PRIV,,Ward 1,4M-,,BOULET CONSTRUCTION / 4716855 CANADA INC.,Rowhouse,Cumberland,"Construct a block of 8, 3 storey townhomes with garages (Block 9)",8,972475,12433,1207655,Construction,2012-11-05
125,LIONEL PRIV,,Ward 1,4M-,,BOULET CONSTRUCTION / 4716855 CANADA INC.,Rowhouse,Cumberland,"Construct a block of 8, 3 storey townhomes with garages (Block 9)",8,972475,12433,1207655,Construction,2012-11-05
127,LIONEL PRIV,,Ward 1,4M-,,BOULET CONSTRUCTION / 4716855 CANADA INC.,Rowhouse,Cumberland,"Construct a block of 8, 3 storey townhomes with garages (Block 9)",8,972475,12433,1207655,Construction,2012-11-05
