ST,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR,BLG_TYPE,MUNICIPALITY,DESCRIPTION,DU,VALUE,FT2,PERMIT,APPL_TYPE,ISSUED_DATE
716,WILLOWBURN ST,,Ward 22,,44,TAMARACK DEVELOPMENTS CORPORATION,Single,Gloucester,Construct a 2 storey detached dwelling with attached 2 car garage  Model: 3614 2011 B,1,197110,2673,1202293,Construction,2012-05-01
714,WILLOWBURN ST,,Ward 22,,45,TAMARACK DEVELOPMENTS CORPORATION,Single,Gloucester,Construct a 2 storey detached dwelling with attached 2 car garage  Model: 3608 2011 B,1,164140,2202,1202294,Construction,2012-05-01
713,MONTREAL RD,K1K 0T2,Ward 13,4M-,24-25,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations to basement and 1st floor of a 7 storey institutional building (Montfort Hospital),0,105000,1722,1202295,Construction,2012-05-01
5620,ROCKDALE RD,K0A 3H0,Ward 19,,PT LOT 24 W,***CONTRACTOR***,Single,Cumberland,"Interior/exterior alterations to the roof of a 1 storey detached dwelling  (Mobile or Modular Home) - Unit 4, Lot 137",0,3723,840,1202296,Construction,2012-05-01
348,LANGRELL CRES,K2J 5R8,Ward 22,4M1437,55,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Piccadilly A,1,161270,2161,1202297,Construction,2012-05-01
17  -B,NEWTON ST,K1S 2S6,Ward 17,36,PT 15,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 1 storey addition at the rear of a 2 storey semi-detached dwelling,0,98000,245,1202298,Construction,2012-05-01
342,LANGRELL CRES,K2J 5R9,Ward 22,4M-1437,58,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Hathaway 4 C,1,186750,2525,1202299,Construction,2012-05-01
2214,INNES RD,K1B 4C4,Ward 2,,PT 16 TO 18,THE LIFE CENTRE,Institutional,Gloucester,Interior/Exterior Alterations to install heating units on the roof of a 2 storey institutional building,0,30000,640,1202300,Construction,2012-05-01
50,FORESTGLADE CRES,K1G 5X4,Ward 10,4M-842,65,CONTRACTOR UNKNOWN,Single,Old Ottawa,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1202301,Pool Enclosure,2012-05-01
570,EVERED AVE,K1Z 5L2,Ward 15,326972,15,***CONTRACTOR***,Single,Old Ottawa,Exterior alterations to install a window in the basement of 1 storey detached dwelling,0,1300,86,1202302,Construction,2012-05-01
44,MOORE ST,K0A 2Z0,Ward 21,4M-1183,26,POOL BUILDERS OTTAWA,Single,Goulbourn,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1202303,Pool Enclosure,2012-05-01
852,BRONSON AVE,K1S 4G7,Ward 17,217882,61/62/63,ZITO PLUMBING,Semi - Detached,Old Ottawa,PLUMBING ONLY - Replace old plumbing piping with all new in existing locations in a 2 storey semi-detached dwelling,0,0,0,1202304,Construction,2012-05-01
854,BRONSON AVE,K1S 4G7,Ward 17,217882,61/62/63,ZITO PLUMBING,Semi - Detached,Old Ottawa,PLUMBING ONLY - Replace old plumbing piping with all new in existing locations in a 2 storey semi-detached dwelling,0,0,0,1202304,Construction,2012-05-01
350,LANGRELL CRES,K2J 5R8,Ward 22,4M-1437,54,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Gainsborough B,1,200120,2716,1202305,Construction,2012-05-01
650,UPPER DWYER HILL RD,,Ward 5,4M-,,CONTRACTOR UNKNOWN,Farm,West Carleton,Construct a 1 storey farm building,0,15000,108,1202306,Construction,2012-05-01
542,BRETBY CRES,K2J 5R1,Ward 3,4M-1449,67,DCR PHOENIX DEVELOPMENT CORPORATION LIMITED,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Rosemere 2007 A,1,170687,2295,1202307,Construction,2012-05-01
4118,TALBOT ST,,Ward 20,93,12,CONTRACTOR UNKNOWN,Single,Osgoode,Construct a 2 storey addition at the rear of a 2 storey detached dwelling,0,43875,585,1202309,Construction,2012-05-01
2356,PALM ST,K1H 6Y8,Ward 18,763,78,CLUB PISCINE,Single,Old Ottawa,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1202310,Pool Enclosure,2012-05-01
813,SHEFFORD RD,K1J 8H9,Ward 11,,15,LABELLE TENTS,Institutional,Gloucester,TEMPORARY PERMIT - Erect temporary tent for a special event - [CHEO BBQ],0,5288,4200,1202311,Construction,2012-05-01
539,CARACOLE WAY,,Ward 19,,139,MINTO COMMUNITIES INC.,Single,Cumberland,Construct a 2 storey detached with attached 2 car garage  Model: Gainsborough 2009 C,1,186750,2525,1202312,Construction,2012-05-01
141,DRUMMOND ST,K1S 1K1,Ward 17,102,PT 9,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 1 storey addition with foundation at the rear of a 2 storey detached dwelling,0,75000,414,1202313,Construction,2012-05-01
170,RIVERSEDGE CRES,K1V 0Z8,Ward 22,4M1349,38,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 storey detached dwelling with attached 3 car garage,1,298575,3781,1202314,Construction,2012-05-01
105,JOLLEY CUT WAY,K1W 0B5,Ward 2,,52,***CONTRACTOR***,Single,Gloucester,Enclosure of a hot tub in the rear yard of a detached dwelling,0,0,0,1202315,Pool Enclosure,2012-05-01
73,FARM GATE CRES,K2E 7N3,Ward 9,4M-365,3,OAKWOOD BUILDERS,Single,Nepean,Interior alterations to a 2 storey detached dwelling to extend kitchen into attached garage,0,20000,390,1202316,Construction,2012-05-01
169,COTTAGE LANE,K0A 3M0,Ward 5,357,25,***CONTRACTOR***,Single,West Carleton,Construct a deck at the rear of a 1 storey detached dwelling,0,3000,280,1202317,Construction,2012-05-01
1741,SUNVIEW DR,K1C 5B3,Ward 2,4M-448,93,"MARTIN, BRIAN",Single,Gloucester,Construct a deck in the rear yard of a 2 storey detached dwelling,0,1500,100,1202318,Construction,2012-05-01
7893,BANK ST,K0A 2P0,Ward 20,,N PT LOT 29,NATIONAL REMEDIATION AND RECOVERY,Single,Osgoode,Remediation of a marijuana grow operation in a 1 storey detached dwelling,0,105000,153,1202319,Construction,2012-05-01
7070,GALLAGHER RD,K0A 2T0,Ward 21,,,***CONTRACTOR***,Single,Rideau,Construct a 1 storey detached dwelling with attached garage,1,137500,1700,1202320,Construction,2012-05-01
8401,LOURDES WAY,K0A 2P0,Ward 20,4M-1141,18,***CONTRACTOR***,Detached Garage/Shed,Osgoode,Construct a shed in the rear yard of a 1 storey detached dwelling,0,2500,120,1202321,Construction,2012-05-01
1076,HARKNESS AVE,K1V 6P1,Ward 16,802,6,OTTAWA FOUNDATION CONTRACTORS,Single,Old Ottawa,Repair the foundation of a 2 storey detached dwelling,0,12700,95,1202322,Construction,2012-05-02
18,SACHS FOREST PL,K2G 6V2,Ward 22,,173,LEISURE TIME POOLS,Single,Nepean,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1202323,Pool Enclosure,2012-05-02
3773,CARP RD,,Ward 5,218,94 AND 95,CONTRACTOR UNKNOWN,Retail,West Carleton,Tenant fit-up on the 1st floor of a 2 storey mixed use building (Alice's Village Cafe),0,50000,1626,1202324,Construction,2012-05-02
125,BEATON RD,,Ward 19,4M-,1,AGRO-DESIGN,Farm,Cumberland,Construct a 1 storey farm building (Ter-Den Farms Inc.),0,480000,19200,1202325,Construction,2012-05-02
53 A,YOUNG ST,K1S 5T5,Ward 15,73,PT D,LEGACY HOMES INC.,Rowhouse,Old Ottawa,"Construct a block of 6, 3 storey rowhouses",6,888426,11446,1202326,Construction,2012-05-02
53 B,YOUNG ST,K1S 5T5,Ward 15,73,PT D,LEGACY HOMES INC.,Rowhouse,Old Ottawa,"Construct a block of 6, 3 storey rowhouses",6,888426,11446,1202326,Construction,2012-05-02
53 C,YOUNG ST,K1S 5T5,Ward 15,73,PT D,LEGACY HOMES INC.,Rowhouse,Old Ottawa,"Construct a block of 6, 3 storey rowhouses",6,888426,11446,1202326,Construction,2012-05-02
53 D,YOUNG ST,K1S 5T5,Ward 15,73,PT D,LEGACY HOMES INC.,Rowhouse,Old Ottawa,"Construct a block of 6, 3 storey rowhouses",6,888426,11446,1202326,Construction,2012-05-02
53 E,YOUNG ST,K1S 5T5,Ward 15,73,PT D,LEGACY HOMES INC.,Rowhouse,Old Ottawa,"Construct a block of 6, 3 storey rowhouses",6,888426,11446,1202326,Construction,2012-05-02
53 F,YOUNG ST,K1S 5T5,Ward 15,73,PT D,LEGACY HOMES INC.,Rowhouse,Old Ottawa,"Construct a block of 6, 3 storey rowhouses",6,888426,11446,1202326,Construction,2012-05-02
1621,FISHER AVE,K2C 1X8,Ward 16,455,97,CONTRACTOR UNKNOWN,Other,Old Ottawa,"TEMPORARY PERMIT: Erect a temporary tent (1,153 m2) for a special event (Madonna Della Risurezione)",0,10000,12410,1202327,Construction,2012-05-02
1029,JULIA CRT,,Ward 5,4M-1310,3,GRIZZLY HOMES,Single,West Carleton,Construct a 1 storey detached dwelling with attached garage,1,180000,1990,1202328,Construction,2012-05-02
4475,TRAIL RD,K0A 2Z0,Ward 21,4M-,,CONTRACTOR UNKNOWN,Industrial,Nepean,Construct a 1 storey industrial building (Trail Road Solid Waste Facility),0,9400000,36222,1202330,Construction,2012-05-02
831,BANK ST,K1S 3V9,Ward 17,34756,18 & 21,MINTO COMMUNITIES INC.,Retail,Old Ottawa,Construct a 1 storey temporary sales office - [Minto Lansdowne Presentation Centre],0,70000,823,1202331,Construction,2012-05-02
2020,LANTHIER DR,K4A 3V4,Ward 19,,,CONTRACTOR UNKNOWN,Retail,Cumberland,Tenant fit up to a 1 storey retail building ( Spuds Potato Bar and Poutinerie  - Trinity Crossing Unit E3 ),0,51800,964,1202332,Construction,2012-05-02
5,COBB CRT,K2J 2K2,Ward 3,M-191,430,***CONTRACTOR***,Single,Nepean,Enclosure of a semi-inground pool in the rear yard of a detached dwelling,0,0,0,1202333,Pool Enclosure,2012-05-02
436 A,HAZELDEAN RD,K2L 1T9,Ward 23,,32,CONTRACTOR UNKNOWN,Office,Kanata,Interior alterations on the 2nd floor of a 2 storey mixed use building.,0,40000,4200,1202334,Construction,2012-05-02
155,RAVENVIEW WAY,K2W 0E2,Ward 5,4M-1392,3,CONTRACTOR UNKNOWN,Single,West Carleton,Construct a 2 storey detached dwelling with attached garage,1,285625,2285,1202335,Construction,2012-05-02
928,HARE AVE,K2A 3J4,Ward 7,524,47 HARE W,OAKWOOD BUILDERS,Single,Old Ottawa,Interior alterations to excavate the existing crawl space and finish the basement in a detached dwelling,0,40000,527,1202336,Construction,2012-05-02
3772,TORBOLTON RIDGE RD,K0A 3M0,Ward 5,,10,***CONTRACTOR***,Farm,West Carleton,Construct 3 portable sheep shelters at the rear of a 2 storey detached dwelling,0,3500,384,1202337,Construction,2012-05-02
2108,OLD MONTREAL RD,K4C 1G8,Ward 19,,19,OMNI CONSTRUCTION,Mixed,Cumberland,Interior alterations to convert a 1 storey detached dwelling and attached garage into mixed use office and residential building,0,39000,929,1202338,Construction,2012-05-02
2509,WHITE ST,K4B 1H9,Ward 2,,2,***CONTRACTOR***,Demolition,Gloucester,Demolish a detached dwelling with attached carport,-1,1000,-1000,1202339,Demolition,2012-05-02
43,SOUTHPARK DR,K1B 3B8,Ward 2,805,126,G. THERIEN CONTRACTING,Single,Gloucester,Interior alterations in a 2 storey detached dwelling,0,20000,1800,1202340,Construction,2012-05-02
18,BIRDSEYE TER,K4A 4P6,Ward 1,4M-1180,169,MCI POOLS,Single,Cumberland,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1202341,Pool Enclosure,2012-05-02
1810,MICKELBERRY CRES,,Ward 19,4M1355,105,M.C.I. POOLS INC,Single,Cumberland,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1202342,Pool Enclosure,2012-05-02
345,RIDGESIDE FARM DR,K2W 0A1,Ward 5,4M-1286,14,***CONTRACTOR***,Single,Kanata,Construct a covered deck at the rear of a 2 storey detached dwelling,0,5520,276,1202343,Construction,2012-05-02
6989,SHIELDS DR,K4P 1A7,Ward 20,M-279,14,MERMAID POOLS,Single,Osgoode,Enclosure of an above ground pool in the rear yard of a detached dwelling,0,0,0,1202344,Pool Enclosure,2012-05-02
340,TIMBERTRAIL TER,K4A 5A6,Ward 1,4M-1228,161,"STEWART, CHRIS",Single,Cumberland,Finish the basement in a 2 storey detached dwelling,0,21000,1400,1202345,Construction,2012-05-02
404,MUIRLAND AVE,K4A 5G4,Ward 19,4M1279,113,CAMPBELL POOLS,Single,Cumberland,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1202346,Pool Enclosure,2012-05-02
270,GRACEWOOD CRES,,Ward 22,,PT LOTS 18 AND 19,TAMARACK (MER BLEU) CORPORATION,Single,Gloucester,Construct a 2 storey detached dwelling with attached 2 car garage; Model: Custom 4340 2007 A,1,221400,3020,1202347,Construction,2012-05-02
240,COLUMBUS AVE,K1K 1P6,Ward 13,441,109,KIRK BUILDERS (1996) LTD.,Single,Old Ottawa,Construct a 1 storey addition at the rear of a 2 storey detached dwelling,0,47000,486,1202348,Construction,2012-05-02
51,GWYNNE AVE,K1Y 1X1,Ward 15,4M-,S PT LOT 6,OAKWOOD BUILDERS,Single,Old Ottawa,Construct a second floor addition to a 1 storey detached dwelling,0,73000,922,1202349,Construction,2012-05-02
96,HAVENHURST CRES,K1T 3G5,Ward 10,4M-733,,ASHBURY LANDSCAPING,Rowhouse,Old Ottawa,Construct a deck at the rear of a 2 storey rowhouse,0,5000,195,1202350,Construction,2012-05-03
6910,STILL MEADOW WAY,K4P 0C9,Ward 20,4M-1436,36,***CONTRACTOR***,Single,Osgoode,Construct a 2 storey detached dwelling with attached 3 car garage,1,200000,2800,1202351,Construction,2012-05-03
60,SUNNYMEDE AVE,K1Y 2L4,Ward 15,388,40,"JORDAN, MAGGIE",Single,Old Ottawa,Enclosure of an inground pool in the rear yard of detached dwelling,0,0,0,1202352,Pool Enclosure,2012-05-03
1,WATERFORD WAY,K2E 7V4,Ward 9,368,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Exterior alterations to repair the balcony on a 2 storey rowhouse,0,2267,65,1202353,Construction,2012-05-03
1,WATERFORD WAY,K2E 7V4,Ward 9,680,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Exterior alterations to replace wood railings on a 3 storey rowhouse (Unit #114),0,16391,310,1202354,Construction,2012-05-03
1,WATERFORD WAY,K2E 7V4,Ward 9,680,,RICHARD CHIRIP,Rowhouse,Nepean,Exterior alterations to repair the balcony of a 2 storey rowhouse (Unit 110),0,12087,291,1202355,Construction,2012-05-03
1,WATERFORD WAY,K2E 7V4,Ward 9,680,,CHIRIP CONSTRUCTION SERVICES,Rowhouse,Nepean,Exterior alterations to replace wood railings on a 3 storey rowhouse (Unit #112),0,15272,310,1202356,Construction,2012-05-03
207,BLACK SAGE CRES,K1V 2J7,Ward 22,4M-1328,75,***CONTRACTOR***,Single,Gloucester,Construct a deck at the rear of a 2 storey detached dwelling,0,8900,269,1202357,Construction,2012-05-03
3987,RIVERSIDE DR,K1V 1C1,Ward 10,4M-,,"CLARKE, RON*",Retail,Old Ottawa,Tenant fit up in a 1 storey retail building (Subway),0,85000,1292,1202358,Construction,2012-05-03
201,TRAILGATE ST,K1V 0Z9,Ward 22,4M-1349,46,URBANDALE CONSTRUCTION,Single,Gloucester,Construct a 1 storey detached dwelling with attached garage - Model: Glendale 08,1,156650,2095,1202359,Construction,2012-05-03
340,LANGRELL CRES,K2J 5R9,Ward 22,4M1437,59,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Westminster C,1,166660,2238,1202360,Construction,2012-05-03
2980,CARLING AVE,K2B 7K2,Ward 7,523,42-44,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,"Interior alterations on the 3rd floor of a 3 storey institutional building (Carling Family Shelter, Units 316,317)",0,80000,861,1202361,Construction,2012-05-03
3790,CARP RD,,Ward 5,,19,CONTRACTOR UNKNOWN,Other,West Carleton,Interior and exterior alterations (fire damage) to a 2 storey assembly building,0,100000,2480,1202362,Construction,2012-05-03
587,DUNDONALD DR,K2J 5X1,Ward 3,,49,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Highwood 2011 A,1,149200,2060,1202363,Construction,2012-05-03
2541,MITCHELL ST,K0A 2P0,Ward 20,4M-1167,1,HICKORY DICKORY DECKS - OTTAWA EAST,Single,Osgoode,Construct a deck in the rear yard of a detached dwelling,0,7000,300,1202364,Construction,2012-05-03
1537,MERIVALE RD,K2G 3J3,Ward 9,313132,,CITRINE DEVELOPMENTS INCORPORATED,Retail,Nepean,Tenant fit up in a 1 storey retail building (Dental Clinic),0,100000,2030,1202365,Construction,2012-05-03
569,DUNDONALD DR,K2J 5X1,Ward 3,,58,MATTAMY DEVELOPMENT CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Fernhaven 2011 C,1,126660,1738,1202366,Construction,2012-05-03
2370,BRENNAN PARK DR,K4C 1H6,Ward 19,50M-211,5,***CONTRACTOR***,Single,Cumberland,Alterations to a 2 storey detached dwelling to convert the attached garage to an accessory apartment,1,35000,744,1202367,Construction,2012-05-03
60,QUEEN ST,K1P 5Y7,Ward 14,3922,26 & 27,RON ENGINEERING,Office,Old Ottawa,Interior alterations on the 12th floor of a 16 storey office building,0,11970,300,1202368,Construction,2012-05-03
28,STONEHURST AVE,K1Y 1R4,Ward 15,35,4,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling with detached garage,-1,5000,-900,1202369,Demolition,2012-05-03
3203,RIVERSIDE DR,K1V 8N8,Ward 16,5R 315,A,CONTRACTOR UNKNOWN,Single,Old Ottawa,Remove and reconstruct a 2 storey detached dwelling,0,300000,2853,1202370,Construction,2012-05-03
24,STONEHURST AVE,,Ward 15,35,4,COLIZZA BRUNI ARCHICTURE INC.,Single,Old Ottawa,Construct a 3 storey detached dwelling,1,161421,2152,1202371,Construction,2012-05-03
53,PROMENADE AVE,K2E 5X9,Ward 9,294338,,MAG EASTWOOD CONSTRUCTION,Single,Nepean,Construct a carport at the side of a 1 storey detached dwelling,0,22000,360,1202372,Construction,2012-05-03
3310,COLOMBO CRT,K4B 1H3,Ward 19,50M62,4,CONTRACTOR UNKNOWN,Single,Cumberland,Interior alterations to a 1 storey detached dwelling,0,60000,115,1202373,Construction,2012-05-03
2099,DELMAR DR,K1H 5P6,Ward 18,784,125,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct an addition on the 1st and 2nd floor of a 2 storey detached dwelling,0,100000,769,1202374,Construction,2012-05-03
300,SLATER ST,K1P 6A6,Ward 14,3922,27-30,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit-up on the ground floor of a 21 storey office building (C'est Fou Blow Dry Bar - Hair Salon),0,8000,959,1202375,Construction,2012-05-03
100,ROYAL TROON LANE,,Ward 5,4M-770,22,***CONTRACTOR***,Single,West Carleton,Construct a deck at the rear of a 1 storey detached dwelling,0,6000,600,1202376,Construction,2012-05-03
2440,LEITRIM RD,K1T 3V3,Ward 22,,,***CONTRACTOR***,Industrial,Gloucester,Construct a 1 storey addiiton at the rear of a 1 storey storage facility,0,35000,1335,1202377,Construction,2012-05-03
15,BARNSTABLE DR,K2J 1Z5,Ward 3,4M-,,1663379 ONTARIO INC O/A CAMERON CONTRACTING,Single,Nepean,Interior alterations on the 1st floor of a 2 storey detached dwelling,0,25000,20,1202378,Construction,2012-05-03
1457,EDGECLIFFE AVE,K1Z 8G2,Ward 16,327,452-453,ASBEX  LTD,Single,Old Ottawa,Remediation of a marijiuana grow operation in a 1 storey detached dwelling,0,27000,646,1202379,Construction,2012-05-03
120,OSSINGTON AVE,K1S 3B8,Ward 17,11805,242,CONTRACTOR UNKNOWN,Detached Garage/Shed,Old Ottawa,Reconstruct accessory building in the rear yard of a 2 storey detached dwelling,0,15000,195,1202380,Construction,2012-05-03
1314,KLONDIKE RD,K2K 1X7,Ward 4,,10,CONTRACTOR UNKNOWN,Single,Kanata,Construct a porch at the rear of a 2 storey detached dwelling,0,2340,156,1202381,Construction,2012-05-03
59,GLENDALE AVE,K1S 1W5,Ward 17,92408,15 & 16,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a deck at the rear of a 2 storey detached dwelling,0,2500,43,1202382,Construction,2012-05-03
416,LANDSWOOD WAY,K2S 0A3,Ward 6,4M-1291,5,***CONTRACTOR***,Single,Goulbourn,Interior alterations to finish the basement in a 2 storey detached dwelling,0,7000,700,1202383,Construction,2012-05-03
43,SAWGRASS CIRC,K0A 1B0,Ward 21,4M-709,7,"KLINGER, MIKE",Single,Goulbourn,Construct a covered deck at the rear of a 2 storey detached dwelling,0,20000,300,1202384,Construction,2012-05-03
8396,ROWAN DR,,Ward 20,4M-416,1,***CONTRACTOR***,Single,Osgoode,Construct a deck in the rear yard of a detached dwelling,0,5000,216,1202385,Construction,2012-05-03
6,BURROWS RD,K1J 6E6,Ward 11,808,8,CONTRACTOR UNKNOWN,Single,Gloucester,Construct a 1 storey addition at the rear of a 2 storey detached dwelling,0,75000,323,1202386,Construction,2012-05-03
6910,STILL MEADOW WAY,K4P 0C9,Ward 20,4M-1436,36,***CONTRACTOR***,Single,Osgoode,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1202387,Pool Enclosure,2012-05-03
35,CALDERWOOD WAY,K2J 5L9,Ward 22,4M-1188,122,SPLASH POOLS & SPAS,Single,Nepean,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1202388,Pool Enclosure,2012-05-03
401,HAMILTON AVE S,K1Y 1C9,Ward 15,207509,51,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 1 storey addition and interior alterations in a 2 storey detached dwelling,0,39180,1116,1202389,Construction,2012-05-03
1408,CARRONBRIDGE CIRC,K2M 0G4,Ward 23,4M-1383,5,TARTAN HOMES CORPORATION,Semi - Detached,Kanata,Construct a 2 storey semi-detached dwelling with attached garage (Footprint model Silver Birch 2011 & Silver Birch 2011 REV),2,226860,3838,1202390,Construction,2012-05-03
1410,CARRONBRIDGE CIRC,K2M 0G4,Ward 23,4M-1383,5,TARTAN HOMES CORPORATION,Semi - Detached,Kanata,Construct a 2 storey semi-detached dwelling with attached garage (Footprint model Silver Birch 2011 & Silver Birch 2011 REV),2,226860,3838,1202390,Construction,2012-05-03
1412,CARRONBRIDGE CIRC,K2M 0G4,Ward 23,4M-1383,6,TARTAN HOMES CORPORATION,Semi - Detached,Kanata,Construct a 2 storey semi-detached dwelling with attached garage (Model White Cedar 2011 WO and Red Oak 2012 WO Rev),2,314447,5033,1202391,Construction,2012-05-03
1414,CARRONBRIDGE CIRC,K2M 0G4,Ward 23,4M-1383,6,TARTAN HOMES CORPORATION,Semi - Detached,Kanata,Construct a 2 storey semi-detached dwelling with attached garage (Model White Cedar 2011 WO and Red Oak 2012 WO Rev),2,314447,5033,1202391,Construction,2012-05-03
1506,COMFREY CRES,K4A 0G1,Ward 19,4M1418,32,POOL SCAPES,Single,Cumberland,Enclosure of an inground pool in the rear yard of a detached dwelling,0,0,0,1202392,Pool Enclosure,2012-05-03
